"Network","Unit_Code","lat_rank","sap_ba_pct_NatCan","sap_ba_pct_NatOth","sap_ba_pct_Exotic","sap_dens_pct_NatCan","sap_dens_pct_NatOth","sap_dens_pct_Exotic","seed_dens_pct_NatCan","seed_dens_pct_NatOth","seed_dens_pct_Exotic","sap_ba_tot","sap_dens_tot","seed_dens_tot","sap_ba_pct_NatCan_rel","sap_ba_pct_NatOth_rel","sap_ba_pct_Exotic_rel","sap_dens_pct_NatCan_rel","sap_dens_pct_NatOth_rel","sap_dens_pct_Exotic_rel","seed_dens_pct_NatCan_rel","seed_dens_pct_NatOth_rel","seed_dens_pct_Exotic_rel","sap_ba_check","sap_dens_check","seed_dens_check"
"MIDN","RICH",5,0.489377077999971,0.510622922000029,0,0.503904425843764,0.496095574156236,0,0.512565608850129,0.26868439114987,0,1,1,0.78125,0.489377077999971,0.510622922000029,0,0.503904425843764,0.496095574156236,0,0.656083979328166,0.343916020671834,0,1,1,1
"MIDN","VAFO",26,0.626544657549797,0.0877410567359177,0.0714285714285714,0.620535714285714,0.0937499999999999,0.0714285714285714,0.487772544915402,0.236337868480726,0.0973181580324437,0.785714285714286,0.785714285714286,0.821428571428572,0.797420473245196,0.111670435845713,0.0909090909090909,0.789772727272727,0.119318181818182,0.0909090909090909,0.59381005467962,0.287715665976535,0.118474279343844,1,1,1
"NCBN","COLO",3,0.42000646337251,0.508904543903888,0.00725920548955984,0.402893526779305,0.524547826193963,0.00872885979268957,0.311152421759091,0.567836939943037,0.0146276595744681,0.936170212765957,0.936170212765957,0.893617021276596,0.448643267693362,0.543602580988244,0.00775415131839347,0.430363539968803,0.560312450707187,0.00932400932400931,0.348194376730411,0.635436575650541,0.0163690476190476,1,1,1
"NCBN","GEWA",8,0.118006499497263,0.881993500502737,0,0.135416666666667,0.864583333333333,0,0.537878787878788,0.337121212121212,0,1,1,0.875,0.118006499497263,0.881993500502737,0,0.135416666666667,0.864583333333333,0,0.614718614718615,0.385281385281385,0,1,1,1
"NCBN","SAHI",31,0.534401213746992,0.0341182292731011,0.431480556979906,0.4,0.1625,0.4375,0.3,0.25,0.2,1,1,0.75,0.534401213746992,0.0341182292731011,0.431480556979906,0.4,0.1625,0.4375,0.4,0.333333333333333,0.266666666666667,1,1,1
"NCBN","THST",11,0.578860750804179,0.421139249195821,0,0.529910714285715,0.470089285714285,0,0.294791666666667,0.580208333333333,0,1,1,0.875,0.578860750804179,0.421139249195821,0,0.529910714285715,0.470089285714285,0,0.336904761904762,0.663095238095238,0,1,1,1
"NCRN","ANTI",21,0.518211530769136,0.324847349636542,0.0800180426712453,0.423496055226824,0.419773175542407,0.0798076923076923,0.523203757027287,0.378544494720965,0.0982517482517482,0.923076923076923,0.923076923076923,1,0.561395824999897,0.351917962106254,0.086686212893849,0.458787393162393,0.454754273504274,0.0864583333333333,0.523203757027287,0.378544494720965,0.0982517482517482,1,1,1
"NCRN","CATO",22,0.423267345186435,0.209385716038054,0.0204081632653061,0.435536119209589,0.197116942014901,0.0204081632653061,0.326237393208845,0.441946803546781,0.0277341705913135,0.653061224489796,0.653061224489796,0.795918367346939,0.648128122316729,0.320621877683271,0.03125,0.666914682539682,0.301835317460317,0.03125,0.409888006852138,0.555266496763904,0.0348454963839579,1,1,1
"NCRN","CHOH",19,0.396509077789335,0.435336104020155,0.0214881515238436,0.323559609392218,0.512854125800464,0.0169195981406508,0.302230036054019,0.505500122676139,0.0189365079365079,0.853333333333333,0.853333333333333,0.826666666666667,0.464659075534377,0.510159496898619,0.0251814275670042,0.379171417256506,0.601000928672419,0.0198276540710751,0.365600850065346,0.611492083882427,0.0229070660522274,1,1,1
"NCRN","GWMP",15,0.499792310871357,0.379763584993881,0.0204441041347626,0.474781513776079,0.41410737511281,0.0111111111111111,0.132521645021645,0.561696042053185,0.00578231292517009,0.9,0.9,0.7,0.555324789857063,0.421959538882089,0.0227156712608474,0.527535015306754,0.4601193056809,0.0123456790123457,0.189316635745207,0.802422917218836,0.00826044703595727,1,1,1
"NCRN","HAFE",18,0.496065259895485,0.392144967377242,0.0117897727272727,0.43130846129093,0.461548681566213,0.00714285714285716,0.127519841269841,0.658194444444444,0.114285714285714,0.9,0.9,0.9,0.551183622106095,0.435716630419158,0.0130997474747475,0.479231623656589,0.512831868406903,0.00793650793650796,0.141688712522046,0.731327160493827,0.126984126984127,1,1,1
"NCRN","MANA",13,0.41763431737613,0.464718623800341,0,0.407282913165266,0.475070028011205,0,0.481198929097092,0.401154012079379,0,0.882352941176471,0.882352941176471,0.882352941176471,0.47331889302628,0.52668110697372,0,0.461587301587302,0.538412698412698,0,0.545358786310038,0.454641213689962,0,1,1,1
"NCRN","MONO",20,0.495696625239377,0.170970041427289,0,0.475925925925926,0.190740740740741,0,0.572831097351221,0.145882352941177,0.0812865497076023,0.666666666666667,0.666666666666667,0.8,0.743544937859066,0.256455062140934,0,0.713888888888889,0.286111111111111,0,0.716038871689026,0.182352941176471,0.101608187134503,1,1,1
"NCRN","NACE",14,0.572965138833306,0.342168939352697,0.0431992551473301,0.532040784414506,0.375701126452405,0.0505914224664225,0.44769797481491,0.346990669873734,0.059478021978022,0.958333333333333,0.958333333333333,0.854166666666667,0.597876666608667,0.357045849759336,0.0450774836319967,0.555172992432528,0.392035958037292,0.05279104953018,0.524134214417456,0.406232979364372,0.0696328062181721,1,1,1
"NCRN","PRWI",12,0.792479138650147,0.200624309625715,0,0.768551999845677,0.224551448430185,0,0.434446997812339,0.358656450463523,0,0.993103448275862,0.993103448275862,0.793103448275862,0.797982466001884,0.202017533998116,0,0.773889166511272,0.226110833488728,0,0.547780997241645,0.452219002758355,0,1,1,1
"NCRN","ROCR",17,0.782270982783705,0.163939946702715,0.0537890705135794,0.752825618584983,0.207700697204491,0.0394736842105263,0.602451641925326,0.239653621232569,0,1,1,0.842105263157895,0.782270982783706,0.163939946702715,0.0537890705135794,0.752825618584983,0.207700697204491,0.0394736842105263,0.715411324786325,0.284588675213675,0,1,1,1
"NCRN","WOTR",16,0.868471418948737,0.131528581051263,0,0.867424242424242,0.132575757575758,0,0.564679385267621,0.435320614732379,0,1,1,1,0.868471418948737,0.131528581051263,0,0.867424242424242,0.132575757575758,0,0.564679385267621,0.435320614732379,0,1,1,1
"NETN","ACAD",39,0.860973881262923,0.0481170278279861,0,0.86557637712529,0.0435145319656189,0,0.777524880432622,0.131231804059356,0.000334224598930481,0.909090909090909,0.909090909090909,0.909090909090909,0.947071269389215,0.0529287306107847,0,0.952134014837819,0.0478659851621808,0,0.855277368475885,0.144354984465292,0.000367647058823529,1,1,1
"NETN","MABI",38,0.483725061315285,0.182941605351381,0,0.476148504273504,0.190518162393163,0,0.468428560012762,0.406632649032822,0.0416054576210826,0.666666666666667,0.666666666666667,0.916666666666667,0.725587591972928,0.274412408027072,0,0.714222756410256,0.285777243589744,0,0.511012974559377,0.443599253490351,0.0453877719502719,1,1,1
"NETN","MIMA",35,0.390584891756304,0.0587524041360662,0.10066270410763,0.386607142857143,0.0571428571428571,0.10625,0.664229459088794,0.138653961838105,0.0971165790731008,0.55,0.55,0.9,0.710154348647826,0.106822552974666,0.183023098377508,0.702922077922078,0.103896103896104,0.193181818181818,0.738032732320883,0.154059957597894,0.107907310081223,1,1,1
"NETN","MORR",30,0.214285714285714,0.0357142857142857,0,0.214285714285714,0.0357142857142857,0,0.382809191787491,0.389501242683781,0.0491181369573001,0.25,0.25,0.821428571428571,0.857142857142857,0.142857142857143,0,0.857142857142857,0.142857142857143,0,0.46602858130651,0.474175425875907,0.0597959928175827,1,1,1
"NETN","ROVA",34,0.548203280900134,0.115437553561935,0.0363591655379307,0.529375,0.11125,0.059375,0.569259608575431,0.284093773326589,0.12164661809798,0.7,0.7,0.975,0.783147544143049,0.164910790802764,0.0519416650541867,0.75625,0.158928571428571,0.0848214285714285,0.583856008795314,0.291378229052911,0.124765762151775,1,1,1
"NETN","SAGA",37,0.756984238775236,0.0481584550921296,0.00438111565644358,0.753968253968254,0.0507936507936508,0.00476190476190476,0.694497984378937,0.111057571176619,0.00396825396825397,0.80952380952381,0.80952380952381,0.80952380952381,0.935098177310586,0.0594898562902778,0.00541196639913619,0.931372549019608,0.0627450980392157,0.00588235294117647,0.857909274821039,0.137188764394647,0.00490196078431372,1,1,1
"NETN","SARA",36,0.25,0.242233803351049,0.195266196648951,0.25,0.246875,0.190625,0.34369261008233,0.523436635571021,0.101620754346649,0.6875,0.6875,0.96875,0.363636363636364,0.352340077601526,0.28402355876211,0.363636363636364,0.359090909090909,0.277272727272727,0.354779468472082,0.540321688331377,0.104898843196541,1,1,1
"NETN","WEFA",33,0.6,0,0,0.6,0,0,0.670814479638009,0.329185520361991,0,0.6,0.6,1,1,0,0,1,0,0,0.670814479638009,0.329185520361991,0,1,1,1
