"Plot_Name","Unit_Code","Year","Network","cycle","SapPlotNum","SapPlotSize","SeedPlotNum","SeedPlotSize","ShrubPlotNum","ShrubPlotSize","HPlotNum","HPlotSize","excludeEvent","DBI","stock_final"
"NERI-223","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,43
"NERI-225","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3,0.25
"NERI-225","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2,0.75
"NERI-225","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,2.75
"NERI-230","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,4,25
"NERI-230","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3,15.5
"NERI-230","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,31
"NERI-232","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3,0
"NERI-232","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,4,3.25
"NERI-232","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2,0.5
"NERI-233","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2,25
"NERI-233","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3,12.75
"NERI-233","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,13.5
"NERI-234","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3,0.25
"NERI-234","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3,0
"NERI-234","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2,0.75
"NERI-235","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3,18
"NERI-235","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2,18.75
"NERI-235","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2,14.5
"NERI-237","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2,13.5
"NERI-237","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2,15.5
"NERI-237","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,26.5
"NERI-240","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3,72.75
"NERI-240","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2,55.25
"NERI-240","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,43.75
"NERI-245","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA,0
"NERI-245","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,4,0
"NERI-245","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,0
"NERI-249","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA,3.25
"NERI-249","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2,2.5
"NERI-249","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,5.25
"NERI-252","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA,82
"NERI-252","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3,100.75
"NERI-252","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,113
"NERI-253","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3,18.25
"NERI-253","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3,27
"NERI-253","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2,34.75
"NERI-264","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA,43.5
"NERI-264","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,4,30.75
"NERI-264","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,18.25
"NERI-270","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA,139
"NERI-270","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3,110.25
"NERI-270","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,162.75
"NERI-274","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2,0.25
"NERI-274","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2,0.25
"NERI-274","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2,1
"NERI-276","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3,13.25
"NERI-276","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2,13.25
"NERI-276","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2,13
"NERI-287","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA,0
"NERI-287","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,4,1.25
"NERI-287","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,0.5
"NERI-288","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA,26.25
"NERI-288","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,4,54.75
"NERI-288","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,30.75
"NERI-289","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA,2.25
"NERI-289","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2,11
"NERI-289","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,1.5
"NERI-291","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA,65.25
"NERI-291","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2,34.75
"NERI-291","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,35.75
"NERI-294","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA,21.5
"NERI-294","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2,15.25
"NERI-294","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2,6.75
"NERI-299","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2,157.75
"NERI-299","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3,127
"NERI-299","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,54
"NERI-301","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3,26
"NERI-301","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2,26.25
"NERI-301","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,1.75
"NERI-303","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA,13
"NERI-303","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3,26
"NERI-303","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2,41.5
"NERI-317","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3,45.5
"NERI-317","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,44.25
"NERI-378","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3,38.5
"NERI-378","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3,38
"APCO-177","APCO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,6.28318530717959
"APCO-265","APCO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,59.2683438951028
"APCO-187","APCO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,2.0943951023932
"APCO-263","APCO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,185.401010809765
"APCO-184","APCO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,5.23598775598299
"APCO-010","APCO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,347.919995750227
"APCO-009","APCO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,4,37.0427149344393
"APCO-102","APCO",2008,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,NA,0
"APCO-009","APCO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,38.0899124856358
"APCO-107","APCO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,63.4571340998892
"APCO-266","APCO",2010,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,2.0943951023932
"APCO-187","APCO",2009,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,4,12.5663706143592
"APCO-101","APCO",2008,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,NA,96.0765784440071
"APCO-100","APCO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,28.2743338823081
"APCO-098","APCO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,15.8642835249723
"APCO-011","APCO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,17.9586786273655
"APCO-268","APCO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,58.6430628670095
"APCO-004","APCO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,2,482.070558312448
"APCO-107","APCO",2008,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,NA,68.7712819843838
"APCO-262","APCO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,23.2728265118601
"APCO-268","APCO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,6.28318530717959
"APCO-265","APCO",2010,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,81.4939728557664
"APCO-108","APCO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,19.974913601247
"APCO-264","APCO",2010,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,146.420221029955
"APCO-012","APCO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,102.594244136722
"APCO-012","APCO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,132.228416084273
"APCO-176","APCO",2009,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,77.8052593025949
"APCO-265","APCO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,48.6400481261135
"APCO-183","APCO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,29.5560118190397
"APCO-183","APCO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,7.33038285837618
"APCO-178","APCO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,98.4054539319353
"APCO-071","APCO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,92.8568256619056
"APCO-102","APCO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,7.33038285837618
"APCO-267","APCO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,14.8170859737757
"APCO-098","APCO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,0
"APCO-099","APCO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,4.18879020478639
"APCO-010","APCO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,366.613231414743
"APCO-099","APCO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,3.14159265358979
"APCO-179","APCO",2009,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,398.498118721711
"APCO-266","APCO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,0
"APCO-262","APCO",2010,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,44.4512579213271
"APCO-264","APCO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,107.439431250146
"APCO-264","APCO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,172.365679424335
"APCO-012","APCO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,52.9069984594115
"APCO-177","APCO",2009,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,5,10.471975511966
"APCO-098","APCO",2008,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,NA,55.5796303419313
"APCO-267","APCO",2010,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,64.2698512655508
"APCO-107","APCO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,34.8701597035344
"APCO-178","APCO",2009,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,386.431824758966
"APCO-101","APCO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,173.725517489579
"APCO-011","APCO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,20.0530737297587
"APCO-184","APCO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,5.23598775598299
"APCO-004","APCO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,151.656208785938
"APCO-176","APCO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,53.4852352395382
"APCO-009","APCO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,39.1371100368324
"APCO-007","APCO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,24.3200240630567
"APCO-099","APCO",2008,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,NA,0
"APCO-178","APCO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,197.623625029532
"APCO-004","APCO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,425.209250033785
"APCO-179","APCO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,121.600120315284
"APCO-007","APCO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,45.4984554725237
"APCO-266","APCO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,0
"APCO-268","APCO",2010,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,5.23598775598299
"APCO-176","APCO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,61.7846555205993
"APCO-179","APCO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,226.288759554399
"APCO-177","APCO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,10.471975511966
"APCO-108","APCO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,23.1946663833485
"APCO-102","APCO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,2.0943951023932
"APCO-108","APCO",2008,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,NA,34.8701597035344
"APCO-184","APCO",2009,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,4,2.0943951023932
"APCO-010","APCO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,188.855243977401
"APCO-071","APCO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,316.222544580828
"APCO-071","APCO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,2,396.700435765942
"APCO-262","APCO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,8.45574053808445
"APCO-267","APCO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,15.8642835249723
"APCO-263","APCO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,245.013111099459
"APCO-263","APCO",2010,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,215.847899922978
"APCO-100","APCO",2008,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,NA,0
"APCO-007","APCO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,58.1429862153945
"APCO-011","APCO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,36.9645548059276
"APCO-100","APCO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,12.6445307428708
"APCO-187","APCO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,1.0471975511966
"APCO-183","APCO",2009,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,40.184307588029
"APCO-101","APCO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,228.336110408825
"BOWA-094","BOWA",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,14.738925845264
"BOWA-182","BOWA",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,3.14159265358979
"BOWA-095","BOWA",2008,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,NA,156.501395899363
"BOWA-181","BOWA",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,10.5501356404776
"BOWA-260","BOWA",2010,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,394.449720406526
"BOWA-094","BOWA",2008,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,NA,19.0058761785621
"BOWA-005","BOWA",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,16.7551608191456
"BOWA-006","BOWA",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,2,78.6961365967682
"BOWA-181","BOWA",2009,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,4,10.5501356404776
"BOWA-095","BOWA",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,104.141518339533
"BOWA-006","BOWA",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,50.3436425859484
"BOWA-260","BOWA",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,390.104609944716
"BOWA-182","BOWA",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,4.18879020478639
"BOWA-182","BOWA",2009,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,4,4.18879020478639
"BOWA-181","BOWA",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,15.7861233964606
"BOWA-260","BOWA",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,277.819991581145
"BOWA-005","BOWA",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,40.8407044966673
"BOWA-261","BOWA",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,101.812642851605
"BOWA-094","BOWA",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,11.5973331916742
"BOWA-261","BOWA",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,48.4837278690902
"BOWA-005","BOWA",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,31.4159265358979
"BOWA-095","BOWA",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,91.575147725174
"BOWA-006","BOWA",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,33.6666418953145
"BOWA-261","BOWA",2010,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3,51.5471603941683
"COLO-370","COLO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,0
"COLO-336","COLO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,102.938000531313
"COLO-371","COLO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,0
"COLO-337","COLO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,0
"COLO-371","COLO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,0
"COLO-345","COLO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,17.8805184988538
"COLO-367","COLO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,0
"COLO-353","COLO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,50.2654824574367
"COLO-365","COLO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,1.0471975511966
"COLO-349","COLO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-377","COLO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,1.0471975511966
"COLO-337","COLO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,4,2.0943951023932
"COLO-331","COLO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-344","COLO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,9.50293808928105
"COLO-364","COLO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,69.1931985074871
"COLO-348","COLO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-357","COLO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,10.5501356404776
"COLO-335","COLO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,1.0471975511966
"COLO-344","COLO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,2,8.45574053808445
"COLO-379","COLO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,151.109087886357
"COLO-350","COLO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,0
"COLO-345","COLO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,8.45574053808445
"COLO-358","COLO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,1.0471975511966
"COLO-351","COLO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,178.023583703422
"COLO-375","COLO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,53.9541960106082
"COLO-357","COLO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,9.50293808928105
"COLO-372","COLO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,1.0471975511966
"COLO-373","COLO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,0
"COLO-365","COLO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,9.42477796076938
"COLO-379","COLO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,82.0722096358929
"COLO-361","COLO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,0
"COLO-359","COLO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,4.18879020478639
"COLO-333","COLO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-370","COLO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,0
"COLO-350","COLO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,1.0471975511966
"COLO-332","COLO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,8.45574053808445
"COLO-364","COLO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,70.3185561871954
"COLO-377","COLO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-339","COLO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,8.45574053808445
"COLO-341","COLO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,5,4.18879020478639
"COLO-363","COLO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,322.818370402054
"COLO-378","COLO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-335","COLO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-334","COLO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-347","COLO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,3.14159265358979
"COLO-333","COLO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-335","COLO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-360","COLO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,8.45574053808445
"COLO-342","COLO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-355","COLO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-368","COLO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,1.0471975511966
"COLO-354","COLO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,221.505804202064
"COLO-336","COLO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,4,120.162122121529
"COLO-372","COLO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,1.0471975511966
"COLO-336","COLO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,165.113456694471
"COLO-346","COLO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,2.0943951023932
"COLO-380","COLO",2018,"MIDN",3,0,28.27,0,1,3,28.27,0,1,1,NA,NA
"COLO-358","COLO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,0
"COLO-361","COLO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,0
"COLO-353","COLO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,98.5147299409919
"COLO-366","COLO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,25.1327412287183
"COLO-376","COLO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,0
"COLO-340","COLO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4,0
"COLO-341","COLO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-374","COLO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,34.7919995750227
"COLO-332","COLO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,8.45574053808445
"COLO-375","COLO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3,7.40854298688785
"COLO-341","COLO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-334","COLO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,2.0943951023932
"COLO-339","COLO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,2,7.40854298688785
"COLO-362","COLO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3,0
"COLO-351","COLO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5,60.7374579694027
"COLO-359","COLO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,16.7551608191456
"COLO-332","COLO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,5,7.40854298688785
"COLO-331","COLO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-337","COLO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-368","COLO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4,0
"COLO-340","COLO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5,0
"COLO-342","COLO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,2,0
