"Plot_Name","Unit_Code","Year","Network","cycle","SapPlotNum","SapPlotSize","SeedPlotNum","SeedPlotSize","ShrubPlotNum","ShrubPlotSize","HPlotNum","HPlotSize","excludeEvent","DBI"
"NERI-062","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-062","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-064","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-064","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-064","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-065","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-065","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-065","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-070","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-070","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-070","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-071","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-071","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-071","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-072","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-072","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-072","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-075","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-075","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-075","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-078","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-078","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-078","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-081","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-081","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-081","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-086","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-086","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-086","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-089","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-089","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-089","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-091","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-091","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-091","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-097","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-097","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-097","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-100","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-100","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-100","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-103","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-103","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-103","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-106","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-106","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-106","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-109","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-109","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-109","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-110","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-110","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-110","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-111","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-111","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-111","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-117","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-117","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-117","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-118","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-118","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-118","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-121","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-122","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-122","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-122","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-129","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-129","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-129","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-131","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-131","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,4
"NERI-131","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-133","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-133","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-133","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-134","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-134","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-134","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-135","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-135","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-135","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-136","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-136","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-136","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-140","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-140","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-140","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-142","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-142","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-142","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-148","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,4
"NERI-148","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-148","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-155","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-155","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-155","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-157","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-157","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-157","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,4
"NERI-159","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-159","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,4
"NERI-159","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-162","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-162","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-162","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-165","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-165","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-165","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-171","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-171","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-171","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-174","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-174","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,4
"NERI-174","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-179","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-179","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-179","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-180","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-180","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-180","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-181","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-181","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-181","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-182","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-182","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-182","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-183","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-183","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-183","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-184","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-184","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-184","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-190","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-190","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-190","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-193","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-193","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-193","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-194","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-194","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-194","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-198","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-198","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-198","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-203","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-203","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-203","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-205","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-205","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-205","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-211","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,4
"NERI-211","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-211","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,4
"NERI-212","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-213","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-215","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-215","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-215","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,4
"NERI-216","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-216","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-216","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-218","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-218","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-218","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-223","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-223","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-223","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-225","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-225","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-225","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-230","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,4
"NERI-230","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-230","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-232","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-232","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,4
"NERI-232","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-233","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-233","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-233","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-234","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-234","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-234","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-235","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-235","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-235","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-237","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-237","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-237","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-240","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-240","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-240","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-245","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-245","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,4
"NERI-245","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-249","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-249","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-249","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-252","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-252","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-252","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-253","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-253","NERI",2015,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-253","NERI",2019,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-264","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-264","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,4
"NERI-264","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-270","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-270","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-270","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-274","NERI",2010,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-274","NERI",2014,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-274","NERI",2018,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-276","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-276","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-276","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-287","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-287","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,4
"NERI-287","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-288","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-288","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,4
"NERI-288","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-289","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-289","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-289","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-291","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-291","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-291","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-294","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-294","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-294","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-299","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-299","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-299","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-301","NERI",2009,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-301","NERI",2013,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-301","NERI",2017,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-303","NERI",2008,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,NA
"NERI-303","NERI",2012,"ERMN",2,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-303","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,2
"NERI-317","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-317","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-378","NERI",2011,"ERMN",1,4,12.57,4,12.57,4,12.57,12,1,0,3
"NERI-378","NERI",2016,"ERMN",3,4,12.57,4,12.57,4,12.57,12,1,0,3
"APCO-177","APCO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-265","APCO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5
"APCO-187","APCO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,5
"APCO-263","APCO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-184","APCO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-010","APCO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-009","APCO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-102","APCO",2008,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,NA
"APCO-009","APCO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,5
"APCO-107","APCO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-266","APCO",2010,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-187","APCO",2009,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-101","APCO",2008,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,NA
"APCO-100","APCO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-098","APCO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-011","APCO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-268","APCO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-004","APCO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,2
"APCO-107","APCO",2008,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,NA
"APCO-262","APCO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-268","APCO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-265","APCO",2010,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-108","APCO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-264","APCO",2010,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-012","APCO",2015,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-012","APCO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-176","APCO",2009,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-265","APCO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-183","APCO",2013,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-183","APCO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-178","APCO",2017,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-071","APCO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-102","APCO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-267","APCO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-098","APCO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-099","APCO",2012,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-010","APCO",2011,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-099","APCO",2016,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-179","APCO",2009,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-266","APCO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-262","APCO",2010,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-264","APCO",2018,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-264","APCO",2014,"MIDN",2,3,28.27,12,1,3,28.27,12,1,0,4
"APCO-012","APCO",2019,"MIDN",3,3,28.27,12,1,3,28.27,12,1,0,3
"APCO-177","APCO",2009,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,5
"APCO-098","APCO",2008,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,NA
"APCO-267","APCO",2010,"MIDN",1,3,28.27,12,1,3,28.27,12,1,0,3
