"Plot_Name","Network","Unit_Code","cycle","excludeEvent","SapPlotNum","SeedPlotNum","Sor_sap","Hor_sap","Sor_seed","Hor_seed"
"NERI-216","ERMN","NERI",1,0,4,4,0.153846153846154,0.792553191489362,0.142857142857143,0.925308819304797
"NERI-216","ERMN","NERI",2,0,4,4,0.142857142857143,0.757346993798868,0.421052631578947,0.826232037932194
"NERI-216","ERMN","NERI",3,0,4,4,0.142857142857143,0.695609756097561,0.421052631578947,0.892242642441495
"NERI-218","ERMN","NERI",1,0,4,4,0.333333333333333,0.815879141179851,0.454545454545455,0.444943689939559
"NERI-218","ERMN","NERI",2,0,4,4,0.125,0.973255718811002,0.454545454545455,0.482623806678143
"NERI-218","ERMN","NERI",3,0,4,4,0.235294117647059,0.937403576215888,0.5,0.648047229791099
"NERI-223","ERMN","NERI",1,0,4,4,0.142857142857143,0.922823218997361,0.5,0.48989341471786
"NERI-223","ERMN","NERI",2,0,4,4,0.142857142857143,0.919354838709677,0.555555555555556,0.427132514951212
"NERI-223","ERMN","NERI",3,0,4,4,0.166666666666667,0.895124195032199,0.444444444444444,0.639372075315478
"NERI-225","ERMN","NERI",1,0,4,4,0,0,0.142857142857143,0.846248462484625
"NERI-225","ERMN","NERI",2,0,4,4,0,0,0.375,0.736221481671366
"NERI-225","ERMN","NERI",3,0,4,4,0,0,0.526315789473684,0.451033899607964
"NERI-230","ERMN","NERI",1,0,4,4,0,1,0.19047619047619,0.970676736235079
"NERI-230","ERMN","NERI",2,0,4,4,0,1,0.117647058823529,0.994430104115594
"NERI-230","ERMN","NERI",3,0,4,4,0,1,0.347826086956522,0.988983206547259
"NERI-232","ERMN","NERI",1,0,4,4,0,0,0.2,0.925522252497729
"NERI-232","ERMN","NERI",2,0,4,4,0,0,0.470588235294118,0.901308514559528
"NERI-232","ERMN","NERI",3,0,4,4,0,0,0.2,0.981562543114801
"NERI-233","ERMN","NERI",1,0,4,4,0.285714285714286,0.950413223140496,0,1
"NERI-233","ERMN","NERI",2,0,4,4,0.307692307692308,0.677914110429448,0.166666666666667,0.999199618866127
"NERI-233","ERMN","NERI",3,0,4,4,0.181818181818182,0.980690679539547,0.285714285714286,0.995135298005521
"NERI-234","ERMN","NERI",1,0,4,4,0,0,0,1
"NERI-234","ERMN","NERI",2,0,4,4,0,0,0,0
"NERI-234","ERMN","NERI",3,0,4,4,0,0,0.222222222222222,0.857369255150555
"NERI-235","ERMN","NERI",1,0,4,4,0.2,0.77299880525687,0.285714285714286,0.986098750927747
"NERI-235","ERMN","NERI",2,0,4,4,0.2,0.759358288770054,0.4,0.959782853485368
"NERI-235","ERMN","NERI",3,0,4,4,0.181818181818182,0.842431063590321,0.4,0.942896102964044
"NERI-237","ERMN","NERI",1,0,4,4,0.181818181818182,0.23154701718908,0.181818181818182,0.961165048543689
"NERI-237","ERMN","NERI",2,0,4,4,0.181818181818182,0.197520795954983,0.285714285714286,0.949885692297245
"NERI-237","ERMN","NERI",3,0,4,4,0.222222222222222,0.138335287221571,0.533333333333333,0.290509612450412
"NERI-240","ERMN","NERI",1,0,4,4,0.375,0.798281658573029,0.4,0.7739336492891
"NERI-240","ERMN","NERI",2,0,4,4,0.375,0.788457553360503,0.4,0.834296724470135
"NERI-240","ERMN","NERI",3,0,4,4,0.4,0.808583007671154,0.4,0.791143908703758
"NERI-245","ERMN","NERI",1,0,4,4,0.307692307692308,0.393419170243205,0,0
"NERI-245","ERMN","NERI",2,0,4,4,0.307692307692308,0.373271889400922,0,0
"NERI-245","ERMN","NERI",3,0,4,4,0.307692307692308,0.37995337995338,0,0
"NERI-249","ERMN","NERI",1,0,4,4,0.4,0.832835820895522,0.363636363636364,0.883423427085027
"NERI-249","ERMN","NERI",2,0,4,4,0.25,0.512011304757419,0.4,0.930842507162871
"NERI-249","ERMN","NERI",3,0,4,4,0.25,0.787162162162162,0.461538461538462,0.882967076760427
"NERI-252","ERMN","NERI",1,0,4,4,0.285714285714286,0.833388139866272,0.5,0.611804767309875
"NERI-252","ERMN","NERI",2,0,4,4,0.125,0.836658264314008,0.608695652173913,0.605909933265147
"NERI-252","ERMN","NERI",3,0,4,4,0,1,0.521739130434783,0.676970769042156
"NERI-253","ERMN","NERI",1,0,4,4,0.333333333333333,0.687301385534511,0.666666666666667,0.243766986283193
"NERI-253","ERMN","NERI",2,0,4,4,0.333333333333333,0.845324584016874,0.666666666666667,0.401925539729696
"NERI-253","ERMN","NERI",3,0,4,4,0.5,0.280503283483251,0.666666666666667,0.546617982078099
"NERI-264","ERMN","NERI",1,0,4,4,0.545454545454545,0.386481802426343,0.166666666666667,0.988679245283019
"NERI-264","ERMN","NERI",2,0,4,4,0.727272727272727,0.371288857841425,0.181818181818182,0.983639338302127
"NERI-264","ERMN","NERI",3,0,4,4,0.727272727272727,0.497074067881625,0.333333333333333,0.978148004649361
"NERI-270","ERMN","NERI",1,0,4,4,0.2,0.97203007518797,0.333333333333333,0.705863371409614
"NERI-270","ERMN","NERI",2,0,4,4,0.2,0.975367067103507,0.285714285714286,0.82851871549165
"NERI-270","ERMN","NERI",3,0,4,4,0.222222222222222,0.974921630094044,0.363636363636364,0.701204425086396
"NERI-274","ERMN","NERI",1,0,4,4,0,0,0.25,0.630769230769231
"NERI-274","ERMN","NERI",2,0,4,4,0,0,0.25,0.613636363636364
"NERI-274","ERMN","NERI",3,0,4,4,0,0,0.222222222222222,0.622132253711201
"NERI-276","ERMN","NERI",1,0,4,4,0.307692307692308,0.445390070921986,0.166666666666667,0.925445705024311
"NERI-276","ERMN","NERI",2,0,4,4,0.307692307692308,0.620512820512821,0.285714285714286,0.844857923701846
"NERI-276","ERMN","NERI",3,0,4,4,0.2,0.827586206896552,0.181818181818182,0.982293050022134
"NERI-287","ERMN","NERI",1,0,4,4,0.166666666666667,0.461480927449514,0.166666666666667,0.820493642483171
"NERI-287","ERMN","NERI",2,0,4,4,0.166666666666667,0.430689399555226,0.307692307692308,0.794361255049166
"NERI-287","ERMN","NERI",3,0,4,4,0.2,0.437030859049208,0.2,0.812343619683069
"NERI-288","ERMN","NERI",1,0,4,4,0.266666666666667,0.691011235955056,0.133333333333333,0.918777799265132
"NERI-288","ERMN","NERI",2,0,4,4,0.285714285714286,0.64526492013936,0.285714285714286,0.938988510239788
"NERI-288","ERMN","NERI",3,0,4,4,0.266666666666667,0.617748973305955,0.428571428571429,0.69604655142906
"NERI-289","ERMN","NERI",1,0,4,4,0.266666666666667,0.422680412371134,0.375,0.543478260869565
"NERI-289","ERMN","NERI",2,0,4,4,0.285714285714286,0.364443526739624,0.444444444444444,0.464267015149645
"NERI-289","ERMN","NERI",3,0,4,4,0.285714285714286,0.31229335737902,0.4,0.590320765334834
"NERI-291","ERMN","NERI",1,0,4,4,0.315789473684211,0.652439024390244,0.333333333333333,0.875565610859729
"NERI-291","ERMN","NERI",2,0,4,4,0.125,0.878686964795433,0.444444444444444,0.871596477653734
"NERI-291","ERMN","NERI",3,0,4,4,0.266666666666667,0.854922279792746,0.357142857142857,0.924609827692419
"NERI-294","ERMN","NERI",1,0,4,4,0.5,0.370068470818389,0.428571428571429,0.594253194104463
"NERI-294","ERMN","NERI",2,0,4,4,0.5,0.297515603965243,0.307692307692308,0.81951061765657
"NERI-294","ERMN","NERI",3,0,4,4,0.666666666666667,0.172033118675253,0.222222222222222,0.954514056623792
"NERI-299","ERMN","NERI",1,0,4,4,0.588235294117647,0.681919869839333,0.476190476190476,0.704446157800051
"NERI-299","ERMN","NERI",2,0,4,4,0.5,0.646566606663431,0.266666666666667,0.852747006825557
"NERI-299","ERMN","NERI",3,0,4,4,0.5,0.70975882510119,0.285714285714286,0.823795180722892
"NERI-301","ERMN","NERI",1,0,4,4,0.5,0.507164480322906,0.333333333333333,0.751362003013794
"NERI-301","ERMN","NERI",2,0,4,4,0.5,0.491408934707904,0.333333333333333,0.782159624413146
"NERI-301","ERMN","NERI",3,0,4,4,0.2,0.566433566433566,0.285714285714286,0.480508939867752
"NERI-303","ERMN","NERI",1,0,4,4,0.235294117647059,0.822817631806396,0.125,0.522515527950311
"NERI-303","ERMN","NERI",2,0,4,4,0.333333333333333,0.535168195718654,0.111111111111111,0.66996699669967
"NERI-303","ERMN","NERI",3,0,4,4,0.25,0.550236717517096,0.421052631578947,0.801319176319176
"NERI-317","ERMN","NERI",1,0,4,4,0.4,0.472055533245367,0.608695652173913,0.555262106852946
"NERI-317","ERMN","NERI",3,0,4,4,0.428571428571429,0.622132253711201,0.3,0.782882620916933
"NERI-378","ERMN","NERI",1,0,4,4,0.266666666666667,0.633326058056707,0.333333333333333,0.96800651000828
"NERI-378","ERMN","NERI",3,0,4,4,0.166666666666667,0.484364871122087,0.125,0.98944881690817
"APCO-177","MIDN","APCO",3,0,3,12,0.25,0.847575057736721,0.222222222222222,0.967150170648464
"APCO-265","MIDN","APCO",2,0,3,12,0.153846153846154,0.682170231550223,0,1
"APCO-187","MIDN","APCO",3,0,3,12,0.333333333333333,0.894375495114867,0.333333333333333,0.92548435171386
"APCO-263","MIDN","APCO",3,0,3,12,0.533333333333333,0.683939552152222,0.142857142857143,0.859812043824638
"APCO-184","MIDN","APCO",3,0,3,12,0.5,0.905610292321472,0.181818181818182,0.984797337173343
"APCO-010","MIDN","APCO",2,0,3,12,0.526315789473684,0.64760318341662,0.4,0.536977491961415
"APCO-009","MIDN","APCO",1,0,3,12,0.5,0.825595478401292,0,0
"APCO-102","MIDN","APCO",1,0,3,12,0.5,0.345165464965798,0.25,0.637362637362637
"APCO-009","MIDN","APCO",2,0,3,12,0.470588235294118,0.830854337631887,0.181818181818182,0.964944649446494
"APCO-107","MIDN","APCO",2,0,3,12,0.133333333333333,0.818379493983452,0,1
"APCO-266","MIDN","APCO",1,0,3,12,0,1,0.666666666666667,0.211267605633803
"APCO-187","MIDN","APCO",1,0,3,12,0.333333333333333,0.907403711833965,0.307692307692308,0.844540489831474
"APCO-101","MIDN","APCO",1,0,3,12,0.470588235294118,0.684210526315789,0.526315789473684,0.604301021849762
"APCO-100","MIDN","APCO",2,0,3,12,0.666666666666667,0.759615384615385,0.333333333333333,0.923273657289003
"APCO-098","MIDN","APCO",2,0,3,12,0.6,0.480294802172227,0,1
"APCO-011","MIDN","APCO",3,0,3,12,0.5,0.419471320772187,0.142857142857143,0.51673640167364
"APCO-268","MIDN","APCO",3,0,3,12,0,0,0.4,0.707100591715976
"APCO-004","MIDN","APCO",1,0,3,12,0.461538461538462,0.656360962662745,0.5,0.580742556498864
"APCO-107","MIDN","APCO",1,0,3,12,0.235294117647059,0.72507362745321,0,1
"APCO-262","MIDN","APCO",2,0,3,12,0.555555555555556,0.769645666342048,0.153846153846154,0.954402224281742
"APCO-268","MIDN","APCO",2,0,3,12,0,0,0.461538461538462,0.682441942294159
"APCO-265","MIDN","APCO",1,0,3,12,0.153846153846154,0.756683644871201,0,0
"APCO-108","MIDN","APCO",3,0,3,12,0,1,0.25,0.780603340812765
"APCO-264","MIDN","APCO",1,0,3,12,0.375,0.775444432893232,0.235294117647059,0.902896225618509
"APCO-012","MIDN","APCO",2,0,3,12,0.636363636363636,0.565719081086751,0.142857142857143,0.908045977011494
"APCO-012","MIDN","APCO",1,0,3,12,0.545454545454545,0.416141092568539,0.307692307692308,0.702321606608745
"APCO-176","MIDN","APCO",1,0,3,12,0.363636363636364,0.603053435114504,0.333333333333333,0.88852579017542
"APCO-265","MIDN","APCO",3,0,3,12,0.153846153846154,0.990898058252427,0,1
"APCO-183","MIDN","APCO",2,0,3,12,0.444444444444444,0.10688901038819,0.444444444444444,0.617602427921093
"APCO-183","MIDN","APCO",3,0,3,12,0.444444444444444,0.1,0.181818181818182,0.951839464882943
"APCO-178","MIDN","APCO",3,0,3,12,0.48,0.690420518199631,0.142857142857143,0.93006993006993
"APCO-071","MIDN","APCO",3,0,3,12,0.615384615384615,0.489734236581553,0.153846153846154,0.435533980582524
"APCO-102","MIDN","APCO",2,0,3,12,0.545454545454545,0.33540648600622,0.4,0.798442510306917
"APCO-267","MIDN","APCO",3,0,3,12,0.444444444444444,0.243319774366811,0,0
"APCO-098","MIDN","APCO",3,0,3,12,0.666666666666667,0.505864736710756,0,0
"APCO-099","MIDN","APCO",2,0,3,12,0,1,0,1
"APCO-010","MIDN","APCO",1,0,3,12,0.421052631578947,0.504077559869912,0.5,0.283468877072255
"APCO-099","MIDN","APCO",3,0,3,12,0,1,0.363636363636364,0.920127795527157
"APCO-179","MIDN","APCO",1,0,3,12,0.521739130434783,0.315525654492029,0.285714285714286,0.845575866322754
"APCO-266","MIDN","APCO",3,0,3,12,0.4,0.75,0.285714285714286,0.913793103448276
"APCO-262","MIDN","APCO",1,0,3,12,0.476190476190476,0.787318361955086,0.166666666666667,0.835294117647059
"APCO-264","MIDN","APCO",3,0,3,12,0.375,0.877551020408163,0.2,0.98239177382939
"APCO-264","MIDN","APCO",2,0,3,12,0.352941176470588,0.879329608938548,0.352941176470588,0.953037171350861
"APCO-012","MIDN","APCO",3,0,3,12,0.695652173913043,0.564021995286724,0,1
"APCO-177","MIDN","APCO",1,0,3,12,0.333333333333333,0.84375,0,1
"APCO-098","MIDN","APCO",1,0,3,12,0.615384615384615,0.393943418780715,0,1
"APCO-267","MIDN","APCO",1,0,3,12,0.352941176470588,0.54673330953231,0.181818181818182,0.582324455205811
"APCO-107","MIDN","APCO",3,0,3,12,0.285714285714286,0.918063900275142,0,1
"APCO-178","MIDN","APCO",1,0,3,12,0.461538461538462,0.529114988438091,0.571428571428571,0.650273224043716
"APCO-101","MIDN","APCO",3,0,3,12,0.5,0.613456156716418,0.352941176470588,0.637175009701203
"APCO-011","MIDN","APCO",2,0,3,12,0.533333333333333,0.445178335535007,0.285714285714286,0.908163265306122
"APCO-184","MIDN","APCO",2,0,3,12,0.5,0.886664131907442,0.2,0.965204590317508
"APCO-004","MIDN","APCO",3,0,3,12,0.615384615384615,0.627193333867479,0.307692307692308,0.471492632927611
"APCO-176","MIDN","APCO",2,0,3,12,0.2,0.842381786339755,0.533333333333333,0.736842105263158
"APCO-009","MIDN","APCO",3,0,3,12,0.428571428571429,0.841347946022516,0,1
"APCO-007","MIDN","APCO",3,0,3,12,0.428571428571429,0.870205507945753,0,1
"APCO-099","MIDN","APCO",1,0,3,12,0,1,0,1
"APCO-178","MIDN","APCO",2,0,3,12,0.482758620689655,0.567741788008321,0.4,0.855453350854139
"APCO-004","MIDN","APCO",2,0,3,12,0.615384615384615,0.623563613056815,0.5,0.634727191413238
"APCO-179","MIDN","APCO",3,0,3,12,0.7,0.260631443298969,0.166666666666667,0.913978494623656
"APCO-007","MIDN","APCO",1,0,3,12,0.285714285714286,0.889665848890755,0.181818181818182,0.902912621359223
"APCO-266","MIDN","APCO",2,0,3,12,0.4,0.80952380952381,0.333333333333333,0.808
"APCO-268","MIDN","APCO",1,0,3,12,0.5,0.283372365339578,0.545454545454545,0.412586655112652
"APCO-176","MIDN","APCO",3,0,3,12,0.2,0.703872437357631,0.375,0.802861685214626
"APCO-179","MIDN","APCO",2,0,3,12,0.545454545454545,0.29150526059387,0.285714285714286,0.909868969173673
"APCO-177","MIDN","APCO",2,0,3,12,0.25,0.847575057736721,0.4,0.958333333333333
"APCO-108","MIDN","APCO",2,0,3,12,0,1,0.285714285714286,0.616
"APCO-102","MIDN","APCO",3,0,3,12,0.545454545454545,0.238386428641878,0.363636363636364,0.890339425587467
"APCO-108","MIDN","APCO",1,0,3,12,0,1,0.333333333333333,0.680851063829787
"APCO-184","MIDN","APCO",1,0,3,12,0.666666666666667,0.665262834427902,0,1
"APCO-010","MIDN","APCO",3,0,3,12,0.526315789473684,0.712907117008444,0.125,0.893371414970844
"APCO-071","MIDN","APCO",2,0,3,12,0.5,0.536921454381991,0.380952380952381,0.356687963409256
"APCO-071","MIDN","APCO",1,0,3,12,0.470588235294118,0.594147582697201,0.454545454545455,0.296898324763642
"APCO-262","MIDN","APCO",3,0,3,12,0.285714285714286,0.871139639094102,0.333333333333333,0.761006289308176
"APCO-267","MIDN","APCO",2,0,3,12,0.421052631578947,0.417539152765846,0.181818181818182,0.957070707070707
"APCO-263","MIDN","APCO",2,0,3,12,0.571428571428571,0.662170447578173,0.4,0.723920992543152
"APCO-263","MIDN","APCO",1,0,3,12,0.666666666666667,0.513984410820724,0.777777777777778,0.585741811175337
"APCO-100","MIDN","APCO",1,0,3,12,0.666666666666667,0.822033898305085,0,0
"APCO-007","MIDN","APCO",2,0,3,12,0.266666666666667,0.875424279627356,0.153846153846154,0.912621359223301
"APCO-011","MIDN","APCO",1,0,3,12,0.5,0.4679186228482,0.285714285714286,0.840069787728991
"APCO-100","MIDN","APCO",3,0,3,12,0.4,0.897810218978102,0.571428571428571,0.584158415841584
"APCO-187","MIDN","APCO",2,0,3,12,0.333333333333333,0.896228681239491,0,1
"APCO-183","MIDN","APCO",1,0,3,12,0.6,0.0862163646348161,0.25,0.870967741935484
"APCO-101","MIDN","APCO",2,0,3,12,0.470588235294118,0.617279438637527,0.25,0.67269870949289
"BOWA-094","MIDN","BOWA",3,0,3,12,0.705882352941177,0.536215287718294,0.421052631578947,0.683756588404408
"BOWA-182","MIDN","BOWA",3,0,3,12,0.4,0.776055124892334,0,1
"BOWA-095","MIDN","BOWA",1,0,3,12,0.3,0.80148214686728,0.125,0.92619926199262
"BOWA-181","MIDN","BOWA",3,0,3,12,0.6,0.273838630806846,0.5,0.384615384615385
"BOWA-260","MIDN","BOWA",1,0,3,12,0,1,0.5,0.660338267977549
"BOWA-094","MIDN","BOWA",1,0,3,12,0.533333333333333,0.418177437812444,0.571428571428571,0.833658592584089
"BOWA-005","MIDN","BOWA",1,0,3,12,0.5,0.326086956521739,0.153846153846154,0.8414585810543
"BOWA-006","MIDN","BOWA",1,0,3,12,0.545454545454545,0.828954723309111,0.333333333333333,0.960798093711224
"BOWA-181","MIDN","BOWA",1,0,3,12,0.5,0.575757575757576,0.181818181818182,0.69473046638401
"BOWA-095","MIDN","BOWA",2,0,3,12,0.380952380952381,0.888888888888889,0.210526315789474,0.909820734551108
"BOWA-006","MIDN","BOWA",3,0,3,12,0.727272727272727,0.425960706522886,0.222222222222222,0.948042566987265
"BOWA-260","MIDN","BOWA",2,0,3,12,0.2,0.986100103639578,0.285714285714286,0.697269084936217
"BOWA-182","MIDN","BOWA",2,0,3,12,0.4,0.716404886561955,0,1
"BOWA-182","MIDN","BOWA",1,0,3,12,0.5,0.818809318377912,0,1
"BOWA-181","MIDN","BOWA",2,0,3,12,0.5,0.353846153846154,0.153846153846154,0.493820161015988
"BOWA-260","MIDN","BOWA",3,0,3,12,0.2,0.982047028978437,0.285714285714286,0.75868717212931
"BOWA-005","MIDN","BOWA",2,0,3,12,0.333333333333333,0.407815422988984,0.4,0.876695944231675
"BOWA-261","MIDN","BOWA",2,0,3,12,0.444444444444444,0.717990275526742,0.315789473684211,0.935851210446452
"BOWA-094","MIDN","BOWA",2,0,3,12,0.625,0.356833642547928,0.285714285714286,0.627240143369176
"BOWA-261","MIDN","BOWA",3,0,3,12,0.526315789473684,0.550898203592814,0.2,0.948999417136196
"BOWA-005","MIDN","BOWA",3,0,3,12,0.333333333333333,0.342480118849952,0.285714285714286,0.735492892718121
"BOWA-095","MIDN","BOWA",3,0,3,12,0.4,0.829722126252406,0.117647058823529,0.950518480271933
"BOWA-006","MIDN","BOWA",2,0,3,12,0.666666666666667,0.54454914579024,0.222222222222222,0.912865689420675
"BOWA-261","MIDN","BOWA",1,0,3,12,0.352941176470588,0.755,0.4,0.940467102438093
"COLO-370","MIDN","COLO",3,0,3,12,0.5,0.540492957746479,0.5,0.41185296324081
"COLO-336","MIDN","COLO",3,0,3,12,0.285714285714286,0.0484429065743944,0.285714285714286,0.0484429065743943
"COLO-371","MIDN","COLO",2,0,3,12,0.166666666666667,0.988466982368462,0,1
"COLO-337","MIDN","COLO",3,0,3,12,0,1,0,1
"COLO-371","MIDN","COLO",3,0,3,12,0,1,0,1
"COLO-345","MIDN","COLO",3,0,3,12,0.6,0.586206896551724,0.545454545454545,0.53125
"COLO-367","MIDN","COLO",3,0,3,12,0.75,0.306306306306306,0.4,0.891472868217054
"COLO-353","MIDN","COLO",2,0,3,12,0.333333333333333,0.471186440677966,0.4,0.439655172413793
"COLO-365","MIDN","COLO",3,0,3,12,0.222222222222222,0.702265372168285,0.363636363636364,0.778169340628768
"COLO-349","MIDN","COLO",3,0,3,12,0.363636363636364,0.641393442622951,0,0
"COLO-377","MIDN","COLO",3,0,3,12,0.4,0.301343570057582,0.333333333333333,0.698461538461538
"COLO-337","MIDN","COLO",1,0,3,12,0,1,0.222222222222222,0.993508249932378
"COLO-331","MIDN","COLO",1,0,3,12,0.4,0.841269841269841,0,0
"COLO-344","MIDN","COLO",3,0,3,12,0.5,0.941772151898734,0.25,0.51436787387641
"COLO-364","MIDN","COLO",3,0,3,12,0.285714285714286,0.0517646208864647,0.285714285714286,0.810352924177293
"COLO-348","MIDN","COLO",2,0,3,12,0.444444444444444,0.174873172187407,0,0
"COLO-357","MIDN","COLO",2,0,3,12,0.266666666666667,0.514450867052023,0.142857142857143,0.901071723000824
"COLO-335","MIDN","COLO",2,0,3,12,0.222222222222222,0.423631123919308,0.25,0.789473684210526
"COLO-344","MIDN","COLO",2,0,3,12,0.5,0.941772151898734,0,1
"COLO-379","MIDN","COLO",3,0,3,12,0.6,0.541321316488292,0.5,0.470051413881748
"COLO-350","MIDN","COLO",2,0,3,12,0.4,0.833333333333333,0.4,0.833333333333333
"COLO-345","MIDN","COLO",2,0,3,12,0.545454545454545,0.577712609970674,0.2,0.796610169491525
"COLO-358","MIDN","COLO",2,0,3,12,0.222222222222222,0.99195627513664,0,1
"COLO-351","MIDN","COLO",2,0,3,12,0,0,0.2,0.518603914444446
"COLO-375","MIDN","COLO",2,0,3,12,0.5,0.722222222222222,0.4,0.833333333333333
"COLO-357","MIDN","COLO",3,0,3,12,0.266666666666667,0.587182764287018,0.142857142857143,0.877820272594266
"COLO-372","MIDN","COLO",3,0,3,12,0.4,0.274911953594365,0.363636363636364,0.164179104477612
"COLO-373","MIDN","COLO",3,0,3,12,0.363636363636364,0.979802060189861,0,1
"COLO-365","MIDN","COLO",2,0,3,12,0.222222222222222,0.629032258064516,0.363636363636364,0.503152338595377
"COLO-379","MIDN","COLO",2,0,3,12,0.6,0.541321316488292,0.769230769230769,0.346290114481149
"COLO-361","MIDN","COLO",2,0,3,12,0.4,0.922191196310357,0,1
"COLO-359","MIDN","COLO",3,0,3,12,0.333333333333333,0.290322580645161,0.5,0.653061224489796
"COLO-333","MIDN","COLO",1,0,3,12,0.25,0.394957983193277,0,1
"COLO-370","MIDN","COLO",2,0,3,12,0.571428571428571,0.66800050018757,0.571428571428571,0.683969465648855
"COLO-350","MIDN","COLO",3,0,3,12,0.4,0.813953488372093,0.333333333333333,0.811546515106192
"COLO-332","MIDN","COLO",3,0,3,12,0.285714285714286,0.840749414519906,0.5,0.764216366158114
"COLO-364","MIDN","COLO",2,0,3,12,0.285714285714286,0.0264608076009502,0.285714285714286,0.367262723521321
"COLO-377","MIDN","COLO",2,0,3,12,0.4,0.385749385749386,0.4,0.57002457002457
"COLO-339","MIDN","COLO",2,0,3,12,0.769230769230769,0.317757009345794,0,1
"COLO-341","MIDN","COLO",1,0,3,12,0.2,0.645669291338583,0,1
"COLO-363","MIDN","COLO",3,0,3,12,0,1,0.4,0.993578427965807
"COLO-378","MIDN","COLO",2,0,3,12,0.6,0.5625,0,0
"COLO-335","MIDN","COLO",1,0,3,12,0.545454545454545,0.206896551724138,0,0
"COLO-334","MIDN","COLO",3,0,3,12,0.444444444444444,0.556650246305419,0,1
"COLO-347","MIDN","COLO",2,0,3,12,0,1,0,1
"COLO-333","MIDN","COLO",3,0,3,12,0.25,0.374622356495468,0,1
"COLO-335","MIDN","COLO",3,0,3,12,0.222222222222222,0.393939393939394,0,0
"COLO-360","MIDN","COLO",3,0,3,12,0.4,0.391610630803714,0.222222222222222,0.720073664825046
"COLO-342","MIDN","COLO",3,0,3,12,0.25,0.308612793617964,0,1
"COLO-355","MIDN","COLO",3,0,3,12,0.25,0.268292682926829,0,0
"COLO-368","MIDN","COLO",3,0,3,12,0.25,0.560509554140127,0.25,0.707006369426752
"COLO-354","MIDN","COLO",3,0,3,12,0.4,0.538911929738961,0.25,0.579097479976558
"COLO-336","MIDN","COLO",1,0,3,12,0.5,0.050673508659397,0.285714285714286,0.0985915492957747
"COLO-372","MIDN","COLO",2,0,3,12,0.4,0.228539297763339,0.363636363636364,0.172634954569749
"COLO-336","MIDN","COLO",2,0,3,12,0.285714285714286,0.0598290598290598,0.285714285714286,0.0598290598290599
"COLO-346","MIDN","COLO",3,0,3,12,0,0,0,1
"COLO-380","MIDN","COLO",3,1,0,0,NA,NA,NA,NA
"COLO-358","MIDN","COLO",3,0,3,12,0.222222222222222,0.99195627513664,0.25,0.598455598455598
"COLO-361","MIDN","COLO",3,0,3,12,0.4,0.895025492068006,0,1
"COLO-353","MIDN","COLO",3,0,3,12,0.333333333333333,0.571428571428571,0.5,0.492679370209076
"COLO-366","MIDN","COLO",3,0,3,12,0.333333333333333,0.533333333333333,0.666666666666667,0.684034980327351
"COLO-376","MIDN","COLO",3,0,3,12,0.5,0.6,0.5,0.6
"COLO-340","MIDN","COLO",3,0,3,12,0,0,0,1
"COLO-341","MIDN","COLO",2,0,3,12,0.222222222222222,0.597938144329897,0,1
"COLO-374","MIDN","COLO",2,0,3,12,0.333333333333333,0.280821917808219,0.571428571428571,0.219030520646319
"COLO-332","MIDN","COLO",2,0,3,12,0.285714285714286,0.840749414519906,0.571428571428571,0.70377541142304
"COLO-375","MIDN","COLO",3,0,3,12,0.4,0.354838709677419,0,1
"COLO-341","MIDN","COLO",3,0,3,12,0.222222222222222,0.653846153846154,0.2,0.969641930461858
"COLO-334","MIDN","COLO",2,0,3,12,0.444444444444444,0.605341246290801,0.2,0.872958257713249
"COLO-339","MIDN","COLO",1,0,3,12,0.769230769230769,0.304995766299746,0,0
"COLO-362","MIDN","COLO",2,0,3,12,0,1,0,1
"COLO-351","MIDN","COLO",3,0,3,12,0,0,0.25,0.500654735923178
"COLO-359","MIDN","COLO",2,0,3,12,0.333333333333333,0.319526627218935,0.545454545454545,0.743060257278267
"COLO-332","MIDN","COLO",1,0,3,12,0.444444444444444,0.848013816925734,0.285714285714286,0.851351351351351
"COLO-331","MIDN","COLO",2,0,3,12,0.444444444444444,0.838512356251529,0,0
"COLO-337","MIDN","COLO",2,0,3,12,0,1,0,1
"COLO-368","MIDN","COLO",2,0,3,12,0.25,0.560509554140127,0,0
"COLO-340","MIDN","COLO",2,0,3,12,0,0,0,1
"COLO-342","MIDN","COLO",1,0,3,12,0.25,0.279577590835869,0.25,0.271575613618369
"COLO-366","MIDN","COLO",2,0,3,12,0.285714285714286,0.888734353268428,0.444444444444444,0.286762707257407
"COLO-338","MIDN","COLO",1,0,3,12,0.2,0.514123204473152,0,1
"COLO-346","MIDN","COLO",2,0,3,12,0.25,0.853333333333333,0,1
"COLO-367","MIDN","COLO",2,0,3,12,0.75,0.463802130348438,0.4,0.944214876033058
"COLO-334","MIDN","COLO",1,0,3,12,0.444444444444444,0.688,0.222222222222222,0.663551401869159
"COLO-349","MIDN","COLO",2,0,3,12,0.363636363636364,0.836278586278586,0,0
"COLO-354","MIDN","COLO",2,0,3,12,0.4,0.567480977172607,0.285714285714286,0.782639131956598
"COLO-338","MIDN","COLO",2,0,3,12,0.222222222222222,0.537051920913036,0.222222222222222,0.996173957403392
"COLO-380","MIDN","COLO",2,0,3,12,0.333333333333333,0.752380952380952,0.363636363636364,0.909343738325516
"COLO-355","MIDN","COLO",2,0,3,12,0.25,0.490445859872611,0.4,0.220779220779221
