"park","Network","metric","mean","lower95","upper95"
"PRWI","NCRN","Sap_Dens_NatCan",0.0940845459831104,0.0805004289507175,0.109862207205559
"ROCR","NCRN","Sap_Dens_NatCan",0.0682640453273261,0.0421995916568925,0.101170418086249
"WOTR","NCRN","Sap_Dens_NatCan",0.0393035412490665,0.0275124788743466,0.0510946036237865
"ACAD","NETN","Sap_Dens_NatCan",0.174025457438345,0.143431631349292,0.215478924085726
"MABI","NETN","Sap_Dens_NatCan",0.0574560240431362,0.027623088482277,0.0928135773004507
"MIMA","NETN","Sap_Dens_NatCan",0.0424290639087776,0.0145849907186423,0.0755767700875101
"MORR","NETN","Sap_Dens_NatCan",0.0265181649429859,0.00284123195817706,0.067266166609842
"ROVA","NETN","Sap_Dens_NatCan",0.037788385043755,0.0251922566958366,0.0503845133916733
"SAGA","NETN","Sap_Dens_NatCan",0.0883938831432865,0.0492480206084025,0.13132805495574
"SARA","NETN","Sap_Dens_NatCan",0.0381198621055423,0.0124303898170247,0.0762397242110846
"WEFA","NETN","Sap_Dens_NatCan",0.0212145319543887,0.0106072659771944,0.0344736144258817
"ALPO","ERMN","Seed_Dens_NatCan",0.368843566934259,0.244969082230419,0.516245389455414
"BLUE","ERMN","Seed_Dens_NatCan",1.40811455847255,0.890214797136038,2.05176014319809
"DEWA","ERMN","Seed_Dens_NatCan",0.962808273667462,0.662788385043755,1.24717867819001
"FONE","ERMN","Seed_Dens_NatCan",1.48965791567224,0.961515513126492,2.03766408114559
"FRHI","ERMN","Seed_Dens_NatCan",1.19232299124901,0.590642402545744,2.01180887032617
"GARI","ERMN","Seed_Dens_NatCan",0.682842747281888,0.437549721559268,0.939393328699261
"JOFL","ERMN","Seed_Dens_NatCan",1.34745425616547,0.455780959957571,2.63064339697693
"NERI","ERMN","Seed_Dens_NatCan",0.913316798477545,0.651040448000998,1.30062824652534
"APCO","MIDN","Seed_Dens_NatCan",0.857142857142857,0.529761904761905,1.24114583333333
"BOWA","MIDN","Seed_Dens_NatCan",2.15625,0.885416666666667,3.79244791666667
"COLO","NCBN","Seed_Dens_NatCan",0.641843971631207,0.195020685579196,1.27501734505088
"FRSP","MIDN","Seed_Dens_NatCan",0.720352564102564,0.471113782051282,0.990464743589744
"GETT","MIDN","Seed_Dens_NatCan",1.90909090909091,1.35334595959596,2.47733585858586
"GEWA","NCBN","Seed_Dens_NatCan",0.3125,0.15625,0.489583333333333
"HOFU","MIDN","Seed_Dens_NatCan",1.32291666666667,0.515625000000001,2.59908854166667
"PETE","MIDN","Seed_Dens_NatCan",0.753205128205128,0.357331730769231,1.33818108974359
"RICH","MIDN","Seed_Dens_NatCan",0.440104166666667,0.231705729166667,0.695572916666667
"SAHI","NCBN","Seed_Dens_NatCan",0.25,0,0.5
"THST","NCBN","Seed_Dens_NatCan",0.104166666666667,0.0208333333333333,0.229166666666667
"VAFO","MIDN","Seed_Dens_NatCan",0.330357142857143,0.208333333333333,0.470238095238095
"ANTI","NCRN","Seed_Dens_NatCan",0.75,0.320512820512821,1.23733974358974
"CATO","NCRN","Seed_Dens_NatCan",0.677083333333333,0.354133421985816,1.11707193515704
"CHOH","NCRN","Seed_Dens_NatCan",0.257882882882883,0.179054054054054,0.352782343987823
"GWMP","NCRN","Seed_Dens_NatCan",0.308333333333333,0.0791666666666667,0.633333333333333
"HAFE","NCRN","Seed_Dens_NatCan",0.0625,0.0166666666666667,0.120833333333333
"MANA","NCRN","Seed_Dens_NatCan",0.705882352941176,0.259681372549019,1.32352941176471
"MONO","NCRN","Seed_Dens_NatCan",0.316666666666667,0.133333333333333,0.555555555555556
"NACE","NCRN","Seed_Dens_NatCan",0.457446808510638,0.25,0.741223404255319
"PRWI","NCRN","Seed_Dens_NatCan",0.292528735632184,0.201724137931035,0.388520114942529
"ROCR","NCRN","Seed_Dens_NatCan",0.557017543859649,0.122697368421053,1.15811403508772
"WOTR","NCRN","Seed_Dens_NatCan",2.02777777777778,0.582986111111112,3.59722222222222
"ACAD","NETN","Seed_Dens_NatCan",0.465273257636026,0.354978032111087,0.593042597815867
"MABI","NETN","Seed_Dens_NatCan",0.759082471492973,0.385535445947141,1.18779280473791
"MIMA","NETN","Seed_Dens_NatCan",0.306284805091488,0.178898170246619,0.454819676478387
"MORR","NETN","Seed_Dens_NatCan",0.485850664848279,0.236745652915104,0.78732905254385
"ROVA","NETN","Seed_Dens_NatCan",0.395783611774066,0.265778308141077,0.550251922566959
"SAGA","NETN","Seed_Dens_NatCan",0.159108989657916,0.0896250836584966,0.231213142907654
"SARA","NETN","Seed_Dens_NatCan",0.742508618403607,0.435042926279502,1.18436754176611
"WEFA","NETN","Seed_Dens_NatCan",0.461416070007955,0.204057279236277,0.753182179793158
"ALPO","ERMN","Sor_sap",0.144349337531156,0.0773702938475666,0.21831013052604
"BLUE","ERMN","Sor_sap",0.188426850926851,0.134785526973027,0.242787844100344
"DEWA","ERMN","Sor_sap",0.198688233335292,0.15863470051438,0.240755989400653
"FONE","ERMN","Sor_sap",0.0965909090909091,0.03,0.170698863636364
"FRHI","ERMN","Sor_sap",0.138809523809524,0.0708184523809523,0.21214880952381
"GARI","ERMN","Sor_sap",0.276980049984252,0.218154079264654,0.337820220560792
"JOFL","ERMN","Sor_sap",0.278775853775854,0.180588474025974,0.380915404040404
"NERI","ERMN","Sor_sap",0.265802650104235,0.232775535888698,0.297309711860056
"APCO","MIDN","Sor_sap",0.403851126580368,0.330615901294095,0.476145964617544
"BOWA","MIDN","Sor_sap",0.486600525377615,0.357572767145135,0.603676060136973
"COLO","NCBN","Sor_sap",0.319053759479291,0.263151761248503,0.36941449464887
"FRSP","MIDN","Sor_sap",0.349298724779494,0.315730260658145,0.381914052827514
"GETT","MIDN","Sor_sap",0.274357040266131,0.206716128988856,0.341872372156463
"GEWA","NCBN","Sor_sap",0.295039682539682,0.198774801587302,0.37797619047619
"HOFU","MIDN","Sor_sap",0.173065476190476,0.0606584821428572,0.320159970238095
"PETE","MIDN","Sor_sap",0.430095972403665,0.387609649965419,0.472342748063902
"RICH","MIDN","Sor_sap",0.387017496392496,0.316253858988234,0.461749196983572
"SAHI","NCBN","Sor_sap",0.245039682539683,0.0714285714285715,0.395833333333333
"THST","NCBN","Sor_sap",0.363320707070707,0.227548926767677,0.510424558080808
"VAFO","MIDN","Sor_sap",0.288463718820862,0.196824688208617,0.377948554421769
"ANTI","NCRN","Sor_sap",0.284493284493284,0.174932844932845,0.390616605616605
"CATO","NCRN","Sor_sap",0.164037209955577,0.118291405306711,0.212741544170116
"CHOH","NCRN","Sor_sap",0.271785247432306,0.220227724018901,0.322598755057579
"GWMP","NCRN","Sor_sap",0.291267066267066,0.208291833166833,0.369367299367299
"HAFE","NCRN","Sor_sap",0.203993228993229,0.125612665112665,0.28646207958708
"MANA","NCRN","Sor_sap",0.250177926648515,0.144351032953974,0.365167920314979
"MONO","NCRN","Sor_sap",0.251024531024531,0.132919191919192,0.368321789321789
"NACE","NCRN","Sor_sap",0.306125471750472,0.250918884356384,0.354403932294557
"PRWI","NCRN","Sor_sap",0.383252711903828,0.356274376992176,0.409498920872907
"ROCR","NCRN","Sor_sap",0.30280479754164,0.211274266669004,0.388889107968055
"WOTR","NCRN","Sor_sap",0.390079365079365,0.303551587301587,0.482172619047619
"ACAD","NETN","Sor_sap",0.382040781188508,0.348732772120556,0.416536407090384
"MABI","NETN","Sor_sap",0.191369047619048,0.10624255952381,0.280379464285714
"MIMA","NETN","Sor_sap",0.180119047619048,0.0809315476190476,0.286205357142857
"MORR","NETN","Sor_sap",0.0621031746031746,0.0198412698412698,0.111314484126984
"ROVA","NETN","Sor_sap",0.228753607503607,0.174421130952381,0.284992694805195
"SAGA","NETN","Sor_sap",0.260808767951625,0.178149092970522,0.349203514739229
"SARA","NETN","Sor_sap",0.11860119047619,0.0614285714285714,0.181566220238095
"WEFA","NETN","Sor_sap",0.103571428571429,0.025,0.182142857142857
"ALPO","ERMN","Hor_sap",0.565050024776412,0.364577025048092,0.746136661686623
"BLUE","ERMN","Hor_sap",0.575017412486422,0.461210991896107,0.683928738414537
"DEWA","ERMN","Hor_sap",0.353395029177628,0.279820241990171,0.421730076986274
"FONE","ERMN","Hor_sap",0.561683956533745,0.369936305109387,0.753209810763432
"FRHI","ERMN","Hor_sap",0.368861658030468,0.202740333239511,0.548143512691558
"GARI","ERMN","Hor_sap",0.517710009831722,0.422197067766525,0.605858206548427
"JOFL","ERMN","Hor_sap",0.459246810263358,0.265105545090036,0.642501883445459
"NERI","ERMN","Hor_sap",0.581076189728407,0.524923842892945,0.636101808329763
"APCO","MIDN","Hor_sap",0.661349863825356,0.560692112356793,0.762047978439396
"BOWA","MIDN","Hor_sap",0.589652153451746,0.42458914137466,0.743990828863679
"COLO","NCBN","Hor_sap",0.526170285566829,0.440207614148548,0.612736377507959
"FRSP","MIDN","Hor_sap",0.680288949135934,0.628953214668597,0.732351012093158
"GETT","MIDN","Hor_sap",0.676235117862217,0.569343534384985,0.778861360149854
"GEWA","NCBN","Hor_sap",0.541418259560019,0.281301902562643,0.811492477949442
"HOFU","MIDN","Hor_sap",0.401817600912836,0.185313780355356,0.618253606527366
"PETE","MIDN","Hor_sap",0.624561995543017,0.554222731817129,0.693996199353803
"RICH","MIDN","Hor_sap",0.657523800466382,0.574376038878956,0.740238104235855
"SAHI","NCBN","Hor_sap",0.662842558733164,0.37424788008033,0.914012738853503
"THST","NCBN","Hor_sap",0.640351316902732,0.443053136130616,0.822747653079324
"VAFO","MIDN","Hor_sap",0.476351587360493,0.349808106699547,0.606212416265965
"ANTI","NCRN","Hor_sap",0.576282488692645,0.380862217943988,0.762999151367737
"CATO","NCRN","Hor_sap",0.408810202953272,0.297710819112425,0.513779268384196
"CHOH","NCRN","Hor_sap",0.596595562634183,0.513733050992332,0.686577712464286
"GWMP","NCRN","Hor_sap",0.548878504404458,0.383285632664166,0.712556999390322
"HAFE","NCRN","Hor_sap",0.7034659794879,0.556651128053186,0.82499750366985
"MANA","NCRN","Hor_sap",0.609127685332685,0.43421588866401,0.776901854243708
"MONO","NCRN","Hor_sap",0.408642385080454,0.225499087198767,0.614656862714235
"NACE","NCRN","Hor_sap",0.618413651156273,0.53639594856155,0.701668438314005
"PRWI","NCRN","Hor_sap",0.542439580423879,0.502759786670474,0.586849546563565
"ROCR","NCRN","Hor_sap",0.61721093187961,0.494224953183738,0.742225089793463
"WOTR","NCRN","Hor_sap",0.560643929489667,0.392858308408913,0.749769061616264
"ACAD","NETN","Hor_sap",0.521319170913085,0.467537130117771,0.573986971805332
"MABI","NETN","Hor_sap",0.842979302225974,0.741700714572824,0.923378257551523
"MIMA","NETN","Hor_sap",0.856040227706604,0.748889239065922,0.95269246719743
"MORR","NETN","Hor_sap",0.910348099879476,0.835374664631682,0.975304768888568
"ROVA","NETN","Hor_sap",0.698713489315584,0.60961743113858,0.788700438095103
"SAGA","NETN","Hor_sap",0.762349147988321,0.653720052909416,0.853631528607963
"SARA","NETN","Hor_sap",0.861075016635706,0.758297505073314,0.950165632883473
"WEFA","NETN","Hor_sap",0.916574298702319,0.819699271687621,0.988679245283019
"ALPO","ERMN","Sor_seed",0.260477527522982,0.19785220776698,0.331249984232939
"BLUE","ERMN","Sor_seed",0.302576409956187,0.249472041798999,0.352777629088286
"DEWA","ERMN","Sor_seed",0.379401414771047,0.334958057765456,0.42499622544002
"FONE","ERMN","Sor_seed",0.356878958076966,0.28417767030161,0.433163166868578
"FRHI","ERMN","Sor_seed",0.315822372072372,0.228283685064935,0.406128458347208
"GARI","ERMN","Sor_seed",0.358420528728828,0.296743156687588,0.421741727605367
"JOFL","ERMN","Sor_seed",0.337378307966543,0.231936388774624,0.429850084555967
"NERI","ERMN","Sor_seed",0.430904423362151,0.398054061557756,0.465922023665997
"APCO","MIDN","Sor_seed",0.199880663220999,0.146150233694877,0.254118659118659
"BOWA","MIDN","Sor_seed",0.254043810506659,0.146848739495798,0.353207543982505
"COLO","NCBN","Sor_seed",0.219804427251236,0.166858830996132,0.278486560741996
"FRSP","MIDN","Sor_seed",0.246687836421999,0.211009914074111,0.283211645380763
"GETT","MIDN","Sor_seed",0.190269662996936,0.146863199931382,0.233923723582815
"GEWA","NCBN","Sor_seed",0.196527777777778,0.0777777777777778,0.321527777777778
"HOFU","MIDN","Sor_seed",0.303933566433566,0.175827505827506,0.42352509469697
"PETE","MIDN","Sor_seed",0.250750531519762,0.199967935376589,0.302504978995364
"RICH","MIDN","Sor_seed",0.234799228549228,0.163626794212732,0.309590934239372
"SAHI","NCBN","Sor_seed",0.145833333333333,0,0.291666666666667
"THST","NCBN","Sor_seed",0.143055555555555,0.0277777777777777,0.268055555555555
"VAFO","MIDN","Sor_seed",0.175161346589918,0.108285637973138,0.248556329583115
"ANTI","NCRN","Sor_seed",0.35959382497844,0.226177519062134,0.489167082917083
"CATO","NCRN","Sor_seed",0.192373945498946,0.136889725920338,0.248135993057868
"CHOH","NCRN","Sor_seed",0.236018486018486,0.181108283608284,0.297351585485147
"GWMP","NCRN","Sor_seed",0.136268037518038,0.0639207702020202,0.21784623015873
"HAFE","NCRN","Sor_seed",0.143092740592741,0.0755555555555555,0.220674152236652
"MANA","NCRN","Sor_seed",0.115948963317384,0.0326797385620915,0.21075053945023
"MONO","NCRN","Sor_seed",0.226009393656452,0.134025974025974,0.310556015335427
"NACE","NCRN","Sor_seed",0.24979624394518,0.193198115142098,0.302992928719831
"PRWI","NCRN","Sor_seed",0.192670201108335,0.164553472108239,0.219725701951868
"ROCR","NCRN","Sor_seed",0.19668460194776,0.11415365336418,0.277891684339053
"WOTR","NCRN","Sor_seed",0.418290043290043,0.20654310966811,0.588305675805676
"ACAD","NETN","Sor_seed",0.398170831693559,0.358928345959596,0.441545876787354
"MABI","NETN","Sor_seed",0.327472643097643,0.22235585016835,0.425378261784512
"MIMA","NETN","Sor_seed",0.2622446997447,0.158249007936508,0.360516906704407
"MORR","NETN","Sor_seed",0.25777417027417,0.170813492063492,0.35678345959596
"ROVA","NETN","Sor_seed",0.337499298946667,0.28695704624323,0.388281325947444
"SAGA","NETN","Sor_seed",0.224780114065828,0.158269987287844,0.298171725761012
"SARA","NETN","Sor_seed",0.306474428349428,0.245381992139805,0.365144493093712
"WEFA","NETN","Sor_seed",0.315850815850816,0.185012626262626,0.424072455322455
"ALPO","ERMN","Hor_seed",0.784049062553866,0.685677565031044,0.872584519424495
"BLUE","ERMN","Hor_seed",0.818099813131066,0.746834099356736,0.882459263973901
"DEWA","ERMN","Hor_seed",0.620265824748035,0.558423406872829,0.680518287761373
"FONE","ERMN","Hor_seed",0.71853166299281,0.604871433534706,0.830433939178747
"FRHI","ERMN","Hor_seed",0.713910461778662,0.568908803796798,0.840605772697593
"GARI","ERMN","Hor_seed",0.620781787030265,0.519547773030197,0.712511925620167
