"term","estimate","lower95","upper95","num_boots","park","resp"
"Slope",NA,NA,NA,NA,"APCO","Sap_BA_ASITRI"
"c1_response",NA,NA,NA,NA,"APCO","Sap_BA_ASITRI"
"c3_response",NA,NA,NA,NA,"APCO","Sap_BA_ASITRI"
"c2_response",NA,NA,NA,NA,"APCO","Sap_BA_ASITRI"
"Intercept",0.00884329678104004,0.00280739580350475,0.0163039511288534,995,"APCO","Sap_Dens_FRAX"
"Slope",-0.000842218741051424,-0.00252665622315427,0.000631664055788564,995,"APCO","Sap_Dens_FRAX"
"c1_response",0.00800107803998862,0.00265649827906637,0.0149493826536628,995,"APCO","Sap_Dens_FRAX"
"c2_response",0.00715885929893719,0.00224591664280381,0.0137772949057009,995,"APCO","Sap_Dens_FRAX"
"c3_response",0.00631664055788577,0.00154406769192762,0.0130649182205599,995,"APCO","Sap_Dens_FRAX"
"Intercept",0.00772033845963964,0.00477257286595726,0.0134754998568215,636,"APCO","Sap_Dens_FAGGRA"
"Slope",-0.00000000000000000000774430123203932,-0.0000000000000000158467763960605,0.00000000000000000793016446160826,636,"APCO","Sap_Dens_FAGGRA"
"c1_response",0.00772033845963964,0.00477257286595726,0.0134754998568216,636,"APCO","Sap_Dens_FAGGRA"
"c2_response",0.00772033845963964,0.00477257286595726,0.0134754998568216,636,"APCO","Sap_Dens_FAGGRA"
"c3_response",0.00772033845963964,0.00477257286595726,0.0134754998568216,636,"APCO","Sap_Dens_FAGGRA"
"Intercept",NA,NA,NA,NA,"APCO","Sap_Dens_TSUCAN"
"Slope",NA,NA,NA,NA,"APCO","Sap_Dens_TSUCAN"
"c1_response",NA,NA,NA,NA,"APCO","Sap_Dens_TSUCAN"
"c3_response",NA,NA,NA,NA,"APCO","Sap_Dens_TSUCAN"
"c2_response",NA,NA,NA,NA,"APCO","Sap_Dens_TSUCAN"
"Intercept",NA,NA,NA,NA,"APCO","Sap_Dens_ASITRI"
"Slope",NA,NA,NA,NA,"APCO","Sap_Dens_ASITRI"
"c1_response",NA,NA,NA,NA,"APCO","Sap_Dens_ASITRI"
"c3_response",NA,NA,NA,NA,"APCO","Sap_Dens_ASITRI"
"c2_response",NA,NA,NA,NA,"APCO","Sap_Dens_ASITRI"
"Intercept",0.051587301587302,-0.0297619047619047,0.137921626984127,1000,"APCO","Seed_Dens_FRAX"
"Slope",0.0520833333333334,-0.0030133928571429,0.125,1000,"APCO","Seed_Dens_FRAX"
"c1_response",0.103670634920635,0.0550471230158731,0.162710813492062,1000,"APCO","Seed_Dens_FRAX"
"c2_response",0.155753968253969,0.0783730158730158,0.24407242063492,1000,"APCO","Seed_Dens_FRAX"
"c3_response",0.207837301587302,0.0882812499999999,0.359139384920635,1000,"APCO","Seed_Dens_FRAX"
"Intercept",-0.000992063492063489,NA,NA,NA,"APCO","Seed_Dens_FAGGRA"
"Slope",0.00297619047619048,NA,NA,NA,"APCO","Seed_Dens_FAGGRA"
"c1_response",0.00198412698412699,NA,NA,NA,"APCO","Seed_Dens_FAGGRA"
"c2_response",0.00496031746031746,NA,NA,NA,"APCO","Seed_Dens_FAGGRA"
"c3_response",0.00793650793650794,NA,NA,NA,"APCO","Seed_Dens_FAGGRA"
"Intercept",NA,NA,NA,NA,"APCO","Seed_Dens_TSUCAN"
"Slope",NA,NA,NA,NA,"APCO","Seed_Dens_TSUCAN"
"c1_response",NA,NA,NA,NA,"APCO","Seed_Dens_TSUCAN"
"c3_response",NA,NA,NA,NA,"APCO","Seed_Dens_TSUCAN"
"c2_response",NA,NA,NA,NA,"APCO","Seed_Dens_TSUCAN"
"Intercept",0.000992063492063492,NA,NA,NA,"APCO","Seed_Dens_ASITRI"
"Slope",0,NA,NA,NA,"APCO","Seed_Dens_ASITRI"
"c1_response",0.000992063492063492,NA,NA,NA,"APCO","Seed_Dens_ASITRI"
"c2_response",0.000992063492063492,NA,NA,NA,"APCO","Seed_Dens_ASITRI"
"c3_response",0.000992063492063492,NA,NA,NA,"APCO","Seed_Dens_ASITRI"
"Intercept",0.382201781250001,0.0553255937500006,0.821938354427083,992,"BOWA","Tree_BA_FRAX"
"Slope",-0.0229483750000001,-0.179730065625,0.0850779640625002,992,"BOWA","Tree_BA_FRAX"
"c1_response",0.359253406250001,0.0794115312500006,0.689826229166666,992,"BOWA","Tree_BA_FRAX"
"c2_response",0.336305031250001,0.0886755416666667,0.613733854427083,992,"BOWA","Tree_BA_FRAX"
"c3_response",0.313356656250001,0.0567846874999999,0.664259295052084,992,"BOWA","Tree_BA_FRAX"
"Intercept",0.120409729166665,-0.0290401145833332,0.29058720442709,994,"BOWA","Tree_BA_FAGGRA"
"Slope",0.162687875,0.036944390625,0.319295626171875,994,"BOWA","Tree_BA_FAGGRA"
"c1_response",0.283097604166665,0.0733230520833334,0.559001052083335,994,"BOWA","Tree_BA_FAGGRA"
"c2_response",0.445785479166665,0.110358260416667,0.847178141666664,994,"BOWA","Tree_BA_FAGGRA"
"c3_response",0.608473354166665,0.147302651041667,1.17283065104167,994,"BOWA","Tree_BA_FAGGRA"
"Intercept",NA,NA,NA,NA,"BOWA","Tree_BA_TSUCAN"
"Slope",NA,NA,NA,NA,"BOWA","Tree_BA_TSUCAN"
"c1_response",NA,NA,NA,NA,"BOWA","Tree_BA_TSUCAN"
"c2_response",NA,NA,NA,NA,"BOWA","Tree_BA_TSUCAN"
"c3_response",NA,NA,NA,NA,"BOWA","Tree_BA_TSUCAN"
"Intercept",NA,NA,NA,NA,"BOWA","Tree_BA_ASITRI"
"Slope",NA,NA,NA,NA,"BOWA","Tree_BA_ASITRI"
"c1_response",NA,NA,NA,NA,"BOWA","Tree_BA_ASITRI"
"c2_response",NA,NA,NA,NA,"BOWA","Tree_BA_ASITRI"
"c3_response",NA,NA,NA,NA,"BOWA","Tree_BA_ASITRI"
"Intercept",18.75,5.20833333333336,37.5,886,"BOWA","Tree_Dens_FRAX"
"Slope",-1.5625,-9.375,4.6875,886,"BOWA","Tree_Dens_FRAX"
"c1_response",17.1875,6.77083333333336,31.25,886,"BOWA","Tree_Dens_FRAX"
"c2_response",15.625,7.29166666666666,26.0416666666667,886,"BOWA","Tree_Dens_FRAX"
"c3_response",14.0625,3.12499999999999,27.6041666666667,886,"BOWA","Tree_Dens_FRAX"
"Intercept",8.33333333333332,-0.651041666666687,18.75,976,"BOWA","Tree_Dens_FAGGRA"
"Slope",6.25,1.5625,12.5,976,"BOWA","Tree_Dens_FAGGRA"
"c1_response",14.5833333333333,3.77864583333334,28.6458333333335,976,"BOWA","Tree_Dens_FAGGRA"
"c2_response",20.8333333333333,6.25,40.6249999999999,976,"BOWA","Tree_Dens_FAGGRA"
"c3_response",27.0833333333333,8.85416666666667,52.9296874999999,976,"BOWA","Tree_Dens_FAGGRA"
"Intercept",NA,NA,NA,NA,"BOWA","Tree_Dens_TSUCAN"
"Slope",NA,NA,NA,NA,"BOWA","Tree_Dens_TSUCAN"
"c1_response",NA,NA,NA,NA,"BOWA","Tree_Dens_TSUCAN"
"c2_response",NA,NA,NA,NA,"BOWA","Tree_Dens_TSUCAN"
"c3_response",NA,NA,NA,NA,"BOWA","Tree_Dens_TSUCAN"
"Intercept",NA,NA,NA,NA,"BOWA","Tree_Dens_ASITRI"
"Slope",NA,NA,NA,NA,"BOWA","Tree_Dens_ASITRI"
"c1_response",NA,NA,NA,NA,"BOWA","Tree_Dens_ASITRI"
"c2_response",NA,NA,NA,NA,"BOWA","Tree_Dens_ASITRI"
"c3_response",NA,NA,NA,NA,"BOWA","Tree_Dens_ASITRI"
"Intercept",0.195443245686435,0.0113873167472389,0.563555103564831,892,"BOWA","Sap_BA_FRAX"
"Slope",-0.0197195937979011,-0.0957090113194198,0.0365502299257163,892,"BOWA","Sap_BA_FRAX"
"c1_response",0.175723651888534,0.0235707267224776,0.48002950222065,892,"BOWA","Sap_BA_FRAX"
"c2_response",0.156004058090633,0.0357541366977164,0.396503900876469,892,"BOWA","Sap_BA_FRAX"
"c3_response",0.136284464292732,0.0479375466729551,0.312978299532289,892,"BOWA","Sap_BA_FRAX"
"Intercept",0.116314163031089,-0.046726518590575,0.403086654482569,998,"BOWA","Sap_BA_FAGGRA"
"Slope",-0.00160903784931016,-0.0693162657705459,0.048809618559132,998,"BOWA","Sap_BA_FAGGRA"
"c1_response",0.114705125181779,-0.00407275576779469,0.333770388712023,998,"BOWA","Sap_BA_FAGGRA"
"c2_response",0.113096087332468,0.0112170341547773,0.274267824155956,998,"BOWA","Sap_BA_FAGGRA"
"c3_response",0.111487049483158,0.0237382580670518,0.218876115237983,998,"BOWA","Sap_BA_FAGGRA"
"Intercept",NA,NA,NA,NA,"BOWA","Sap_BA_TSUCAN"
"Slope",NA,NA,NA,NA,"BOWA","Sap_BA_TSUCAN"
"c1_response",NA,NA,NA,NA,"BOWA","Sap_BA_TSUCAN"
"c2_response",NA,NA,NA,NA,"BOWA","Sap_BA_TSUCAN"
"c3_response",NA,NA,NA,NA,"BOWA","Sap_BA_TSUCAN"
"Intercept",0.013767637464135,NA,NA,NA,"BOWA","Sap_BA_ASITRI"
"Slope",0.0038547193727155,NA,NA,NA,"BOWA","Sap_BA_ASITRI"
"c1_response",0.0176223568368505,NA,NA,NA,"BOWA","Sap_BA_ASITRI"
"c2_response",0.021477076209566,NA,NA,NA,"BOWA","Sap_BA_ASITRI"
"c3_response",0.0253317955822815,NA,NA,NA,"BOWA","Sap_BA_ASITRI"
"Intercept",0.00884329678103996,0.00393035412490664,0.0216169476869865,870,"BOWA","Sap_Dens_FRAX"
"Slope",-0.00147388279683999,-0.00368470699209998,-0.000736941398419995,870,"BOWA","Sap_Dens_FRAX"
"c1_response",0.00736941398419996,0.00319341272648664,0.0179322406948865,870,"BOWA","Sap_Dens_FRAX"
"c2_response",0.00589553118735997,0.00245647132806665,0.0142475337027865,870,"BOWA","Sap_Dens_FRAX"
"c3_response",0.00442164839051998,0.00171952992964665,0.0108084738434934,870,"BOWA","Sap_Dens_FRAX"
"Intercept",0.00540423692174667,-0.000491294265613333,0.0127736509059466,996,"BOWA","Sap_Dens_FAGGRA"
"Slope",0.000736941398419996,-0.00147388279683999,0.00294776559367999,996,"BOWA","Sap_Dens_FAGGRA"
"c1_response",0.00614117832016667,0.000982588531226665,0.01252800377314,996,"BOWA","Sap_Dens_FAGGRA"
"c2_response",0.00687811971858667,0.00196517706245333,0.0127736509059466,996,"BOWA","Sap_Dens_FAGGRA"
"c3_response",0.00761506111700666,0.00171952992964667,0.01547576936682,996,"BOWA","Sap_Dens_FAGGRA"
"Intercept",NA,NA,NA,NA,"BOWA","Sap_Dens_TSUCAN"
"Slope",NA,NA,NA,NA,"BOWA","Sap_Dens_TSUCAN"
"c1_response",NA,NA,NA,NA,"BOWA","Sap_Dens_TSUCAN"
"c2_response",NA,NA,NA,NA,"BOWA","Sap_Dens_TSUCAN"
"c3_response",NA,NA,NA,NA,"BOWA","Sap_Dens_TSUCAN"
"Intercept",0.00393035412490665,NA,NA,NA,"BOWA","Sap_Dens_ASITRI"
"Slope",-0.000736941398419994,NA,NA,NA,"BOWA","Sap_Dens_ASITRI"
"c1_response",0.00319341272648665,NA,NA,NA,"BOWA","Sap_Dens_ASITRI"
"c2_response",0.00245647132806666,NA,NA,NA,"BOWA","Sap_Dens_ASITRI"
"c3_response",0.00171952992964667,NA,NA,NA,"BOWA","Sap_Dens_ASITRI"
"Intercept",0.22916666666665,-0.0138888888888892,0.61805555555558,1000,"BOWA","Seed_Dens_FRAX"
"Slope",0.0312500000000005,0.000000000000000111000618419066,0.0625000000000002,1000,"BOWA","Seed_Dens_FRAX"
"c1_response",0.260416666666651,0.0243055555555557,0.64414062500004,1000,"BOWA","Seed_Dens_FRAX"
"c2_response",0.291666666666651,0.0590277777777776,0.673697916666672,1000,"BOWA","Seed_Dens_FRAX"
"c3_response",0.322916666666652,0.0815972222222223,0.699869791666672,1000,"BOWA","Seed_Dens_FRAX"
"Intercept",0.0104166666666666,-0.0104166666666667,0.0416666666666666,895,"BOWA","Seed_Dens_FAGGRA"
"Slope",0.0104166666666667,0.00520833333333331,0.0260416666666666,895,"BOWA","Seed_Dens_FAGGRA"
"c1_response",0.0208333333333332,0.00173611111111111,0.0601562499999997,895,"BOWA","Seed_Dens_FAGGRA"
"c2_response",0.0312499999999999,0.00694444444444444,0.0843749999999995,895,"BOWA","Seed_Dens_FAGGRA"
"c3_response",0.0416666666666665,0.0121527777777778,0.111024305555555,895,"BOWA","Seed_Dens_FAGGRA"
"Intercept",NA,NA,NA,NA,"BOWA","Seed_Dens_TSUCAN"
"Slope",NA,NA,NA,NA,"BOWA","Seed_Dens_TSUCAN"
"c1_response",NA,NA,NA,NA,"BOWA","Seed_Dens_TSUCAN"
"c2_response",NA,NA,NA,NA,"BOWA","Seed_Dens_TSUCAN"
"c3_response",NA,NA,NA,NA,"BOWA","Seed_Dens_TSUCAN"
"Intercept",0.0104166666666659,-0.100694444444445,0.173611111111115,997,"BOWA","Seed_Dens_ASITRI"
"Slope",0.0833333333333331,0.0260416666666667,0.141145833333333,997,"BOWA","Seed_Dens_ASITRI"
"c1_response",0.093749999999999,-0.0173611111111112,0.289930555555555,997,"BOWA","Seed_Dens_ASITRI"
"c2_response",0.177083333333332,0.0173611111111111,0.413194444444448,997,"BOWA","Seed_Dens_ASITRI"
"c3_response",0.260416666666665,0.0434027777777778,0.539062500000003,997,"BOWA","Seed_Dens_ASITRI"
"Intercept",0.66362350002988,NA,NA,NA,"COLO","Tree_BA_FRAX"
"Slope",0.000447894058152745,NA,NA,NA,"COLO","Tree_BA_FRAX"
"c1_response",0.664071394088032,NA,NA,NA,"COLO","Tree_BA_FRAX"
"c2_response",0.664519288146185,NA,NA,NA,"COLO","Tree_BA_FRAX"
"c3_response",0.664967182204338,NA,NA,NA,"COLO","Tree_BA_FRAX"
"Intercept",0.623420376638749,0.19859593313382,1.17175841218015,1000,"COLO","Tree_BA_FAGGRA"
"Slope",0.0507809886235359,0.0201993277610321,0.0906454200011519,1000,"COLO","Tree_BA_FAGGRA"
"c1_response",0.674201365262285,0.227538328753594,1.23363047804569,1000,"COLO","Tree_BA_FAGGRA"
"c2_response",0.724982353885821,0.255929973782994,1.30392863825899,1000,"COLO","Tree_BA_FAGGRA"
"c3_response",0.775763342509356,0.277330613802546,1.38292451845676,1000,"COLO","Tree_BA_FAGGRA"
"Intercept",NA,NA,NA,NA,"COLO","Tree_BA_TSUCAN"
"Slope",NA,NA,NA,NA,"COLO","Tree_BA_TSUCAN"
"c1_response",NA,NA,NA,NA,"COLO","Tree_BA_TSUCAN"
"c2_response",NA,NA,NA,NA,"COLO","Tree_BA_TSUCAN"
"c3_response",NA,NA,NA,NA,"COLO","Tree_BA_TSUCAN"
"Intercept",0.0150816104583723,NA,NA,NA,"COLO","Tree_BA_ASITRI"
"Slope",0.00398609551726323,NA,NA,NA,"COLO","Tree_BA_ASITRI"
"c1_response",0.0190677059756355,NA,NA,NA,"COLO","Tree_BA_ASITRI"
"c2_response",0.0230538014928988,NA,NA,NA,"COLO","Tree_BA_ASITRI"
"c3_response",0.027039897010162,NA,NA,NA,"COLO","Tree_BA_ASITRI"
"Intercept",11.3844086709366,NA,NA,NA,"COLO","Tree_Dens_FRAX"
"Slope",-0.30026299572718,NA,NA,NA,"COLO","Tree_Dens_FRAX"
"c1_response",11.0841456752094,NA,NA,NA,"COLO","Tree_Dens_FRAX"
"c2_response",10.7838826794822,NA,NA,NA,"COLO","Tree_Dens_FRAX"
"c3_response",10.483619683755,NA,NA,NA,"COLO","Tree_Dens_FRAX"
"Intercept",15.1161816784173,7.05265680233391,24.7886466174743,951,"COLO","Tree_Dens_FAGGRA"
"Slope",1.24036539039869,0.298502669900723,2.78127200317902,951,"COLO","Tree_Dens_FAGGRA"
"c1_response",16.3565470688159,8.16522695335106,25.9332376588961,951,"COLO","Tree_Dens_FAGGRA"
"c2_response",17.5969124592146,9.12846480902587,27.5173353757386,951,"COLO","Tree_Dens_FAGGRA"
"c3_response",18.8372778496133,9.83758657486454,29.414706925936,951,"COLO","Tree_Dens_FAGGRA"
"Intercept",NA,NA,NA,NA,"COLO","Tree_Dens_TSUCAN"
"Slope",NA,NA,NA,NA,"COLO","Tree_Dens_TSUCAN"
"c1_response",NA,NA,NA,NA,"COLO","Tree_Dens_TSUCAN"
"c2_response",NA,NA,NA,NA,"COLO","Tree_Dens_TSUCAN"
"c3_response",NA,NA,NA,NA,"COLO","Tree_Dens_TSUCAN"
"Intercept",1.56931330928508,NA,NA,NA,"COLO","Tree_Dens_ASITRI"
"Slope",0.325433246762462,NA,NA,NA,"COLO","Tree_Dens_ASITRI"
"c1_response",1.89474655604754,NA,NA,NA,"COLO","Tree_Dens_ASITRI"
"c2_response",2.22017980281,NA,NA,NA,"COLO","Tree_Dens_ASITRI"
"c3_response",2.54561304957247,NA,NA,NA,"COLO","Tree_Dens_ASITRI"
"Intercept",NA,NA,NA,NA,"COLO","Sap_BA_FRAX"
"Slope",NA,NA,NA,NA,"COLO","Sap_BA_FRAX"
"c1_response",NA,NA,NA,NA,"COLO","Sap_BA_FRAX"
"c2_response",NA,NA,NA,NA,"COLO","Sap_BA_FRAX"
"c3_response",NA,NA,NA,NA,"COLO","Sap_BA_FRAX"
"Intercept",0.0475096466230265,0.0119892776180053,0.0945314335453087,994,"COLO","Sap_BA_FAGGRA"
"Slope",0.00443115004037513,0.000555418491501823,0.0104161041910972,994,"COLO","Sap_BA_FAGGRA"
"c1_response",0.0519407966634016,0.012904668175538,0.103198992132797,994,"COLO","Sap_BA_FAGGRA"
"c2_response",0.0563719467037767,0.0147612620602725,0.111217312685502,994,"COLO","Sap_BA_FAGGRA"
"c3_response",0.0608030967441518,0.0163184978483715,0.120836593636564,994,"COLO","Sap_BA_FAGGRA"
"Intercept",NA,NA,NA,NA,"COLO","Sap_BA_TSUCAN"
"Slope",NA,NA,NA,NA,"COLO","Sap_BA_TSUCAN"
"c1_response",NA,NA,NA,NA,"COLO","Sap_BA_TSUCAN"
"c2_response",NA,NA,NA,NA,"COLO","Sap_BA_TSUCAN"
"c3_response",NA,NA,NA,NA,"COLO","Sap_BA_TSUCAN"
"Intercept",0.439413045974854,0.165273023041194,0.79582840673142,1000,"COLO","Sap_BA_ASITRI"
"Slope",-0.0109227346000343,-0.0484378126705667,0.0232679843907557,1000,"COLO","Sap_BA_ASITRI"
"c1_response",0.428490311374819,0.173619115467469,0.764390949987533,1000,"COLO","Sap_BA_ASITRI"
"c2_response",0.417567576774785,0.170994299558161,0.730321830183701,1000,"COLO","Sap_BA_ASITRI"
"c3_response",0.406644842174751,0.174902853547455,0.704208925352043,1000,"COLO","Sap_BA_ASITRI"
"Intercept",NA,NA,NA,NA,"COLO","Sap_Dens_FRAX"
"Slope",NA,NA,NA,NA,"COLO","Sap_Dens_FRAX"
"c1_response",NA,NA,NA,NA,"COLO","Sap_Dens_FRAX"
"c2_response",NA,NA,NA,NA,"COLO","Sap_Dens_FRAX"
"c3_response",NA,NA,NA,NA,"COLO","Sap_Dens_FRAX"
"Intercept",0.00413602131086386,0.0016726349361235,0.00878717063865492,644,"COLO","Sap_Dens_FAGGRA"
"Slope",-0.000139134909897698,-0.000524950155820078,-0.000115448618409157,644,"COLO","Sap_Dens_FAGGRA"
"c1_response",0.00399688640096617,0.0015361251575642,0.0084686302817906,644,"COLO","Sap_Dens_FAGGRA"
"c2_response",0.00385775149106847,0.00139905070790955,0.00818880243713282,644,"COLO","Sap_Dens_FAGGRA"
"c3_response",0.00371861658117077,0.00126157958034555,0.00792273650833179,644,"COLO","Sap_Dens_FAGGRA"
"Intercept",NA,NA,NA,NA,"COLO","Sap_Dens_TSUCAN"
"Slope",NA,NA,NA,NA,"COLO","Sap_Dens_TSUCAN"
"c1_response",NA,NA,NA,NA,"COLO","Sap_Dens_TSUCAN"
"c2_response",NA,NA,NA,NA,"COLO","Sap_Dens_TSUCAN"
"c3_response",NA,NA,NA,NA,"COLO","Sap_Dens_TSUCAN"
"Intercept",0.0690527562604374,0.0294816485284825,0.118042756992945,1000,"COLO","Sap_Dens_ASITRI"
"Slope",-0.00762101912822525,-0.0151862610835142,-0.00262911438784858,1000,"COLO","Sap_Dens_ASITRI"
"c1_response",0.0614317371322122,0.0265339727860579,0.103716344068669,1000,"COLO","Sap_Dens_ASITRI"
"c2_response",0.0538107180039869,0.0239661412641062,0.0898752781831298,1000,"COLO","Sap_Dens_ASITRI"
"c3_response",0.0461896988757617,0.0204330237142984,0.076347738565719,1000,"COLO","Sap_Dens_ASITRI"
"Intercept",-0.12268212002624,NA,NA,NA,"COLO","Seed_Dens_FRAX"
"Slope",0.111625619291463,NA,NA,NA,"COLO","Seed_Dens_FRAX"
"c1_response",-0.0110565007347767,NA,NA,NA,"COLO","Seed_Dens_FRAX"
"c2_response",0.100569118556686,NA,NA,NA,"COLO","Seed_Dens_FRAX"
"c3_response",0.21219473784815,NA,NA,NA,"COLO","Seed_Dens_FRAX"
"Intercept",0.023295274778017,-0.0283972485996794,0.0889773304420753,995,"COLO","Seed_Dens_FAGGRA"
"Slope",0.00173582058660772,-0.0146858436107742,0.0207453718550557,995,"COLO","Seed_Dens_FAGGRA"
"c1_response",0.0250310953646247,-0.00869167854166226,0.0749086151497467,995,"COLO","Seed_Dens_FAGGRA"
"c2_response",0.0267669159512324,0.00370317217464021,0.0623516281218157,995,"COLO","Seed_Dens_FAGGRA"
"c3_response",0.0285027365378402,0.00836969755346366,0.056289787455914,995,"COLO","Seed_Dens_FAGGRA"
"Intercept",NA,NA,NA,NA,"COLO","Seed_Dens_TSUCAN"
"Slope",NA,NA,NA,NA,"COLO","Seed_Dens_TSUCAN"
"c1_response",NA,NA,NA,NA,"COLO","Seed_Dens_TSUCAN"
"c2_response",NA,NA,NA,NA,"COLO","Seed_Dens_TSUCAN"
"c3_response",NA,NA,NA,NA,"COLO","Seed_Dens_TSUCAN"
"Intercept",0.449879192329994,0.0779926958616678,0.961447372859757,1000,"COLO","Seed_Dens_ASITRI"
"Slope",0.0469406945965272,-0.0477301337189688,0.137769768294882,1000,"COLO","Seed_Dens_ASITRI"
"c1_response",0.496819886926521,0.16657712568446,0.975578507715067,1000,"COLO","Seed_Dens_ASITRI"
"c2_response",0.543760581523049,0.230822252795859,0.992723776377858,1000,"COLO","Seed_Dens_ASITRI"
"c3_response",0.590701276119576,0.26668305623715,1.05193943838081,1000,"COLO","Seed_Dens_ASITRI"
"Intercept",0.0654311586535484,NA,NA,NA,"FRSP","Tree_BA_FRAX"
"Slope",0.00221421754807693,NA,NA,NA,"FRSP","Tree_BA_FRAX"
"c1_response",0.0676453762016253,NA,NA,NA,"FRSP","Tree_BA_FRAX"
"c2_response",0.0698595937497022,NA,NA,NA,"FRSP","Tree_BA_FRAX"
"c3_response",0.0720738112977792,NA,NA,NA,"FRSP","Tree_BA_FRAX"
"Intercept",0.766054955929289,0.249798661798772,1.41868217998888,1000,"FRSP","Tree_BA_FAGGRA"
"Slope",0.0900890420673083,0.0535925578425508,0.13284464248798,1000,"FRSP","Tree_BA_FAGGRA"
"c1_response",0.856143997996598,0.328008401372384,1.53890794552308,1000,"FRSP","Tree_BA_FAGGRA"
"c2_response",0.946233040063906,0.39519236750801,1.63219421083294,1000,"FRSP","Tree_BA_FAGGRA"
"c3_response",1.03632208213121,0.466835865625027,1.74659783195871,1000,"FRSP","Tree_BA_FAGGRA"
"Intercept",NA,NA,NA,NA,"FRSP","Tree_BA_TSUCAN"
"Slope",NA,NA,NA,NA,"FRSP","Tree_BA_TSUCAN"
"c2_response",NA,NA,NA,NA,"FRSP","Tree_BA_TSUCAN"
"c1_response",NA,NA,NA,NA,"FRSP","Tree_BA_TSUCAN"
"c3_response",NA,NA,NA,NA,"FRSP","Tree_BA_TSUCAN"
"Intercept",NA,NA,NA,NA,"FRSP","Tree_BA_ASITRI"
"Slope",NA,NA,NA,NA,"FRSP","Tree_BA_ASITRI"
"c2_response",NA,NA,NA,NA,"FRSP","Tree_BA_ASITRI"
"c1_response",NA,NA,NA,NA,"FRSP","Tree_BA_ASITRI"
"c3_response",NA,NA,NA,NA,"FRSP","Tree_BA_ASITRI"
"Intercept",NA,NA,NA,NA,"FRSP","Tree_Dens_FRAX"
"Slope",NA,NA,NA,NA,"FRSP","Tree_Dens_FRAX"
"c2_response",NA,NA,NA,NA,"FRSP","Tree_Dens_FRAX"
"c1_response",NA,NA,NA,NA,"FRSP","Tree_Dens_FRAX"
"c3_response",NA,NA,NA,NA,"FRSP","Tree_Dens_FRAX"
"Intercept",10.3365384615394,4.72756410256417,17.3898237179503,1000,"FRSP","Tree_Dens_FAGGRA"
"Slope",3.36538461538462,1.68269230769231,5.52884615384615,1000,"FRSP","Tree_Dens_FAGGRA"
"c1_response",13.701923076924,7.73237179487169,20.9535256410268,1000,"FRSP","Tree_Dens_FAGGRA"
"c2_response",17.0673076923087,10.2544070512809,24.6854967948717,1000,"FRSP","Tree_Dens_FAGGRA"
"c3_response",20.4326923076933,12.3788060897437,29.4160657051306,1000,"FRSP","Tree_Dens_FAGGRA"
"Intercept",NA,NA,NA,NA,"FRSP","Tree_Dens_TSUCAN"
"Slope",NA,NA,NA,NA,"FRSP","Tree_Dens_TSUCAN"
"c2_response",NA,NA,NA,NA,"FRSP","Tree_Dens_TSUCAN"
"c1_response",NA,NA,NA,NA,"FRSP","Tree_Dens_TSUCAN"
"c3_response",NA,NA,NA,NA,"FRSP","Tree_Dens_TSUCAN"
"Intercept",NA,NA,NA,NA,"FRSP","Tree_Dens_ASITRI"
"Slope",NA,NA,NA,NA,"FRSP","Tree_Dens_ASITRI"
"c2_response",NA,NA,NA,NA,"FRSP","Tree_Dens_ASITRI"
"c1_response",NA,NA,NA,NA,"FRSP","Tree_Dens_ASITRI"
"c3_response",NA,NA,NA,NA,"FRSP","Tree_Dens_ASITRI"
"Intercept",0.0266351406915829,NA,NA,NA,"FRSP","Sap_BA_FRAX"
"Slope",0.00156051309261423,NA,NA,NA,"FRSP","Sap_BA_FRAX"
"c1_response",0.0281956537841972,NA,NA,NA,"FRSP","Sap_BA_FRAX"
"c2_response",0.0297561668768114,NA,NA,NA,"FRSP","Sap_BA_FRAX"
"c3_response",0.0313166799694256,NA,NA,NA,"FRSP","Sap_BA_FRAX"
"Intercept",0.0688362485979223,0.0229467532440556,0.129373283304462,1000,"FRSP","Sap_BA_FAGGRA"
"Slope",0.00773221023464223,-0.0134751959697242,0.0283686013645886,1000,"FRSP","Sap_BA_FAGGRA"
"c1_response",0.0765684588325645,0.0345178226915214,0.127112762096041,1000,"FRSP","Sap_BA_FAGGRA"
"c2_response",0.0843006690672068,0.0409445288147867,0.137516525155019,1000,"FRSP","Sap_BA_FAGGRA"
"c3_response",0.092032879301849,0.0412456553997772,0.15625403286456,1000,"FRSP","Sap_BA_FAGGRA"
"Intercept",NA,NA,NA,NA,"FRSP","Sap_BA_TSUCAN"
"Slope",NA,NA,NA,NA,"FRSP","Sap_BA_TSUCAN"
"c2_response",NA,NA,NA,NA,"FRSP","Sap_BA_TSUCAN"
"c1_response",NA,NA,NA,NA,"FRSP","Sap_BA_TSUCAN"
"c3_response",NA,NA,NA,NA,"FRSP","Sap_BA_TSUCAN"
"Intercept",NA,NA,NA,NA,"FRSP","Sap_BA_ASITRI"
"Slope",NA,NA,NA,NA,"FRSP","Sap_BA_ASITRI"
"c2_response",NA,NA,NA,NA,"FRSP","Sap_BA_ASITRI"
"c1_response",NA,NA,NA,NA,"FRSP","Sap_BA_ASITRI"
"c3_response",NA,NA,NA,NA,"FRSP","Sap_BA_ASITRI"
"Intercept",0.00143609093025424,NA,NA,NA,"FRSP","Sap_Dens_FRAX"
"Slope",-0.0000566877998784591,NA,NA,NA,"FRSP","Sap_Dens_FRAX"
