"Plot_Name","Park","Network","Year","hummod300m","DBI","x","y","PROVINCE","Physiographic_Class","cancov","tmax","precip","stage_fac","QMD","mDBH","Tree_BA_Total","Tree_Dens_Total","Sap_Dens_NatCan","Seed_Dens_NatCan","Sap_Dens_NatOth","Seed_Dens_NatOth","Sap_Dens_Exotic","Seed_Dens_Exotic","stock_final","Sap_Dens_Total","Seed_Dens_Total","Sor_seed","Sor_sap","avg.cover","dm_park"
"BLUE-044","BLUE","ERMN",2017,0.0000000000000000599118513517134,3,1309959.94405097,1720588.3736246,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","mesic",90,-0.0244104713201523,0.0718305259943008,"Mosaic",36.4391838224604,35.2470588235294,25.0809919834656,240.50080289442,0,0,0,0,0,0,0,0,0,0,0,12.28333333,0
"BLUE-047","BLUE","ERMN",2016,0.00000000102778430211004,3,1310699.48838726,1720713.23121121,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","mesic",88,-0.0269611403346062,0.0732488185167313,"Mature",26.7853154732215,24.35625,25.5095040966221,452.707393683613,0,0.0198886237072395,0,0.0596658711217183,0,0.0198886237072395,0.25,0,0.0994431185361973,0.2,0,12.825,0
"BLUE-049","BLUE","ERMN",2016,0,3,1311183.32475968,1720793.30078548,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry-mesic",89,-0.0269611403346062,0.0732488185167313,"Late Succ.",25.5055372896246,20.972972972973,26.7441736504765,523.442923946678,0.0596658711217184,0.656324582338902,0.37788385043755,1.53142402545744,0,0,34.5,0.437549721559268,2.18774860779634,0.470588235294118,0.727272727272727,6.058333333,0
"BLUE-063","BLUE","ERMN",2016,0.00000000102738839657945,2,1309384.42122353,1719470.82528835,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry-mesic",87,-0.0244104713201523,0.0718305259943008,"Mosaic",34.0248186727613,31.1571428571429,45.0213163902868,495.148711841452,0.0795544948289578,0.278440731901352,0,0.417661097852029,0,0,27.25,0.0795544948289578,0.696101829753381,0.111111111111111,0.181818181818182,0,0
"BLUE-071","BLUE","ERMN",2018,0,2,1309452.62697214,1718985.58084005,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry-mesic",87,-0.0244104713201523,0.0718305259943008,"Late Succ.",30.3746829388615,25.9863636363636,22.5530194053132,311.236333157484,0,0.517104216388226,0.0994431185361973,1.19331742243436,0,0,13,0.0994431185361973,1.71042163882259,0.476190476190476,0,0.025,0
"BLUE-072","BLUE","ERMN",2019,0.000000000000000929741797026302,3,1307916.39721884,1718477.17684535,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry",92,-0.0244104713201523,0.0718305259943008,"Mature",29.2430593772117,26.8739130434783,43.7081022083168,650.766878420194,0,0.0596658711217184,0,0.119331742243437,0,0,1.5,0,0.178997613365155,0.181818181818182,0,0,0
"BLUE-074","BLUE","ERMN",2018,0,3,1308891.52827773,1718628.28473511,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","mesic",83,-0.0244104713201523,0.0718305259943008,"Late Succ.",55.0653520827752,50.55,33.6911121176248,141.471060526129,0.178997613365155,0.397772474144789,0,0.01988862370724,0,0,151.5,0.178997613365155,0.417661097852029,0.285714285714286,0.4,11.025,0
"BLUE-079","BLUE","ERMN",2018,0,3,1309048.81844722,1718402.71120691,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","mesic",92,-0.0244104713201523,0.0718305259943008,"Mosaic",35.561697559781,32.8566666666667,42.1545763532839,424.413181578388,0.0397772474144789,0.815433571996818,0.0397772474144789,0.477326968973742,0,0,25.25,0.0795544948289578,1.29276054097056,0.272727272727273,0.153846153846154,0,0
"BLUE-083","BLUE","ERMN",2018,0.00000000175451841943897,2,1309211.18529577,1718183.06055753,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","mesic",94,-0.0244104713201523,0.0718305259943008,"Mature",28.0728726080996,25.1617647058824,29.7722140646689,481.001605788839,0.0596658711217184,0,0,0.0397772474144789,0,0,0,0.0596658711217184,0.0397772474144789,0,0.266666666666667,0,0
"BLUE-089","BLUE","ERMN",2016,0,2,1306852.72707963,1717262.49269285,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","mesic",90,-0.0244104713201523,0.0718305259943008,"Late Succ.",30.4267325329484,26.7657894736842,39.0888358509324,537.590029999291,0.0596658711217184,0.0994431185361973,0.0397772474144789,1.11376292760541,0,0,1.75,0.0994431185361973,1.21320604614161,0.117647058823529,0.307692307692308,0,0
"BLUE-095","BLUE","ERMN",2019,0.00999999884516001,4,1307732.66235631,1717173.41899658,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry-mesic",94,-0.0244104713201523,0.0718305259943008,"Mature",27.4869287116622,25.24375,26.8633961514921,452.707393683613,0.0198886237072395,0.318217979315831,0,1.13365155131265,0,0,4.25,0.0198886237072395,1.45186953062848,0.545454545454545,0.333333333333333,0.008333333,0
"BLUE-099","BLUE","ERMN",2019,0,3,1307246.98476919,1716342.25267301,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry-mesic",87,-0.0253008659929037,0.068632036447525,"Late Succ.",24.563154753178,20.7428571428571,18.770888338844,396.118969473162,0.0198886237072395,0.0596658711217184,0.0397772474144789,0.636435958631663,0,0,13.25,0.0596658711217184,0.696101829753381,0.125,0.153846153846154,0.291666667,0
"BLUE-104","BLUE","ERMN",2017,0,3,1307875.55593857,1716155.89035703,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry-mesic",90,-0.0253008659929037,0.068632036447525,"Mosaic",27.0386112809072,23.805,32.4928093154781,565.884242104517,0,0.0596658711217184,0,0.37788385043755,0,0,1,0,0.437549721559268,0.266666666666667,0,0,0
