"Plot_Name","Park","Network","Year","hummod300m","DBI","x","y","PROVINCE","Physiographic_Class","cancov","tmax","precip","stage_fac","QMD","mDBH","Tree_BA_Total","Tree_Dens_Total","Sap_Dens_NatCan","Seed_Dens_NatCan","Sap_Dens_NatOth","Seed_Dens_NatOth","Sap_Dens_Exotic","Seed_Dens_Exotic","stock_final","Sap_Dens_Total","Seed_Dens_Total","Sor_seed","Sor_sap","avg.cover","dm_park"
"NERI-171","NERI","ERMN",2016,0.00000000497605601168516,3,1294630.16534561,1748435.31308845,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry",90,-0.046043187379837,0.0657185167074203,"Mosaic",28.8186089570996,25.5777777777778,33.2205665728427,509.295817894065,0.0795544948289578,1.13365155131265,0.0198886237072395,2.08830548926014,0,0,29.25,0.0994431185361973,3.22195704057279,0.4,0.5,0,0
"NERI-174","NERI","ERMN",2017,0.03999999538064,3,1297566.11691092,1748897.57577527,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","mesic",0,-0.045910406857729,0.0759902745485306,"Late Succ.",30.1537725666292,25.5121212121212,33.3392446281408,466.854499736226,0.0596658711217184,0.119331742243437,0.0198886237072394,0.596658711217184,0.0397772474144789,0.159108989657916,1.5,0.119331742243437,0.875099443118536,0.470588235294118,0.4,5.066666667,0
"NERI-179","NERI","ERMN",2016,0.00000000514974862753093,3,1305643.39055447,1750185.23803176,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry",90,-0.0485879518091679,0.099509060382843,"Mature",32.2561961102049,29.453125,36.9942976196691,452.707393683613,0.119331742243437,0.218774860779634,0.019888623707239,0.198886237072395,0,0,40.5,0.139220365950676,0.417661097852029,0.352941176470588,0.307692307692308,0,0
"NERI-180","NERI","ERMN",2018,0,3,1306372.97999454,1750309.53148979,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry",88,-0.0485879518091679,0.099509060382843,"Mature",22.8249066512081,19.4909090909091,25.470015115391,622.472666314968,0.119331742243437,0.616547334924423,0,0.01988862370724,0,0,46.25,0.119331742243437,0.636435958631663,0.571428571428571,0.444444444444444,0,0
"NERI-181","NERI","ERMN",2019,0,3,1307100.48480162,1750402.80304776,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry",90,-0.0506527610123158,0.105060867965221,"Late Succ.",30.0654511250264,25.8540540540541,37.1617091222602,523.442923946678,0.0795544948289578,0.258552108194113,0,0.019888623707239,0,0,16.25,0.0795544948289578,0.278440731901352,0.666666666666667,0.375,0.008333333,0
"NERI-182","NERI","ERMN",2017,0,3,1307819.81487723,1750528.52669704,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry-mesic",88,-0.0506527610123158,0.105060867965221,"Mature",29.4251335570203,26.5969696969697,31.7474853503683,466.854499736226,0.119331742243437,0.198886237072395,0.019888623707239,0.278440731901352,0,0,15,0.139220365950676,0.477326968973747,0.315789473684211,0.444444444444444,0,0
"NERI-183","NERI","ERMN",2018,0,2,1292899.84112904,1747406.98059321,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","mesic",88,-0.046043187379837,0.0657185167074203,"Mature",33.8887057144412,30.95625,20.4168366322225,226.353696841807,0.0994431185361973,0.37788385043755,0.0198886237072397,0.079554494828958,0,0.0596658711217184,115.75,0.119331742243437,0.517104216388226,0.315789473684211,0.166666666666667,0,0
"NERI-184","NERI","ERMN",2016,0.0100000016391277,3,1293695.00082991,1747547.89439332,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","mesic",94,-0.046043187379837,0.0657185167074203,"Mature",26.2838172193281,23.9095238095238,32.2392309447252,594.178454209743,0.0596658711217184,0.35799522673031,0.0596658711217186,0.71599045346062,0,0.0795544948289578,30.75,0.119331742243437,1.15354017501989,0.3,0.117647058823529,6.491666667,0
"NERI-190","NERI","ERMN",2016,0,3,1302462.8662329,1748914.93788306,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry",88,-0.0465265475213528,0.0957482010126114,"Pole",20.485036957019,18.1239130434783,21.4481501549877,650.766878420194,0.178997613365155,1.67064439140811,0.039777247414479,0.59665871121719,0,0,59.75,0.218774860779634,2.2673031026253,0.736842105263158,0.461538461538462,0,0
"NERI-193","NERI","ERMN",2016,0.0000000302692875209232,3,1306865.26386801,1749605.35487989,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","mesic",88,-0.0506527610123158,0.105060867965221,"Late Succ.",29.5836597943741,26.080487804878,39.8699932331695,580.03134815713,0.198886237072395,0.218774860779634,0,0.059665871121718,0,0,65.25,0.198886237072395,0.278440731901352,0.25,0.266666666666667,0,0
"NERI-194","NERI","ERMN",2017,0,3,1307595.99159362,1749728.8018487,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry-mesic",86,-0.0506527610123158,0.105060867965221,"Mature",28.5006140284731,25.8833333333333,32.4914759790269,509.295817894065,0,1.21320604614161,0,0.37788385043755,0,0,15.5,0,1.59108989657916,0.631578947368421,0,0,0
"NERI-198","NERI","ERMN",2019,0.0000000000000000284912865960458,2,1295607.63301649,1747046.32929,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry-mesic",89,-0.046043187379837,0.0657185167074203,"Late Succ.",30.5131253123395,26.7081632653061,50.6906629809876,693.208196578033,0.0198886237072395,0.338106603023071,0.0198886237072394,0.079554494828958,0,0,29.5,0.0397772474144789,0.417661097852029,0.5,0.2,0,0
"NERI-203","NERI","ERMN",2019,0,2,1300008.12824158,1747754.9995538,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","mesic",88,-0.0465265475213528,0.0957482010126114,"Mosaic",27.2158599037956,23.4727272727273,27.159174620927,466.854499736226,0.0397772474144789,1.35242641209228,0.0198886237072395,1.15354017501989,0,0,49.75,0.0596658711217184,2.50596658711217,0.705882352941177,0.222222222222222,0,0
"NERI-205","NERI","ERMN",2018,0.0100000016391277,3,1301477.03492964,1747992.89734775,"Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province","dry",89,-0.0465265475213528,0.0957482010126114,"Mature",31.6947471988656,28.835,44.6470821818331,565.884242104517,0.0994431185361973,0.795544948289578,0.0397772474144787,0.119331742243437,0,0,23.25,0.139220365950676,0.914876690533015,0.5,0.444444444444444,0,0
