"park","Network","metric","mean","lower95","upper95"
"FRHI","ERMN","Seed_Dens_NatCan",0.44848846459825,0.277421439936356,0.646380270485282
"GARI","ERMN","Seed_Dens_NatCan",0.592870401939614,0.388757626282366,0.830681516839035
"JOFL","ERMN","Seed_Dens_NatCan",0.318217979315831,0.208789114293291,0.454123574648634
"NERI","ERMN","Seed_Dens_NatCan",0.748553200118552,0.489996217261766,1.080849205235
"APCO","MIDN","Seed_Dens_NatCan",0.654761904761905,0.372023809523809,1.0030505952381
"BOWA","MIDN","Seed_Dens_NatCan",1.83333333333333,0.75,3.49010416666667
"COLO","NCBN","Seed_Dens_NatCan",0.421985815602837,0.155758556891767,0.709242984890534
"FRSP","MIDN","Seed_Dens_NatCan",0.705128205128205,0.478265224358974,0.973717948717949
"GETT","MIDN","Seed_Dens_NatCan",0.921717171717171,0.580681818181818,1.28787878787879
"GEWA","NCBN","Seed_Dens_NatCan",0.3125,0.155989583333333,0.479166666666667
"HOFU","MIDN","Seed_Dens_NatCan",1.15104166666667,0.375,2.39088541666667
"PETE","MIDN","Seed_Dens_NatCan",0.753205128205128,0.354166666666667,1.4296875
"RICH","MIDN","Seed_Dens_NatCan",0.416666666666667,0.210872395833333,0.671940104166667
"SAHI","NCBN","Seed_Dens_NatCan",0.25,0,0.5
"THST","NCBN","Seed_Dens_NatCan",0.0937500000000001,0.0208333333333333,0.197916666666667
"VAFO","MIDN","Seed_Dens_NatCan",0.264880952380952,0.163690476190476,0.380952380952381
"ANTI","NCRN","Seed_Dens_NatCan",0.698717948717949,0.275480769230769,1.18012820512821
"CATO","NCRN","Seed_Dens_NatCan",0.166666666666667,0.105902777777778,0.24483322251773
"CHOH","NCRN","Seed_Dens_NatCan",0.163288288288288,0.109972222222222,0.237471461187215
"GWMP","NCRN","Seed_Dens_NatCan",0.191666666666667,0.0166666666666667,0.52125
"HAFE","NCRN","Seed_Dens_NatCan",0.0458333333333333,0.00833333333333333,0.1
"MANA","NCRN","Seed_Dens_NatCan",0.303921568627451,0.137254901960784,0.485294117647059
"MONO","NCRN","Seed_Dens_NatCan",0.311111111111111,0.116666666666667,0.550138888888889
"NACE","NCRN","Seed_Dens_NatCan",0.413120567375887,0.199258017267962,0.689716312056738
"PRWI","NCRN","Seed_Dens_NatCan",0.292528735632184,0.19941091954023,0.39948275862069
"ROCR","NCRN","Seed_Dens_NatCan",0.513157894736842,0.122697368421052,1.09649122807018
"WOTR","NCRN","Seed_Dens_NatCan",1.61111111111111,0.207986111111111,3.29166666666666
"ACAD","NETN","Seed_Dens_NatCan",0.449754104288711,0.339300673802464,0.580902250427907
"MABI","NETN","Seed_Dens_NatCan",0.507159904534606,0.220929461681251,0.839797136038186
"MIMA","NETN","Seed_Dens_NatCan",0.247944842216919,0.144457703526916,0.380535666931849
"MORR","NETN","Seed_Dens_NatCan",0.252869644277759,0.0909194226616662,0.469892412016516
"ROVA","NETN","Seed_Dens_NatCan",0.333465924158048,0.216769424555821,0.482663749668523
"SAGA","NETN","Seed_Dens_NatCan",0.154057910621156,0.092182192420856,0.222310616105365
"SARA","NETN","Seed_Dens_NatCan",0.282584195173694,0.174854150092814,0.399429859453725
"WEFA","NETN","Seed_Dens_NatCan",0.267833465924158,0.124635375232034,0.45346062052506
"ALPO","ERMN","Sor_sap",0.144349337531156,0.0765938606847698,0.21062696772924
"BLUE","ERMN","Sor_sap",0.188426850926851,0.135073766511267,0.247303474303474
"DEWA","ERMN","Sor_sap",0.198688233335292,0.158913028338142,0.239570619065991
"FONE","ERMN","Sor_sap",0.0965909090909091,0.03,0.179778409090909
"FRHI","ERMN","Sor_sap",0.138809523809524,0.0725892857142857,0.213098214285714
"GARI","ERMN","Sor_sap",0.276980049984252,0.218289233045435,0.34086079601787
"JOFL","ERMN","Sor_sap",0.278775853775854,0.186017316017316,0.385130621693122
"NERI","ERMN","Sor_sap",0.265802650104235,0.234758313859798,0.298080990956321
"APCO","MIDN","Sor_sap",0.403851126580368,0.329384396296377,0.477098887086679
"BOWA","MIDN","Sor_sap",0.486600525377615,0.374122807017544,0.605311884323107
"COLO","NCBN","Sor_sap",0.319053759479291,0.265569115675499,0.371327016189806
"FRSP","MIDN","Sor_sap",0.349298724779494,0.314873379825303,0.381151922329807
"GETT","MIDN","Sor_sap",0.274357040266131,0.212023616114525,0.342664587096405
"GEWA","NCBN","Sor_sap",0.295039682539682,0.190863095238095,0.379771825396825
"HOFU","MIDN","Sor_sap",0.173065476190476,0.0499776785714286,0.3078125
"PETE","MIDN","Sor_sap",0.430095972403665,0.385862977834132,0.475212517183671
"RICH","MIDN","Sor_sap",0.387017496392496,0.319567281676657,0.462781610750361
"SAHI","NCBN","Sor_sap",0.245039682539683,0.0714285714285715,0.395833333333333
"THST","NCBN","Sor_sap",0.363320707070707,0.217755681818182,0.506952335858586
"VAFO","MIDN","Sor_sap",0.288463718820862,0.199786706349206,0.378862670068027
"ANTI","NCRN","Sor_sap",0.284493284493284,0.181788766788767,0.399026251526251
"CATO","NCRN","Sor_sap",0.164037209955577,0.115572451924493,0.211776500143847
"CHOH","NCRN","Sor_sap",0.271785247432306,0.219703089720737,0.32517987012987
"GWMP","NCRN","Sor_sap",0.291267066267066,0.210528971028971,0.374376914751915
"HAFE","NCRN","Sor_sap",0.203993228993229,0.126632964257964,0.288384615384615
"MANA","NCRN","Sor_sap",0.250177926648515,0.14853255404726,0.374551428963194
"MONO","NCRN","Sor_sap",0.251024531024531,0.135873015873016,0.371340548340548
"NACE","NCRN","Sor_sap",0.306125471750472,0.253023108257483,0.360231345621971
"PRWI","NCRN","Sor_sap",0.383252711903828,0.357297462538588,0.408022881023642
"ROCR","NCRN","Sor_sap",0.30280479754164,0.209381933855618,0.395340142313826
"WOTR","NCRN","Sor_sap",0.390079365079365,0.3,0.483333333333333
"ACAD","NETN","Sor_sap",0.428467712842713,0.388308644480519,0.468366815476191
"MABI","NETN","Sor_sap",0.212962962962963,0.125752314814815,0.307948082010582
"MIMA","NETN","Sor_sap",0.204285714285714,0.109982142857143,0.311928571428571
"MORR","NETN","Sor_sap",0.0734977324263039,0.0231894841269841,0.130924036281179
"ROVA","NETN","Sor_sap",0.2584613997114,0.193776154401154,0.326319264069264
"SAGA","NETN","Sor_sap",0.28718820861678,0.197959183673469,0.376609977324263
"SARA","NETN","Sor_sap",0.135763888888889,0.0645833333333333,0.211145833333333
"WEFA","NETN","Sor_sap",0.119047619047619,0.0285714285714286,0.214285714285714
"ALPO","ERMN","Hor_sap",0.565050024776412,0.392005426696957,0.744654347174679
"BLUE","ERMN","Hor_sap",0.575017412486422,0.460790578896792,0.683083697989818
"DEWA","ERMN","Hor_sap",0.353395029177628,0.282611755169503,0.431421755443654
"FONE","ERMN","Hor_sap",0.561683956533745,0.365980884016245,0.750950701361715
"FRHI","ERMN","Hor_sap",0.368861658030468,0.200774106122307,0.534003267455886
"GARI","ERMN","Hor_sap",0.517710009831722,0.428114491667864,0.609976925800545
"JOFL","ERMN","Hor_sap",0.459246810263358,0.278114535502034,0.655735815655709
"NERI","ERMN","Hor_sap",0.581076189728407,0.523769310970621,0.637865538035927
"APCO","MIDN","Hor_sap",0.661349863825356,0.560192854421129,0.757688846169945
"BOWA","MIDN","Hor_sap",0.589652153451746,0.433172124817416,0.762051786043153
"COLO","NCBN","Hor_sap",0.526170285566829,0.433871743978947,0.608291467745521
"FRSP","MIDN","Hor_sap",0.680288949135934,0.630335845852872,0.727323807609155
"GETT","MIDN","Hor_sap",0.676235117862217,0.553141763250495,0.781198169213534
"GEWA","NCBN","Hor_sap",0.541418259560019,0.293394714271666,0.797582428681823
"HOFU","MIDN","Hor_sap",0.401817600912836,0.18740038859954,0.61555363364763
"PETE","MIDN","Hor_sap",0.624561995543017,0.554930293554803,0.69003461555382
"RICH","MIDN","Hor_sap",0.657523800466382,0.578908404243072,0.74056397134102
"SAHI","NCBN","Hor_sap",0.662842558733164,0.37424788008033,0.914012738853503
"THST","NCBN","Hor_sap",0.640351316902732,0.431280777458162,0.825696214519073
"VAFO","MIDN","Hor_sap",0.476351587360493,0.337265970729231,0.611187463206481
"ANTI","NCRN","Hor_sap",0.576282488692645,0.390194818193059,0.771154679972803
"CATO","NCRN","Hor_sap",0.408810202953272,0.303193776100372,0.523235236982234
"CHOH","NCRN","Hor_sap",0.596595562634183,0.507948452425001,0.674933377753716
"GWMP","NCRN","Hor_sap",0.548878504404458,0.381465422059017,0.700832073491094
"HAFE","NCRN","Hor_sap",0.7034659794879,0.568964281255997,0.831161466310157
"MANA","NCRN","Hor_sap",0.609127685332685,0.43303592341172,0.789392633456136
"MONO","NCRN","Hor_sap",0.408642385080454,0.221353580040264,0.602627216880906
"NACE","NCRN","Hor_sap",0.618413651156273,0.535990225837664,0.69531757149775
"PRWI","NCRN","Hor_sap",0.542439580423879,0.501768793272137,0.58236195948571
"ROCR","NCRN","Hor_sap",0.61721093187961,0.490216921064293,0.739425735009195
"WOTR","NCRN","Hor_sap",0.560643929489667,0.388452222206003,0.751165115272546
"ACAD","NETN","Hor_sap",0.366589440878538,0.313418323698984,0.41756625623075
"MABI","NETN","Hor_sap",0.472598020982737,0.3173922482781,0.633787784302941
"MIMA","NETN","Hor_sap",0.373002920841679,0.207767592837481,0.554455140698722
"MORR","NETN","Hor_sap",0.124840698409824,0.0369973105679532,0.231499914152871
"ROVA","NETN","Hor_sap",0.320874073774959,0.217574025283484,0.423784400932428
"SAGA","NETN","Hor_sap",0.530116017582838,0.38613061913232,0.676496667190122
"SARA","NETN","Hor_sap",0.511437748258928,0.361946329707661,0.663800405789943
"WEFA","NETN","Hor_sap",0.449162092704142,0.1925,0.724713875386655
"ALPO","ERMN","Sor_seed",0.260477527522982,0.198692437612892,0.326097132034632
"BLUE","ERMN","Sor_seed",0.302576409956187,0.250012206118988,0.352232762005048
"DEWA","ERMN","Sor_seed",0.379401414771047,0.334692755872918,0.427572581796734
"FONE","ERMN","Sor_seed",0.356878958076966,0.284208066174414,0.43320368169431
"FRHI","ERMN","Sor_seed",0.315822372072372,0.220887445887446,0.404837873931624
"GARI","ERMN","Sor_seed",0.358420528728828,0.292426252066439,0.419591039350963
"JOFL","ERMN","Sor_seed",0.337378307966543,0.234310011883541,0.435089240824535
"NERI","ERMN","Sor_seed",0.430904423362151,0.399528555947371,0.464693690158991
"APCO","MIDN","Sor_seed",0.199880663220999,0.143785440749727,0.261327488308843
"BOWA","MIDN","Sor_seed",0.254043810506659,0.148416629809818,0.356422566833751
"COLO","NCBN","Sor_seed",0.219804427251236,0.163438374691699,0.273418263248426
"FRSP","MIDN","Sor_seed",0.246687836421999,0.210578557393461,0.286588969257238
"GETT","MIDN","Sor_seed",0.190269662996936,0.146067112601204,0.232512666205848
"GEWA","NCBN","Sor_seed",0.196527777777778,0.0805555555555555,0.320850694444444
"HOFU","MIDN","Sor_seed",0.303933566433566,0.178622341200466,0.427144886363636
"PETE","MIDN","Sor_seed",0.250750531519762,0.200618558791636,0.297951063359717
"RICH","MIDN","Sor_seed",0.234799228549228,0.166960418054168,0.307930233828671
"SAHI","NCBN","Sor_seed",0.145833333333333,0,0.3125
"THST","NCBN","Sor_seed",0.143055555555555,0.0277777777777777,0.270833333333333
"VAFO","MIDN","Sor_seed",0.175161346589918,0.112176652712367,0.249438557474272
"ANTI","NCRN","Sor_seed",0.35959382497844,0.232317266067266,0.484376905146136
"CATO","NCRN","Sor_seed",0.192373945498946,0.139915580697524,0.245382925252185
"CHOH","NCRN","Sor_seed",0.236018486018486,0.176184939743159,0.295025352019873
"GWMP","NCRN","Sor_seed",0.136268037518038,0.0633214285714285,0.215363275613276
"HAFE","NCRN","Sor_seed",0.143092740592741,0.0745224497724498,0.220206016206016
"MANA","NCRN","Sor_seed",0.115948963317384,0.0306845545235638,0.22903485317572
"MONO","NCRN","Sor_seed",0.226009393656452,0.136512145262145,0.318637424666836
"NACE","NCRN","Sor_seed",0.24979624394518,0.194894582460241,0.304134390736746
"PRWI","NCRN","Sor_seed",0.192670201108335,0.164536519711976,0.221997206478444
"ROCR","NCRN","Sor_seed",0.19668460194776,0.113007518796993,0.282322180743233
"WOTR","NCRN","Sor_seed",0.418290043290043,0.20229828042328,0.588263588263588
"ACAD","NETN","Sor_seed",0.398170831693559,0.36309067747278,0.437413501902138
"MABI","NETN","Sor_seed",0.327472643097643,0.230779408670034,0.436138994107744
"MIMA","NETN","Sor_seed",0.2622446997447,0.165668831168831,0.363866494616495
"MORR","NETN","Sor_seed",0.25777417027417,0.168791486291486,0.351222492784993
"ROVA","NETN","Sor_seed",0.337499298946667,0.285324463365582,0.386466488007606
"SAGA","NETN","Sor_seed",0.224780114065828,0.154931113859685,0.296142161410019
"SARA","NETN","Sor_seed",0.306474428349428,0.245755180149711,0.366914910176629
"WEFA","NETN","Sor_seed",0.315850815850816,0.193628593628594,0.445012626262626
"ALPO","ERMN","Hor_seed",0.784049062553866,0.690875218060198,0.873224501750559
"BLUE","ERMN","Hor_seed",0.818099813131066,0.739907889589944,0.881792534609855
"DEWA","ERMN","Hor_seed",0.620265824748035,0.553777051332466,0.684148808225193
"FONE","ERMN","Hor_seed",0.71853166299281,0.582453529969103,0.834768434187572
"FRHI","ERMN","Hor_seed",0.713910461778662,0.575271827798188,0.844329940189215
"GARI","ERMN","Hor_seed",0.620781787030265,0.534908393056764,0.708043407150872
"JOFL","ERMN","Hor_seed",0.83537555546388,0.742780178313221,0.922246597952841
