"term","estimate","lower95","upper95","num_boots","Macrogroup","resp"
"c3_response",26.3638146590467,24.4695869921378,28.009189891648,1000,"Eastern North American Ruderal Forest","Tree_BA_NatCan"
"Intercept",3.30407343781658,2.76234080114421,3.91487592138193,998,"Eastern North American Ruderal Forest","Tree_BA_NatOth"
"Slope",-0.174950763818525,-0.270095950122225,-0.0825971886935218,998,"Eastern North American Ruderal Forest","Tree_BA_NatOth"
"c1_response",3.12912267399806,2.6108163816261,3.70162023256919,998,"Eastern North American Ruderal Forest","Tree_BA_NatOth"
"c2_response",2.95417191017953,2.47593907318724,3.48216496372376,998,"Eastern North American Ruderal Forest","Tree_BA_NatOth"
"c3_response",2.77922114636101,2.29931074728192,3.29966513393992,998,"Eastern North American Ruderal Forest","Tree_BA_NatOth"
"Intercept",27.9564650679244,26.2295643744254,29.4577230435606,998,"Eastern North American Ruderal Forest","Tree_BA_Total"
"Slope",0.604810833227064,0.351978261855094,0.852133108231554,998,"Eastern North American Ruderal Forest","Tree_BA_Total"
"c1_response",28.5612759011515,26.8567752047434,29.9212112882511,998,"Eastern North American Ruderal Forest","Tree_BA_Total"
"c2_response",29.1660867343785,27.513602783014,30.5657192195537,998,"Eastern North American Ruderal Forest","Tree_BA_Total"
"c3_response",29.7708975676056,28.1148673476559,31.2450435295387,998,"Eastern North American Ruderal Forest","Tree_BA_Total"
"Intercept",14.0882603149225,8.95566602557782,21.5613298982079,999,"Eastern North American Ruderal Forest","Tree_Dens_Exotic"
"Slope",-0.480724305126322,-1.3436467830302,0.37571078154701,999,"Eastern North American Ruderal Forest","Tree_Dens_Exotic"
"c1_response",13.6075360097961,9.02584650963166,20.64727716193,999,"Eastern North American Ruderal Forest","Tree_Dens_Exotic"
"c2_response",13.1268117046698,8.83896387576704,19.9703456236299,999,"Eastern North American Ruderal Forest","Tree_Dens_Exotic"
"c3_response",12.6460873995435,8.49456881423097,19.3198010751503,999,"Eastern North American Ruderal Forest","Tree_Dens_Exotic"
"Intercept",372.237364950744,348.270208637199,396.297305989697,998,"Eastern North American Ruderal Forest","Tree_Dens_NatCan"
"Slope",-5.51555194476772,-8.9312077252753,-2.03551739798636,998,"Eastern North American Ruderal Forest","Tree_Dens_NatCan"
"c1_response",366.721813005976,344.510410694075,390.02226995264,998,"Eastern North American Ruderal Forest","Tree_Dens_NatCan"
"c2_response",361.206261061209,340.46457106181,383.616513899103,998,"Eastern North American Ruderal Forest","Tree_Dens_NatCan"
"c3_response",355.690709116441,335.205559463255,377.402271900364,998,"Eastern North American Ruderal Forest","Tree_Dens_NatCan"
"Intercept",94.8016236103593,75.6379300405421,112.349274617432,999,"Eastern North American Ruderal Forest","Tree_Dens_NatOth"
"Slope",-7.09573196222013,-9.96004877254103,-4.44028526316236,999,"Eastern North American Ruderal Forest","Tree_Dens_NatOth"
"c1_response",87.7058916481392,69.8363334716194,104.251829222425,999,"Eastern North American Ruderal Forest","Tree_Dens_NatOth"
"c2_response",80.610159685919,64.1306011002436,96.5178968719084,999,"Eastern North American Ruderal Forest","Tree_Dens_NatOth"
"c3_response",73.5144277236989,57.8107417960344,89.7005805620048,999,"Eastern North American Ruderal Forest","Tree_Dens_NatOth"
"Intercept",482.515624831924,454.993058145904,511.573475032271,1000,"Eastern North American Ruderal Forest","Tree_Dens_Total"
"Slope",-13.0909716251227,-17.5315470236115,-8.54913399628901,1000,"Eastern North American Ruderal Forest","Tree_Dens_Total"
"c1_response",469.424653206801,444.788244777448,495.618315703311,1000,"Eastern North American Ruderal Forest","Tree_Dens_Total"
"c2_response",456.333681581679,432.45894746098,482.287113445776,1000,"Eastern North American Ruderal Forest","Tree_Dens_Total"
"c3_response",443.242709956556,420.328046801328,468.634752650565,1000,"Eastern North American Ruderal Forest","Tree_Dens_Total"
"Intercept",0.386183914628098,0.307800106619452,0.477213175026626,993,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Hor_sap"
"Slope",0.0238069410467097,0.00273030163349895,0.0462988465200103,993,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Hor_sap"
"c1_response",0.409990855674808,0.336104056503529,0.489445969595083,993,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Hor_sap"
"c2_response",0.433797796721517,0.356674673874657,0.509623577743394,993,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Hor_sap"
"c3_response",0.457604737768227,0.374426064324737,0.536532697844156,993,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Hor_sap"
"Intercept",0.526678501021789,0.44192075123511,0.612725850733382,998,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Hor_seed"
"Slope",0.0151071516189089,-0.00448396235037489,0.0363023182067179,998,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Hor_seed"
"c1_response",0.541785652640698,0.465865800377414,0.617549482069753,998,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Hor_seed"
"c2_response",0.556892804259607,0.485007243979932,0.629707672046742,998,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Hor_seed"
"c3_response",0.571999955878515,0.499866497791471,0.650036653314147,998,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Hor_seed"
"Intercept",0.0086585809076879,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_Exotic"
"Slope",0.0046468869590593,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_Exotic"
"c1_response",0.0133054678667472,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_Exotic"
"c2_response",0.0179523548258065,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_Exotic"
"c3_response",0.0225992417848658,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_Exotic"
"Intercept",1.85300043190519,1.41799338535832,2.317339433823,989,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_NatCan"
"Slope",-0.117012546850085,-0.236276093921194,0.0113969861747237,989,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_NatCan"
"c1_response",1.7359878850551,1.37807835942303,2.13065581820092,989,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_NatCan"
"c2_response",1.61897533820502,1.29832394746452,1.98053544318363,989,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_NatCan"
"c3_response",1.50196279135493,1.18152935415348,1.87354677680334,989,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_NatCan"
"Intercept",0.148095953049729,0.0522259086283968,0.388156977125737,980,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_NatOth"
"Slope",0.0101682427089742,-0.0132514774135174,0.0339549905985119,980,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_NatOth"
"c1_response",0.158264195758703,0.0736205567763122,0.388040477842369,980,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_NatOth"
"c2_response",0.168432438467677,0.0856854079139927,0.393602863295501,980,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_NatOth"
"c3_response",0.178600681176651,0.0939765357019502,0.402655384488673,980,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_NatOth"
"Intercept",2.0563742802051,1.5965475095786,2.56361785759015,985,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_Total"
"Slope",-0.102174474426112,-0.238416316144067,0.0240211437604817,985,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_Total"
"c1_response",1.95419980577899,1.56414648291466,2.40603496270804,985,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_Total"
"c2_response",1.85202533135288,1.51502423862346,2.25304116232381,985,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_Total"
"c3_response",1.74985085692677,1.40662640867856,2.15918473903724,985,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_BA_Total"
"Intercept",0.00147845838101619,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_Exotic"
"Slope",0.000537995275816997,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_Exotic"
"c1_response",0.00201645365683318,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_Exotic"
"c2_response",0.00255444893265018,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_Exotic"
"c3_response",0.00309244420846718,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_Exotic"
"Intercept",0.110752911160206,0.0875185622480394,0.138880719420608,999,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_NatCan"
"Slope",-0.00807776710042775,-0.0130817981924187,-0.00344401023811868,999,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_NatCan"
"c1_response",0.102675144059778,0.081419248496046,0.129139352619946,999,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_NatCan"
"c2_response",0.0945973769593504,0.0747007486654674,0.119973278367913,999,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_NatCan"
"c3_response",0.0865196098589226,0.0664597968427494,0.111539778606426,999,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_NatCan"
"Intercept",0.00898769473203163,0.0038388378317732,0.0163500953601761,986,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_NatOth"
"Slope",0.00100696747462113,-0.00023034341407998,0.00255085666314179,986,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_NatOth"
"c1_response",0.00999466220665276,0.00525061591573049,0.0172669751144966,986,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_NatOth"
"c2_response",0.0110016296812739,0.00589406766730696,0.0185910355571497,986,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_NatOth"
"c3_response",0.012008597155895,0.00630017420311127,0.0200544399866574,986,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_NatOth"
"Intercept",NA,0.138407479203484,0.182240981806077,370,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_Total"
"Slope",NA,-0.0109002381277645,-0.000702333002587496,370,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_Total"
"c3_response",NA,0.125149123223366,0.168090038403038,370,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_Total"
"c2_response",NA,0.130529132397909,0.172817197905784,370,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_Total"
"c1_response",NA,0.134958705720809,0.177587574737997,370,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sap_Dens_Total"
"Intercept",0.00959913980482651,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_Exotic"
"Slope",0.00121041636204393,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_Exotic"
"c1_response",0.0108095561668704,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_Exotic"
"c2_response",0.0120199725289144,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_Exotic"
"c3_response",0.0132303888909583,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_Exotic"
"Intercept",0.272219324410297,0.166352743471964,0.354213654258447,963,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_NatCan"
"Slope",0.0393966069084149,0.00862228587096307,0.076384276067504,963,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_NatCan"
"c1_response",0.311615931318712,0.213897145949392,0.38915776756502,963,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_NatCan"
"c2_response",0.351012538227126,0.249524018057007,0.426600012517548,963,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_NatCan"
"c3_response",0.390409145135541,0.273089591331661,0.48297379890226,963,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_NatCan"
"Intercept",0.233916537382864,0.0725079200889526,0.506616032259263,991,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_NatOth"
"Slope",0.0208749920248727,0.00172692856335363,0.053463012080051,991,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_NatOth"
"c1_response",0.254791529407736,0.0838601701313662,0.537177502043348,991,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_NatOth"
"c2_response",0.275666521432609,0.0947131445966513,0.575023703576412,991,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_NatOth"
"c3_response",0.296541513457481,0.105270775286943,0.617257520878915,991,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_NatOth"
"Intercept",0.408378110150025,0.276599480734738,0.707581162810326,977,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_Total"
"Slope",0.0614942743449149,0.0213013122844382,0.111345222722379,977,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_Total"
"c1_response",0.469872384494939,0.337076098775252,0.780584104618883,977,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_Total"
"c2_response",0.531366658839854,0.391515044845959,0.864866021622919,977,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_Total"
"c3_response",0.592860933184769,0.434399939130986,0.954324102726499,977,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Seed_Dens_Total"
"Intercept",0.312346642222112,0.256692672084029,0.377595294897994,987,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sor_sap"
"Slope",-0.0117575065383403,-0.0279083886839184,0.00303275377752543,987,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sor_sap"
"c1_response",0.300589135683772,0.249402066717187,0.360047370712159,987,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sor_sap"
"c2_response",0.288831629145432,0.237311228455191,0.347731902337526,987,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sor_sap"
"c3_response",0.277074122607091,0.221362641648529,0.33825467765099,987,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sor_sap"
"Intercept",0.344413864402434,0.292612291486565,0.399399575539622,996,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sor_seed"
"Slope",-0.00960225104543823,-0.0268895774753117,0.00623850961372921,996,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sor_seed"
"c1_response",0.334811613356996,0.290972682644441,0.382630920610856,996,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sor_seed"
"c2_response",0.325209362311558,0.282636170859706,0.36810070107712,996,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sor_seed"
"c3_response",0.31560711126612,0.267424903137051,0.360865981858411,996,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","Sor_seed"
"Intercept",50.5910182780653,34.6907380329459,66.5051282717314,992,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","stock_final"
"Slope",-2.26730941730695,-5.95927294490223,1.20303257832115,992,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","stock_final"
"c1_response",48.3237088607584,34.2437651553137,62.839980241305,992,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","stock_final"
"c2_response",46.0563994434514,33.6420595831333,59.4071802763581,992,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","stock_final"
"c3_response",43.7890900261445,31.0320802767122,57.235038799318,992,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","stock_final"
"Intercept",0.0291930245129374,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_Exotic"
"Slope",-0.00252590736348625,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_Exotic"
"c1_response",0.0266671171494511,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_Exotic"
"c2_response",0.0241412097859649,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_Exotic"
"c3_response",0.0216153024224786,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_Exotic"
"Intercept",4.2311514753603,3.69725543791425,4.96493729952593,998,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_NatCan"
"Slope",0.0158751097431203,-0.143401093875334,0.169060060951593,998,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_NatCan"
"c1_response",4.24702658510342,3.76982594582629,4.8994053691982,998,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_NatCan"
"c2_response",4.26290169484654,3.79975928834814,4.87847966442914,998,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_NatCan"
"c3_response",4.27877680458966,3.78416882688643,4.92050758525387,998,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_NatCan"
"Intercept",0.238743313734197,0.153516677749779,0.416453469495344,972,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_NatOth"
"Slope",-0.0111211808389524,-0.0325380256302464,0.00779218665338515,972,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_NatOth"
"c1_response",0.227622132895244,0.151211571706341,0.400155057793582,972,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_NatOth"
"c2_response",0.216500952056292,0.14582809378803,0.387270866433653,972,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_NatOth"
"c3_response",0.205379771217339,0.134760780034298,0.379105227954182,972,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_NatOth"
"Intercept",4.5694309054012,4.0097394424608,5.25980922352575,997,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_Total"
"Slope",0.00222947133573556,-0.161658278771366,0.169772580607621,997,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_Total"
"c1_response",4.57166037673693,4.09171339769502,5.20919012829772,997,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_Total"
"c2_response",4.57388984807267,4.10605575421787,5.18811828386301,997,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_Total"
"c3_response",4.57611931940841,4.06390757581212,5.21704439801646,997,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_BA_Total"
"Intercept",1.3826078140878,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_Exotic"
"Slope",-0.063332674479072,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_Exotic"
"c1_response",1.31927513960873,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_Exotic"
"c2_response",1.25594246512966,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_Exotic"
"c3_response",1.19260979065058,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_Exotic"
"Intercept",263.911247046458,227.868623545238,310.201773492473,998,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_NatCan"
"Slope",-2.04497444275118,-11.2525155872032,8.35909273699356,998,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_NatCan"
"c1_response",261.866272603706,229.119114694956,302.74107891693,998,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_NatCan"
"c2_response",259.821298160955,229.433927713423,298.810521005827,998,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_NatCan"
"c3_response",257.776323718204,226.62856557702,297.073901381862,998,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_NatCan"
"Intercept",NA,11.6834576743613,27.2993947914941,977,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_NatOth"
"Slope",NA,-2.18627565579418,0.28497093407534,977,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_NatOth"
"c3_response",NA,9.24013618106745,24.3285802310932,977,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_NatOth"
"c2_response",NA,10.3351642317316,25.2344561107994,977,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_NatOth"
"c1_response",NA,11.1726274495437,26.0253765727383,977,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_NatOth"
"Intercept",286.330211925888,248.207299539586,332.700450586093,999,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_Total"
"Slope",-3.02464086780142,-13.0053097203288,7.28708384011633,999,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_Total"
"c1_response",283.305571058086,249.956845822916,324.628155824269,999,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_Total"
"c2_response",280.280930190285,249.777573032239,320.383593367143,999,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_Total"
"c3_response",277.256289322483,245.516287775392,318.120838344706,999,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_10cm_Dens_Total"
"Intercept",0.0526825117789107,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_Exotic"
"Slope",0.00722247413778424,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_Exotic"
"c1_response",0.059904985916695,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_Exotic"
"c2_response",0.0671274600544792,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_Exotic"
"c3_response",0.0743499341922635,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_Exotic"
"Intercept",5.61083621576951,4.70655266516882,6.63279193926719,994,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_NatCan"
"Slope",0.408267625511798,0.168940523185512,0.648304564314074,994,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_NatCan"
"c1_response",6.01910384128131,5.20908591884671,6.93968785209856,994,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_NatCan"
"c2_response",6.42737146679311,5.60264663644963,7.30739289866885,994,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_NatCan"
"c3_response",6.8356390923049,5.96362584928599,7.77294797529492,994,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_NatCan"
"Intercept",0.261026589357694,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_NatOth"
"Slope",-0.024618149865655,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_NatOth"
"c1_response",0.236408439492039,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_NatOth"
"c2_response",0.211790289626384,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_NatOth"
"c3_response",0.187172139760729,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_NatOth"
"Intercept",5.99426535120518,5.11740160011901,6.95889322808027,986,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_Total"
"Slope",0.390991719685582,0.140877210288686,0.634231696441217,986,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_Total"
"c1_response",6.38525707089076,5.59195253695513,7.29666543820152,986,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_Total"
"c2_response",6.77624879057634,5.96918158453741,7.67007906760772,986,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_Total"
"c3_response",7.16724051026193,6.25182680461479,8.09605896318347,986,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_BA_Total"
"Intercept",1.32111924431467,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_Exotic"
"Slope",0.126717471906479,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_Exotic"
"c1_response",1.44783671622115,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_Exotic"
"c2_response",1.57455418812763,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_Exotic"
"c3_response",1.70127166003411,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_Exotic"
"Intercept",118.532736249997,99.6794059232497,137.326101585195,996,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_NatCan"
"Slope",8.46005521416993,3.31569108274139,13.7875199695736,996,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_NatCan"
"c1_response",126.992791464167,110.808434932339,144.875389955189,996,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_NatCan"
"c2_response",135.452846678337,119.716699186842,153.611357558129,996,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_NatCan"
"c3_response",143.912901892507,126.786467965949,163.342618628003,996,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_NatCan"
"Intercept",4.95068829237964,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_NatOth"
"Slope",-0.394918152585486,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_NatOth"
"c1_response",4.55577013979415,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_NatOth"
"c2_response",4.16085198720867,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_NatOth"
"c3_response",3.76593383462318,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_NatOth"
"Intercept",126.17249065805,107.748775274785,147.93457910553,983,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_Total"
"Slope",8.19431736497637,2.6421632334977,13.3639767048024,983,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_Total"
"c1_response",134.366808023026,118.017006493245,154.382848237195,983,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_Total"
"c2_response",142.561125388002,126.884279540587,161.422746876161,983,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_Total"
"c3_response",150.755442752979,134.192141341994,170.558803583323,983,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_20cm_Dens_Total"
"Intercept",NA,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_30cm_BA_Exotic"
"Slope",NA,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_30cm_BA_Exotic"
"c3_response",NA,NA,NA,NA,"Laurentian-Acadian Mesic Hardwood - Conifer Forest","tree_30cm_BA_Exotic"
