"term","estimate","lower95","upper95","num_boots","Macrogroup","resp"
"c2_response",0.574662236957732,0.477338767929567,0.69329223954079,987,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Seed_Dens_NatCan"
"c3_response",0.686823743539509,0.565266100854102,0.829655023617491,987,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Seed_Dens_NatCan"
"Intercept",0.158831888454283,0.0876647486652279,0.225246430533766,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Seed_Dens_NatOth"
"Slope",0.0900717567712477,0.0618467027397989,0.119485699310118,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Seed_Dens_NatOth"
"c1_response",0.248903645225531,0.193029422505387,0.305748875865372,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Seed_Dens_NatOth"
"c2_response",0.338975401996778,0.281525191398489,0.398388149834687,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Seed_Dens_NatOth"
"c3_response",0.429047158768026,0.35659270542034,0.50534265733158,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Seed_Dens_NatOth"
"Intercept",0.52141065937614,0.358885398679922,0.694825086397693,983,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Seed_Dens_Total"
"Slope",0.20636677233966,0.140144167879327,0.279711480486158,983,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Seed_Dens_Total"
"c1_response",0.7277774317158,0.601121492964913,0.86586658596003,983,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Seed_Dens_Total"
"c2_response",0.934144204055461,0.814109872852614,1.07250776980675,983,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Seed_Dens_Total"
"c3_response",1.14051097639512,0.992562056611118,1.30309349482343,983,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Seed_Dens_Total"
"Intercept",0.301033035775292,0.270789986054228,0.328507468848839,986,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Sor_sap"
"Slope",-0.0123333254412697,-0.0207935905870926,-0.00425899489738788,986,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Sor_sap"
"c1_response",0.288699710334022,0.262166710643393,0.31255436671506,986,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Sor_sap"
"c2_response",0.276366384892753,0.251536800724737,0.297610628527118,986,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Sor_sap"
"c3_response",0.264033059451483,0.239636912160407,0.285989485679367,986,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Sor_sap"
"Intercept",0.283287016805079,0.251839692923124,0.315768257837263,988,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Sor_seed"
"Slope",0.00742876839954409,-0.00386047366484917,0.0175925647532814,988,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Sor_seed"
"c1_response",0.290715785204623,0.26567307288801,0.317356494099778,988,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Sor_seed"
"c2_response",0.298144553604168,0.275569936986049,0.321213305443271,988,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Sor_seed"
"c3_response",0.305573322003712,0.280078916677621,0.330534068501299,988,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","Sor_seed"
"Intercept",33.866373358699,23.6393650866865,44.9485033821879,968,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","stock_final"
"Slope",1.962385153035,-1.67592343333004,5.96037371978262,968,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","stock_final"
"c1_response",35.828758511734,27.6609590725862,45.3277770545727,968,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","stock_final"
"c2_response",37.791143664769,30.7709925681967,46.953441058428,968,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","stock_final"
"c3_response",39.753528817804,31.4960713552784,50.2706252076252,968,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","stock_final"
"Intercept",0.0518171086925678,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_Exotic"
"Slope",-0.00310215848975168,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_Exotic"
"c1_response",0.0487149502028161,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_Exotic"
"c2_response",0.0456127917130644,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_Exotic"
"c3_response",0.0425106332233127,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_Exotic"
"Intercept",3.15301854100812,2.94077257954039,3.45116685667052,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_NatCan"
"Slope",-0.0699097892554958,-0.126640318781843,-0.0159151123354081,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_NatCan"
"c1_response",3.08310875175263,2.879511343281,3.38183738368601,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_NatCan"
"c2_response",3.01319896249713,2.81723972133071,3.29993464457158,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_NatCan"
"c3_response",2.94328917324163,2.73438855872587,3.25005453979579,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_NatCan"
"Intercept",0.400233523908975,0.318146276195184,0.51093680267145,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_NatOth"
"Slope",-0.0104748499121109,-0.0246217972662018,0.00439098523778814,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_NatOth"
"c1_response",0.389758673996864,0.309899845141376,0.498498613254708,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_NatOth"
"c2_response",0.379283824084753,0.298224019569273,0.489124230640309,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_NatOth"
"c3_response",0.368808974172642,0.28848625004307,0.4806253592358,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_NatOth"
"Intercept",3.64718387240165,3.42042119928024,3.96460463550282,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_Total"
"Slope",-0.0834799526980184,-0.141025021615874,-0.0253340893733872,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_Total"
"c1_response",3.56370391970363,3.34625803989028,3.85576053808434,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_Total"
"c2_response",3.48022396700562,3.26625571073488,3.76650333245133,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_Total"
"c3_response",3.3967440143076,3.16542793544739,3.68994429488252,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_BA_Total"
"Intercept",2.9907931492853,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_Exotic"
"Slope",-0.0509619412698153,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_Exotic"
"c1_response",2.93983120801548,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_Exotic"
"c2_response",2.88886926674566,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_Exotic"
"c3_response",2.83790732547585,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_Exotic"
"Intercept",195.420368689505,182.717800840078,213.650586280294,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_NatCan"
"Slope",-4.47791171975506,-7.21019516817294,-1.58602143156516,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_NatCan"
"c1_response",190.94245696975,178.658121023776,208.282488986398,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_NatCan"
"c2_response",186.464545249995,174.220280400673,204.017616893999,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_NatCan"
"c3_response",181.98663353024,169.317322291501,200.641415291347,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_NatCan"
"Intercept",27.0176918132638,21.9392060472576,33.3430106406373,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_NatOth"
"Slope",-0.973745363156349,-2.05575872541308,0.0784426651630005,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_NatOth"
"c1_response",26.0439464501074,21.0228477115348,32.1413151896824,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_NatOth"
"c2_response",25.0702010869511,20.0580351903515,31.2476087896236,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_NatOth"
"c3_response",24.0964557237947,19.0173454316967,30.5782375577931,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_NatOth"
"Intercept",227.699711934079,211.907928211647,246.135671485908,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_Total"
"Slope",-5.50241841540501,-8.56526054497534,-2.20753556474686,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_Total"
"c1_response",222.197293518674,207.61051380495,240.543736792136,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_Total"
"c2_response",216.694875103269,202.522220682101,235.76252263582,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_Total"
"c3_response",211.192456687864,195.758260657879,230.571633537004,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_10cm_Dens_Total"
"Intercept",0.0211621604798133,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_Exotic"
"Slope",0.0104632451056499,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_Exotic"
"c1_response",0.0316254055854632,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_Exotic"
"c2_response",0.0420886506911131,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_Exotic"
"c3_response",0.052551895796763,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_Exotic"
"Intercept",4.28463617548362,3.85837512185976,4.65790594943992,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_NatCan"
"Slope",-0.0507859473915085,-0.133114783501952,0.0268038849585689,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_NatCan"
"c1_response",4.23385022809211,3.85229945440753,4.58011784148656,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_NatCan"
"c2_response",4.1830642807006,3.79627623734824,4.53572814817113,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_NatCan"
"c3_response",4.13227833330909,3.7271197693072,4.50341567405841,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_NatCan"
"Intercept",0.314414019630128,0.223184712091962,0.42190188715774,992,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_NatOth"
"Slope",-0.0379848567639148,-0.0609374195810147,-0.0146658873235779,992,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_NatOth"
"c1_response",0.276429162866214,0.199146728627151,0.364449280941192,992,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_NatOth"
"c2_response",0.238444306102299,0.170633569420305,0.319357867207549,992,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_NatOth"
"c3_response",0.200459449338384,0.137800539887849,0.278629230141592,992,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_NatOth"
"Intercept",4.60163625793985,4.14421645051175,5.01592949625902,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_Total"
"Slope",-0.0782687626899395,-0.168249446698812,0.012449172605131,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_Total"
"c1_response",4.52336749524991,4.09793721208063,4.91902055586722,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_Total"
"c2_response",4.44509873255997,4.01577576816509,4.83990455878453,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_Total"
"c3_response",4.36682996987003,3.91263124777076,4.77321054925231,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_BA_Total"
"Intercept",0.48419133954486,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_Exotic"
"Slope",0.226330554563728,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_Exotic"
"c1_response",0.710521894108589,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_Exotic"
"c2_response",0.936852448672317,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_Exotic"
"c3_response",1.16318300323605,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_Exotic"
"Intercept",88.8397670007021,79.9362588167417,96.2458711444018,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_NatCan"
"Slope",-0.892783244562923,-2.60871249196931,0.835721498934051,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_NatCan"
"c1_response",87.9469837561392,79.4714008765083,95.0783091656441,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_NatCan"
"c2_response",87.0542005115763,78.9170123533723,94.1821339079476,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_NatCan"
"c3_response",86.1614172670134,77.6860575509809,93.5067709428165,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_NatCan"
"Intercept",6.69187055752503,4.70674632784703,8.76448158328387,993,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_NatOth"
"Slope",-0.802409500696229,-1.32619194703693,-0.353391560662122,993,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_NatOth"
"c1_response",5.88946105682881,4.20089496347808,7.62862521916764,993,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_NatOth"
"c2_response",5.08705155613258,3.66943186072093,6.65613640450324,993,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_NatOth"
"c3_response",4.28464205543635,2.94545679966789,5.82871293300533,993,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_NatOth"
"Intercept",95.5967230310574,86.2328985692314,103.911937605426,997,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_Total"
"Slope",-1.4698474460579,-3.22080233967777,0.339791171347813,997,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_Total"
"c1_response",94.1268755849995,85.0016113597855,101.754110671548,997,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_Total"
"c2_response",92.6570281389416,83.7240481768848,100.182698864632,997,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_Total"
"c3_response",91.1871806928837,82.1012044414177,99.3906713327181,997,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_20cm_Dens_Total"
"Intercept",0.026092669303714,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_Exotic"
"Slope",0.00622602783667888,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_Exotic"
"c1_response",0.0323186971403929,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_Exotic"
"c2_response",0.0385447249770717,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_Exotic"
"c3_response",0.0447707528137506,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_Exotic"
"Intercept",5.64398396517101,5.09610936331905,6.16493710618099,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_NatCan"
"Slope",-0.194490052175239,-0.31795673424042,-0.0690084418814935,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_NatCan"
"c1_response",5.44949391299577,4.98638600356924,5.91486303273792,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_NatCan"
"c2_response",5.25500386082053,4.82038129447061,5.69822284772481,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_NatCan"
"c3_response",5.06051380864529,4.59951879300826,5.52148123966223,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_NatCan"
"Intercept",0.313420281858886,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_NatOth"
"Slope",-0.0480072866210801,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_NatOth"
"c1_response",0.265412995237806,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_NatOth"
"c2_response",0.217405708616726,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_NatOth"
"c3_response",0.169398421995646,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_NatOth"
"Intercept",5.9890671371853,5.44612722287219,6.45968649669879,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_Total"
"Slope",-0.236165398339728,-0.355325328859894,-0.103356905155332,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_Total"
"c1_response",5.75290173884558,5.23699168544741,6.18777886859204,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_Total"
"c2_response",5.51673634050585,5.04645518952048,5.93400137126722,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_Total"
"c3_response",5.28057094216612,4.81301695694162,5.6972486239087,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_BA_Total"
"Intercept",0.355089694482693,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_Exotic"
"Slope",0.0710213528528765,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_Exotic"
"c1_response",0.42611104733557,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_Exotic"
"c2_response",0.497132400188446,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_Exotic"
"c3_response",0.568153753041323,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_Exotic"
"Intercept",59.8156812100995,54.1160206717855,65.3704537711934,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_NatCan"
"Slope",-2.18623153319424,-3.52381781014321,-0.907772370848855,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_NatCan"
"c1_response",57.6294496769053,52.523801289377,62.4833376547696,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_NatCan"
"c2_response",55.443218143711,50.635603001675,60.0616658131256,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_NatCan"
"c3_response",53.2569866105168,48.5608109831336,57.7487513686346,1000,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_NatCan"
"Intercept",3.51295189416139,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_NatOth"
"Slope",-0.565690181479774,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_NatOth"
"c1_response",2.94726171268162,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_NatOth"
"c2_response",2.38157153120184,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_NatOth"
"c3_response",1.81588134972207,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_NatOth"
"Intercept",63.7637748808904,58.2581129366594,69.0574201394397,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_Total"
"Slope",-2.67990829631674,-4.01924048559021,-1.25589685926637,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_Total"
"c1_response",61.0838665845737,56.2400689696855,65.9688824242641,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_Total"
"c2_response",58.4039582882569,53.7694896872115,62.9128164139549,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_Total"
"c3_response",55.7240499919402,51.2235354806597,60.7377176684828,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_30cm_Dens_Total"
"Intercept",0.0745921897965288,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_Exotic"
"Slope",0.00305915254117511,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_Exotic"
"c1_response",0.0776513423377039,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_Exotic"
"c2_response",0.0807104948788791,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_Exotic"
"c3_response",0.0837696474200542,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_Exotic"
"Intercept",13.2799681077231,12.0413143704466,14.6452976689807,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_NatCan"
"Slope",0.698263924235033,0.470880297224008,0.921879327100688,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_NatCan"
"c1_response",13.9782320319581,12.7575652461871,15.3231733323297,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_NatCan"
"c2_response",14.6764959561931,13.4252927701491,16.0548104317802,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_NatCan"
"c3_response",15.3747598804282,14.1282603714816,16.8150700876776,998,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_NatCan"
"Intercept",NA,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_NatOth"
"Slope",NA,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_NatOth"
"c1_response",NA,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_NatOth"
"c2_response",NA,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_NatOth"
"c3_response",NA,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_NatOth"
"Intercept",13.7606440474152,12.4876038204988,15.2931396631768,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_Total"
"Slope",0.655754947385036,0.414975624845411,0.895556853306327,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_Total"
"c1_response",14.4163989948003,13.2175613757598,15.9153651498705,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_Total"
"c2_response",15.0721539421853,13.8371554146879,16.5498615189543,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_Total"
"c3_response",15.7279088895703,14.4650773061801,17.1891557758695,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_BA_Total"
"Intercept",NA,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_Dens_Exotic"
"Slope",NA,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_Dens_Exotic"
"c1_response",NA,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_Dens_Exotic"
"c2_response",NA,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_Dens_Exotic"
"c3_response",NA,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_Dens_Exotic"
"Intercept",59.92228209685,54.9132942355778,65.5770991199747,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_Dens_NatCan"
"Slope",2.71213453165804,1.64248163849728,3.82187481522271,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_Dens_NatCan"
"c1_response",62.634416628508,57.8651908290202,68.026993363988,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_Dens_NatCan"
"c2_response",65.346551160166,60.6344912377893,70.9319740525926,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_Dens_NatCan"
"c3_response",68.0586856918241,63.053342330147,74.0906084131262,999,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_Dens_NatCan"
"Intercept",2.15914615208234,NA,NA,NA,"Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland","tree_40cm_Dens_NatOth"
