"park","order","labels","metgrp","sign","num_crit","park_reggrp","label_order"
"MABI",10,"Tree BA","Total","signdec_bad",4,"Probable Failure","Tree BA"
"MABI",11,"Tree Density","Total","signdec_bad",4,"Probable Failure","Tree Density"
"MABI",12,"Sapling BA","Total","nonsign",4,"Probable Failure","Sapling BA"
"MABI",13,"Sapling Density","Total","nonsign",4,"Probable Failure","Sapling Density"
"MABI",14,"Seedling Density","Total","signinc_good",4,"Probable Failure","Seedling Density"
"MABI",15,"Tree BA","Native Canopy","signdec_bad",4,"Probable Failure","Tree BA"
"MABI",16,"Tree Density","Native Canopy","signdec_bad",4,"Probable Failure","Tree Density"
"MABI",17,"Sapling BA","Native Canopy","nonsign",4,"Probable Failure","Sapling BA"
"MABI",18,"Sapling Density","Native Canopy","nonsign",4,"Probable Failure","Sapling Density"
"MABI",19,"Seedling Density","Native Canopy","nonsign",4,"Probable Failure","Seedling Density"
"MABI",30,"Stocking Index","Native Canopy","signinc_good",4,"Probable Failure","Stocking Index"
"MABI",20,"Tree BA","Native Subcan.","nonsign",4,"Probable Failure","Tree BA"
"MABI",21,"Tree Density","Native Subcan.","nonsign",4,"Probable Failure","Tree Density"
"MABI",22,"Sapling BA","Native Subcan.","nonsign",4,"Probable Failure","Sapling BA"
"MABI",23,"Sapling Density","Native Subcan.","nonsign",4,"Probable Failure","Sapling Density"
"MABI",24,"Seedling Density","Native Subcan.","signinc_good",4,"Probable Failure","Seedling Density"
"MABI",25,"Tree BA","Exotic","nonsign",4,"Probable Failure","Tree BA"
"MABI",26,"Tree Density","Exotic","signdec_good",4,"Probable Failure","Tree Density"
"MABI",27,"Sapling BA","Exotic","notmod",4,"Probable Failure","Sapling BA"
"MABI",28,"Sapling Density","Exotic","notmod",4,"Probable Failure","Sapling Density"
"MABI",29,"Seedling Density","Exotic","notmod",4,"Probable Failure","Seedling Density"
"MANA",1,"Sapling Density","Status","critical",7,"Imminent Failure","Sapling Density"
"MANA",2,"Seedling Density","Status","caution",7,"Imminent Failure","Seedling Density"
"MANA",3,"% Stocked Plots","Status","critical",7,"Imminent Failure","% Stocked Plots"
"MANA",4,"Stocking Index","Status","critical",7,"Imminent Failure","Stocking Index"
"MANA",9,"Deer Browse Impacts","Status","critical",7,"Imminent Failure","Deer Browse Impacts"
"MANA",10,"Flat Tree Diam. Dist.","Status","acceptable",7,"Imminent Failure","Flat Tree Diam. Dist."
"MANA",5,"Sapling Composition","Status","critical",7,"Imminent Failure","Sapling Composition"
"MANA",6,"Seedling Composition","Status","critical",7,"Imminent Failure","Seedling Composition"
"MANA",7,"Sorensen Sapling","Status","acceptable",7,"Imminent Failure","Sorensen Sapling"
"MANA",8,"Sorensen Seedling","Status","critical",7,"Imminent Failure","Sorensen Seedling"
"MANA",10,"Tree BA","Total","nonsign",7,"Imminent Failure","Tree BA"
"MANA",11,"Tree Density","Total","signdec_bad",7,"Imminent Failure","Tree Density"
"MANA",12,"Sapling BA","Total","nonsign",7,"Imminent Failure","Sapling BA"
"MANA",13,"Sapling Density","Total","nonsign",7,"Imminent Failure","Sapling Density"
"MANA",14,"Seedling Density","Total","signinc_good",7,"Imminent Failure","Seedling Density"
"MANA",15,"Tree BA","Native Canopy","signinc_good",7,"Imminent Failure","Tree BA"
"MANA",16,"Tree Density","Native Canopy","nonsign",7,"Imminent Failure","Tree Density"
"MANA",17,"Sapling BA","Native Canopy","nonsign",7,"Imminent Failure","Sapling BA"
"MANA",18,"Sapling Density","Native Canopy","nonsign",7,"Imminent Failure","Sapling Density"
"MANA",19,"Seedling Density","Native Canopy","signinc_good",7,"Imminent Failure","Seedling Density"
"MANA",30,"Stocking Index","Native Canopy","nonsign",7,"Imminent Failure","Stocking Index"
"MANA",20,"Tree BA","Native Subcan.","signdec_bad",7,"Imminent Failure","Tree BA"
"MANA",21,"Tree Density","Native Subcan.","signdec_bad",7,"Imminent Failure","Tree Density"
"MANA",22,"Sapling BA","Native Subcan.","signdec_bad",7,"Imminent Failure","Sapling BA"
"MANA",23,"Sapling Density","Native Subcan.","signdec_bad",7,"Imminent Failure","Sapling Density"
"MANA",24,"Seedling Density","Native Subcan.","signinc_good",7,"Imminent Failure","Seedling Density"
"MANA",25,"Tree BA","Exotic","notmod",7,"Imminent Failure","Tree BA"
"MANA",26,"Tree Density","Exotic","notmod",7,"Imminent Failure","Tree Density"
"MANA",27,"Sapling BA","Exotic","notmod",7,"Imminent Failure","Sapling BA"
"MANA",28,"Sapling Density","Exotic","notmod",7,"Imminent Failure","Sapling Density"
"MANA",29,"Seedling Density","Exotic","notmod",7,"Imminent Failure","Seedling Density"
"MIMA",1,"Sapling Density","Status","critical",5,"Probable Failure","Sapling Density"
"MIMA",2,"Seedling Density","Status","critical",5,"Probable Failure","Seedling Density"
"MIMA",3,"% Stocked Plots","Status","critical",5,"Probable Failure","% Stocked Plots"
"MIMA",4,"Stocking Index","Status","critical",5,"Probable Failure","Stocking Index"
"MIMA",9,"Deer Browse Impacts","Status","caution",5,"Probable Failure","Deer Browse Impacts"
"MIMA",10,"Flat Tree Diam. Dist.","Status","acceptable",5,"Probable Failure","Flat Tree Diam. Dist."
"MIMA",5,"Sapling Composition","Status","critical",5,"Probable Failure","Sapling Composition"
"MIMA",6,"Seedling Composition","Status","caution",5,"Probable Failure","Seedling Composition"
"MIMA",7,"Sorensen Sapling","Status","acceptable",5,"Probable Failure","Sorensen Sapling"
"MIMA",8,"Sorensen Seedling","Status","acceptable",5,"Probable Failure","Sorensen Seedling"
"MIMA",10,"Tree BA","Total","signinc_good",5,"Probable Failure","Tree BA"
"MIMA",11,"Tree Density","Total","nonsign",5,"Probable Failure","Tree Density"
"MIMA",12,"Sapling BA","Total","nonsign",5,"Probable Failure","Sapling BA"
"MIMA",13,"Sapling Density","Total","signdec_bad",5,"Probable Failure","Sapling Density"
"MIMA",14,"Seedling Density","Total","nonsign",5,"Probable Failure","Seedling Density"
"MIMA",15,"Tree BA","Native Canopy","signinc_good",5,"Probable Failure","Tree BA"
"MIMA",16,"Tree Density","Native Canopy","nonsign",5,"Probable Failure","Tree Density"
"MIMA",17,"Sapling BA","Native Canopy","nonsign",5,"Probable Failure","Sapling BA"
"MIMA",18,"Sapling Density","Native Canopy","nonsign",5,"Probable Failure","Sapling Density"
"MIMA",19,"Seedling Density","Native Canopy","nonsign",5,"Probable Failure","Seedling Density"
"MIMA",30,"Stocking Index","Native Canopy","nonsign",5,"Probable Failure","Stocking Index"
"MIMA",20,"Tree BA","Native Subcan.","nonsign",5,"Probable Failure","Tree BA"
"MIMA",21,"Tree Density","Native Subcan.","signdec_bad",5,"Probable Failure","Tree Density"
"MIMA",22,"Sapling BA","Native Subcan.","nonsign",5,"Probable Failure","Sapling BA"
"MIMA",23,"Sapling Density","Native Subcan.","signdec_bad",5,"Probable Failure","Sapling Density"
"MIMA",24,"Seedling Density","Native Subcan.","nonsign",5,"Probable Failure","Seedling Density"
"MIMA",25,"Tree BA","Exotic","signinc_bad",5,"Probable Failure","Tree BA"
"MIMA",26,"Tree Density","Exotic","nonsign",5,"Probable Failure","Tree Density"
"MIMA",27,"Sapling BA","Exotic","nonsign",5,"Probable Failure","Sapling BA"
"MIMA",28,"Sapling Density","Exotic","nonsign",5,"Probable Failure","Sapling Density"
"MIMA",29,"Seedling Density","Exotic","nonsign",5,"Probable Failure","Seedling Density"
"MONO",1,"Sapling Density","Status","critical",4,"Probable Failure","Sapling Density"
"MONO",2,"Seedling Density","Status","caution",4,"Probable Failure","Seedling Density"
"MONO",3,"% Stocked Plots","Status","critical",4,"Probable Failure","% Stocked Plots"
"MONO",4,"Stocking Index","Status","caution",4,"Probable Failure","Stocking Index"
"MONO",9,"Deer Browse Impacts","Status","critical",4,"Probable Failure","Deer Browse Impacts"
"MONO",10,"Flat Tree Diam. Dist.","Status","acceptable",4,"Probable Failure","Flat Tree Diam. Dist."
"MONO",5,"Sapling Composition","Status","critical",4,"Probable Failure","Sapling Composition"
"MONO",6,"Seedling Composition","Status","caution",4,"Probable Failure","Seedling Composition"
"MONO",7,"Sorensen Sapling","Status","acceptable",4,"Probable Failure","Sorensen Sapling"
"MONO",8,"Sorensen Seedling","Status","acceptable",4,"Probable Failure","Sorensen Seedling"
"MONO",10,"Tree BA","Total","nonsign",4,"Probable Failure","Tree BA"
"MONO",11,"Tree Density","Total","signdec_bad",4,"Probable Failure","Tree Density"
"MONO",12,"Sapling BA","Total","nonsign",4,"Probable Failure","Sapling BA"
"MONO",13,"Sapling Density","Total","nonsign",4,"Probable Failure","Sapling Density"
"MONO",14,"Seedling Density","Total","nonsign",4,"Probable Failure","Seedling Density"
"MONO",15,"Tree BA","Native Canopy","nonsign",4,"Probable Failure","Tree BA"
"MONO",16,"Tree Density","Native Canopy","nonsign",4,"Probable Failure","Tree Density"
"MONO",17,"Sapling BA","Native Canopy","nonsign",4,"Probable Failure","Sapling BA"
"MONO",18,"Sapling Density","Native Canopy","nonsign",4,"Probable Failure","Sapling Density"
"MONO",19,"Seedling Density","Native Canopy","nonsign",4,"Probable Failure","Seedling Density"
"MONO",30,"Stocking Index","Native Canopy","nonsign",4,"Probable Failure","Stocking Index"
"MONO",20,"Tree BA","Native Subcan.","nonsign",4,"Probable Failure","Tree BA"
"MONO",21,"Tree Density","Native Subcan.","signdec_bad",4,"Probable Failure","Tree Density"
"MONO",22,"Sapling BA","Native Subcan.","signinc_good",4,"Probable Failure","Sapling BA"
"MONO",23,"Sapling Density","Native Subcan.","nonsign",4,"Probable Failure","Sapling Density"
"MONO",24,"Seedling Density","Native Subcan.","nonsign",4,"Probable Failure","Seedling Density"
"MONO",25,"Tree BA","Exotic","nonsign",4,"Probable Failure","Tree BA"
"MONO",26,"Tree Density","Exotic","signdec_good",4,"Probable Failure","Tree Density"
"MONO",27,"Sapling BA","Exotic","notmod",4,"Probable Failure","Sapling BA"
"MONO",28,"Sapling Density","Exotic","notmod",4,"Probable Failure","Sapling Density"
"MONO",29,"Seedling Density","Exotic","signinc_bad",4,"Probable Failure","Seedling Density"
"MORR",1,"Sapling Density","Status","critical",7,"Imminent Failure","Sapling Density"
"MORR",2,"Seedling Density","Status","caution",7,"Imminent Failure","Seedling Density"
"MORR",3,"% Stocked Plots","Status","critical",7,"Imminent Failure","% Stocked Plots"
"MORR",4,"Stocking Index","Status","caution",7,"Imminent Failure","Stocking Index"
"MORR",9,"Deer Browse Impacts","Status","critical",7,"Imminent Failure","Deer Browse Impacts"
"MORR",10,"Flat Tree Diam. Dist.","Status","critical",7,"Imminent Failure","Flat Tree Diam. Dist."
"MORR",5,"Sapling Composition","Status","critical",7,"Imminent Failure","Sapling Composition"
"MORR",6,"Seedling Composition","Status","critical",7,"Imminent Failure","Seedling Composition"
"MORR",7,"Sorensen Sapling","Status","critical",7,"Imminent Failure","Sorensen Sapling"
"MORR",8,"Sorensen Seedling","Status","acceptable",7,"Imminent Failure","Sorensen Seedling"
"MORR",10,"Tree BA","Total","nonsign",7,"Imminent Failure","Tree BA"
"MORR",11,"Tree Density","Total","signdec_bad",7,"Imminent Failure","Tree Density"
"MORR",12,"Sapling BA","Total","nonsign",7,"Imminent Failure","Sapling BA"
"MORR",13,"Sapling Density","Total","nonsign",7,"Imminent Failure","Sapling Density"
"MORR",14,"Seedling Density","Total","signinc_good",7,"Imminent Failure","Seedling Density"
"MORR",15,"Tree BA","Native Canopy","nonsign",7,"Imminent Failure","Tree BA"
"MORR",16,"Tree Density","Native Canopy","signdec_bad",7,"Imminent Failure","Tree Density"
"MORR",17,"Sapling BA","Native Canopy","nonsign",7,"Imminent Failure","Sapling BA"
"MORR",18,"Sapling Density","Native Canopy","nonsign",7,"Imminent Failure","Sapling Density"
"MORR",19,"Seedling Density","Native Canopy","signinc_good",7,"Imminent Failure","Seedling Density"
"MORR",30,"Stocking Index","Native Canopy","signinc_good",7,"Imminent Failure","Stocking Index"
"MORR",20,"Tree BA","Native Subcan.","nonsign",7,"Imminent Failure","Tree BA"
"MORR",21,"Tree Density","Native Subcan.","signdec_bad",7,"Imminent Failure","Tree Density"
"MORR",22,"Sapling BA","Native Subcan.","notmod",7,"Imminent Failure","Sapling BA"
"MORR",23,"Sapling Density","Native Subcan.","notmod",7,"Imminent Failure","Sapling Density"
"MORR",24,"Seedling Density","Native Subcan.","signinc_good",7,"Imminent Failure","Seedling Density"
"MORR",25,"Tree BA","Exotic","notmod",7,"Imminent Failure","Tree BA"
"MORR",26,"Tree Density","Exotic","notmod",7,"Imminent Failure","Tree Density"
"MORR",27,"Sapling BA","Exotic","notmod",7,"Imminent Failure","Sapling BA"
"MORR",28,"Sapling Density","Exotic","notmod",7,"Imminent Failure","Sapling Density"
"MORR",29,"Seedling Density","Exotic","signinc_bad",7,"Imminent Failure","Seedling Density"
"NACE",1,"Sapling Density","Status","critical",3,"Insecure","Sapling Density"
"NACE",2,"Seedling Density","Status","caution",3,"Insecure","Seedling Density"
"NACE",3,"% Stocked Plots","Status","critical",3,"Insecure","% Stocked Plots"
"NACE",4,"Stocking Index","Status","caution",3,"Insecure","Stocking Index"
"NACE",9,"Deer Browse Impacts","Status","caution",3,"Insecure","Deer Browse Impacts"
"NACE",10,"Flat Tree Diam. Dist.","Status","acceptable",3,"Insecure","Flat Tree Diam. Dist."
"NACE",5,"Sapling Composition","Status","caution",3,"Insecure","Sapling Composition"
"NACE",6,"Seedling Composition","Status","critical",3,"Insecure","Seedling Composition"
"NACE",7,"Sorensen Sapling","Status","acceptable",3,"Insecure","Sorensen Sapling"
"NACE",8,"Sorensen Seedling","Status","acceptable",3,"Insecure","Sorensen Seedling"
"NACE",10,"Tree BA","Total","nonsign",3,"Insecure","Tree BA"
"NACE",11,"Tree Density","Total","signdec_bad",3,"Insecure","Tree Density"
"NACE",12,"Sapling BA","Total","signinc_good",3,"Insecure","Sapling BA"
"NACE",13,"Sapling Density","Total","nonsign",3,"Insecure","Sapling Density"
"NACE",14,"Seedling Density","Total","nonsign",3,"Insecure","Seedling Density"
"NACE",15,"Tree BA","Native Canopy","nonsign",3,"Insecure","Tree BA"
"NACE",16,"Tree Density","Native Canopy","nonsign",3,"Insecure","Tree Density"
"NACE",17,"Sapling BA","Native Canopy","nonsign",3,"Insecure","Sapling BA"
"NACE",18,"Sapling Density","Native Canopy","nonsign",3,"Insecure","Sapling Density"
"NACE",19,"Seedling Density","Native Canopy","nonsign",3,"Insecure","Seedling Density"
"NACE",30,"Stocking Index","Native Canopy","nonsign",3,"Insecure","Stocking Index"
"NACE",20,"Tree BA","Native Subcan.","signdec_bad",3,"Insecure","Tree BA"
"NACE",21,"Tree Density","Native Subcan.","nonsign",3,"Insecure","Tree Density"
"NACE",22,"Sapling BA","Native Subcan.","signinc_good",3,"Insecure","Sapling BA"
"NACE",23,"Sapling Density","Native Subcan.","nonsign",3,"Insecure","Sapling Density"
"NACE",24,"Seedling Density","Native Subcan.","nonsign",3,"Insecure","Seedling Density"
"NACE",25,"Tree BA","Exotic","nonsign",3,"Insecure","Tree BA"
"NACE",26,"Tree Density","Exotic","nonsign",3,"Insecure","Tree Density"
"NACE",27,"Sapling BA","Exotic","nonsign",3,"Insecure","Sapling BA"
"NACE",28,"Sapling Density","Exotic","nonsign",3,"Insecure","Sapling Density"
"NACE",29,"Seedling Density","Exotic","signinc_bad",3,"Insecure","Seedling Density"
"NERI",1,"Sapling Density","Status","critical",2,"Insecure","Sapling Density"
"NERI",2,"Seedling Density","Status","caution",2,"Insecure","Seedling Density"
"NERI",3,"% Stocked Plots","Status","critical",2,"Insecure","% Stocked Plots"
"NERI",4,"Stocking Index","Status","caution",2,"Insecure","Stocking Index"
"NERI",9,"Deer Browse Impacts","Status","acceptable",2,"Insecure","Deer Browse Impacts"
"NERI",10,"Flat Tree Diam. Dist.","Status","acceptable",2,"Insecure","Flat Tree Diam. Dist."
"NERI",5,"Sapling Composition","Status","caution",2,"Insecure","Sapling Composition"
"NERI",6,"Seedling Composition","Status","caution",2,"Insecure","Seedling Composition"
"NERI",7,"Sorensen Sapling","Status","acceptable",2,"Insecure","Sorensen Sapling"
"NERI",8,"Sorensen Seedling","Status","acceptable",2,"Insecure","Sorensen Seedling"
"NERI",10,"Tree BA","Total","signinc_good",2,"Insecure","Tree BA"
"NERI",11,"Tree Density","Total","signdec_bad",2,"Insecure","Tree Density"
"NERI",12,"Sapling BA","Total","signdec_bad",2,"Insecure","Sapling BA"
"NERI",13,"Sapling Density","Total","signdec_bad",2,"Insecure","Sapling Density"
"NERI",14,"Seedling Density","Total","signinc_good",2,"Insecure","Seedling Density"
"NERI",15,"Tree BA","Native Canopy","signinc_good",2,"Insecure","Tree BA"
"NERI",16,"Tree Density","Native Canopy","signdec_bad",2,"Insecure","Tree Density"
"NERI",17,"Sapling BA","Native Canopy","nonsign",2,"Insecure","Sapling BA"
"NERI",18,"Sapling Density","Native Canopy","signdec_bad",2,"Insecure","Sapling Density"
"NERI",19,"Seedling Density","Native Canopy","signinc_good",2,"Insecure","Seedling Density"
"NERI",30,"Stocking Index","Native Canopy","nonsign",2,"Insecure","Stocking Index"
"NERI",20,"Tree BA","Native Subcan.","signdec_bad",2,"Insecure","Tree BA"
"NERI",21,"Tree Density","Native Subcan.","signdec_bad",2,"Insecure","Tree Density"
"NERI",22,"Sapling BA","Native Subcan.","signdec_bad",2,"Insecure","Sapling BA"
"NERI",23,"Sapling Density","Native Subcan.","nonsign",2,"Insecure","Sapling Density"
"NERI",24,"Seedling Density","Native Subcan.","signinc_good",2,"Insecure","Seedling Density"
"NERI",25,"Tree BA","Exotic","notmod",2,"Insecure","Tree BA"
"NERI",26,"Tree Density","Exotic","notmod",2,"Insecure","Tree Density"
"NERI",27,"Sapling BA","Exotic","notmod",2,"Insecure","Sapling BA"
"NERI",28,"Sapling Density","Exotic","notmod",2,"Insecure","Sapling Density"
"NERI",29,"Seedling Density","Exotic","nonsign",2,"Insecure","Seedling Density"
"PETE",1,"Sapling Density","Status","critical",2,"Insecure","Sapling Density"
"PETE",2,"Seedling Density","Status","caution",2,"Insecure","Seedling Density"
"PETE",3,"% Stocked Plots","Status","critical",2,"Insecure","% Stocked Plots"
"PETE",4,"Stocking Index","Status","caution",2,"Insecure","Stocking Index"
"PETE",9,"Deer Browse Impacts","Status","caution",2,"Insecure","Deer Browse Impacts"
"PETE",10,"Flat Tree Diam. Dist.","Status","acceptable",2,"Insecure","Flat Tree Diam. Dist."
"PETE",5,"Sapling Composition","Status","acceptable",2,"Insecure","Sapling Composition"
"PETE",6,"Seedling Composition","Status","acceptable",2,"Insecure","Seedling Composition"
"PETE",7,"Sorensen Sapling","Status","acceptable",2,"Insecure","Sorensen Sapling"
"PETE",8,"Sorensen Seedling","Status","acceptable",2,"Insecure","Sorensen Seedling"
"PETE",10,"Tree BA","Total","signinc_good",2,"Insecure","Tree BA"
"PETE",11,"Tree Density","Total","signdec_bad",2,"Insecure","Tree Density"
"PETE",12,"Sapling BA","Total","signdec_bad",2,"Insecure","Sapling BA"
"PETE",13,"Sapling Density","Total","signdec_bad",2,"Insecure","Sapling Density"
"PETE",14,"Seedling Density","Total","nonsign",2,"Insecure","Seedling Density"
"PETE",15,"Tree BA","Native Canopy","signinc_good",2,"Insecure","Tree BA"
"PETE",16,"Tree Density","Native Canopy","signdec_bad",2,"Insecure","Tree Density"
"PETE",17,"Sapling BA","Native Canopy","signdec_bad",2,"Insecure","Sapling BA"
"PETE",18,"Sapling Density","Native Canopy","signdec_bad",2,"Insecure","Sapling Density"
"PETE",19,"Seedling Density","Native Canopy","nonsign",2,"Insecure","Seedling Density"
"PETE",30,"Stocking Index","Native Canopy","signdec_bad",2,"Insecure","Stocking Index"
"PETE",20,"Tree BA","Native Subcan.","signinc_good",2,"Insecure","Tree BA"
"PETE",21,"Tree Density","Native Subcan.","signinc_good",2,"Insecure","Tree Density"
"PETE",22,"Sapling BA","Native Subcan.","nonsign",2,"Insecure","Sapling BA"
"PETE",23,"Sapling Density","Native Subcan.","nonsign",2,"Insecure","Sapling Density"
"PETE",24,"Seedling Density","Native Subcan.","nonsign",2,"Insecure","Seedling Density"
"PETE",25,"Tree BA","Exotic","notmod",2,"Insecure","Tree BA"
"PETE",26,"Tree Density","Exotic","notmod",2,"Insecure","Tree Density"
"PETE",27,"Sapling BA","Exotic","notmod",2,"Insecure","Sapling BA"
"PETE",28,"Sapling Density","Exotic","notmod",2,"Insecure","Sapling Density"
"PETE",29,"Seedling Density","Exotic","notmod",2,"Insecure","Seedling Density"
"PRWI",1,"Sapling Density","Status","critical",5,"Probable Failure","Sapling Density"
"PRWI",2,"Seedling Density","Status","caution",5,"Probable Failure","Seedling Density"
"PRWI",3,"% Stocked Plots","Status","critical",5,"Probable Failure","% Stocked Plots"
"PRWI",4,"Stocking Index","Status","caution",5,"Probable Failure","Stocking Index"
"PRWI",9,"Deer Browse Impacts","Status","critical",5,"Probable Failure","Deer Browse Impacts"
"PRWI",10,"Flat Tree Diam. Dist.","Status","acceptable",5,"Probable Failure","Flat Tree Diam. Dist."
"PRWI",5,"Sapling Composition","Status","acceptable",5,"Probable Failure","Sapling Composition"
"PRWI",6,"Seedling Composition","Status","critical",5,"Probable Failure","Seedling Composition"
"PRWI",7,"Sorensen Sapling","Status","acceptable",5,"Probable Failure","Sorensen Sapling"
"PRWI",8,"Sorensen Seedling","Status","critical",5,"Probable Failure","Sorensen Seedling"
"PRWI",10,"Tree BA","Total","signinc_good",5,"Probable Failure","Tree BA"
"PRWI",11,"Tree Density","Total","nonsign",5,"Probable Failure","Tree Density"
"PRWI",12,"Sapling BA","Total","nonsign",5,"Probable Failure","Sapling BA"
"PRWI",13,"Sapling Density","Total","signdec_bad",5,"Probable Failure","Sapling Density"
"PRWI",14,"Seedling Density","Total","signdec_bad",5,"Probable Failure","Seedling Density"
"PRWI",15,"Tree BA","Native Canopy","signinc_good",5,"Probable Failure","Tree BA"
"PRWI",16,"Tree Density","Native Canopy","nonsign",5,"Probable Failure","Tree Density"
"PRWI",17,"Sapling BA","Native Canopy","nonsign",5,"Probable Failure","Sapling BA"
"PRWI",18,"Sapling Density","Native Canopy","signdec_bad",5,"Probable Failure","Sapling Density"
"PRWI",19,"Seedling Density","Native Canopy","signdec_bad",5,"Probable Failure","Seedling Density"
"PRWI",30,"Stocking Index","Native Canopy","signdec_bad",5,"Probable Failure","Stocking Index"
"PRWI",20,"Tree BA","Native Subcan.","nonsign",5,"Probable Failure","Tree BA"
"PRWI",21,"Tree Density","Native Subcan.","nonsign",5,"Probable Failure","Tree Density"
"PRWI",22,"Sapling BA","Native Subcan.","nonsign",5,"Probable Failure","Sapling BA"
"PRWI",23,"Sapling Density","Native Subcan.","signdec_bad",5,"Probable Failure","Sapling Density"
"PRWI",24,"Seedling Density","Native Subcan.","nonsign",5,"Probable Failure","Seedling Density"
"PRWI",25,"Tree BA","Exotic","notmod",5,"Probable Failure","Tree BA"
"PRWI",26,"Tree Density","Exotic","notmod",5,"Probable Failure","Tree Density"
"PRWI",27,"Sapling BA","Exotic","notmod",5,"Probable Failure","Sapling BA"
"PRWI",28,"Sapling Density","Exotic","notmod",5,"Probable Failure","Sapling Density"
"PRWI",29,"Seedling Density","Exotic","notmod",5,"Probable Failure","Seedling Density"
"RICH",1,"Sapling Density","Status","critical",2,"Insecure","Sapling Density"
"RICH",2,"Seedling Density","Status","caution",2,"Insecure","Seedling Density"
"RICH",3,"% Stocked Plots","Status","critical",2,"Insecure","% Stocked Plots"
"RICH",4,"Stocking Index","Status","caution",2,"Insecure","Stocking Index"
"RICH",9,"Deer Browse Impacts","Status","caution",2,"Insecure","Deer Browse Impacts"
"RICH",10,"Flat Tree Diam. Dist.","Status","acceptable",2,"Insecure","Flat Tree Diam. Dist."
"RICH",5,"Sapling Composition","Status","caution",2,"Insecure","Sapling Composition"
"RICH",6,"Seedling Composition","Status","caution",2,"Insecure","Seedling Composition"
"RICH",7,"Sorensen Sapling","Status","acceptable",2,"Insecure","Sorensen Sapling"
"RICH",8,"Sorensen Seedling","Status","acceptable",2,"Insecure","Sorensen Seedling"
"RICH",10,"Tree BA","Total","signinc_good",2,"Insecure","Tree BA"
"RICH",11,"Tree Density","Total","nonsign",2,"Insecure","Tree Density"
"RICH",12,"Sapling BA","Total","nonsign",2,"Insecure","Sapling BA"
"RICH",13,"Sapling Density","Total","nonsign",2,"Insecure","Sapling Density"
"RICH",14,"Seedling Density","Total","nonsign",2,"Insecure","Seedling Density"
"RICH",15,"Tree BA","Native Canopy","signinc_good",2,"Insecure","Tree BA"
"RICH",16,"Tree Density","Native Canopy","signdec_bad",2,"Insecure","Tree Density"
"RICH",17,"Sapling BA","Native Canopy","nonsign",2,"Insecure","Sapling BA"
"RICH",18,"Sapling Density","Native Canopy","nonsign",2,"Insecure","Sapling Density"
"RICH",19,"Seedling Density","Native Canopy","signinc_good",2,"Insecure","Seedling Density"
"RICH",30,"Stocking Index","Native Canopy","nonsign",2,"Insecure","Stocking Index"
"RICH",20,"Tree BA","Native Subcan.","nonsign",2,"Insecure","Tree BA"
"RICH",21,"Tree Density","Native Subcan.","nonsign",2,"Insecure","Tree Density"
"RICH",22,"Sapling BA","Native Subcan.","nonsign",2,"Insecure","Sapling BA"
"RICH",23,"Sapling Density","Native Subcan.","nonsign",2,"Insecure","Sapling Density"
"RICH",24,"Seedling Density","Native Subcan.","nonsign",2,"Insecure","Seedling Density"
"RICH",25,"Tree BA","Exotic","notmod",2,"Insecure","Tree BA"
"RICH",26,"Tree Density","Exotic","notmod",2,"Insecure","Tree Density"
"RICH",27,"Sapling BA","Exotic","notmod",2,"Insecure","Sapling BA"
"RICH",28,"Sapling Density","Exotic","notmod",2,"Insecure","Sapling Density"
"RICH",29,"Seedling Density","Exotic","notmod",2,"Insecure","Seedling Density"
"ROCR",1,"Sapling Density","Status","critical",4,"Probable Failure","Sapling Density"
"ROCR",2,"Seedling Density","Status","caution",4,"Probable Failure","Seedling Density"
"ROCR",3,"% Stocked Plots","Status","critical",4,"Probable Failure","% Stocked Plots"
"ROCR",4,"Stocking Index","Status","caution",4,"Probable Failure","Stocking Index"
"ROCR",9,"Deer Browse Impacts","Status","critical",4,"Probable Failure","Deer Browse Impacts"
"ROCR",10,"Flat Tree Diam. Dist.","Status","acceptable",4,"Probable Failure","Flat Tree Diam. Dist."
"ROCR",5,"Sapling Composition","Status","acceptable",4,"Probable Failure","Sapling Composition"
"ROCR",6,"Seedling Composition","Status","caution",4,"Probable Failure","Seedling Composition"
"ROCR",7,"Sorensen Sapling","Status","acceptable",4,"Probable Failure","Sorensen Sapling"
"ROCR",8,"Sorensen Seedling","Status","critical",4,"Probable Failure","Sorensen Seedling"
"ROCR",10,"Tree BA","Total","nonsign",4,"Probable Failure","Tree BA"
"ROCR",11,"Tree Density","Total","nonsign",4,"Probable Failure","Tree Density"
"ROCR",12,"Sapling BA","Total","nonsign",4,"Probable Failure","Sapling BA"
"ROCR",13,"Sapling Density","Total","nonsign",4,"Probable Failure","Sapling Density"
"ROCR",14,"Seedling Density","Total","nonsign",4,"Probable Failure","Seedling Density"
"ROCR",15,"Tree BA","Native Canopy","nonsign",4,"Probable Failure","Tree BA"
"ROCR",16,"Tree Density","Native Canopy","nonsign",4,"Probable Failure","Tree Density"
"ROCR",17,"Sapling BA","Native Canopy","nonsign",4,"Probable Failure","Sapling BA"
"ROCR",18,"Sapling Density","Native Canopy","signdec_bad",4,"Probable Failure","Sapling Density"
"ROCR",19,"Seedling Density","Native Canopy","nonsign",4,"Probable Failure","Seedling Density"
"ROCR",30,"Stocking Index","Native Canopy","nonsign",4,"Probable Failure","Stocking Index"
"ROCR",20,"Tree BA","Native Subcan.","nonsign",4,"Probable Failure","Tree BA"
