"park","order","labels","metgrp","sign","num_crit","park_reggrp","label_order"
"FONE",10,"Flat Tree Diam. Dist.","Status","acceptable",5,"Probable Failure","Flat Tree Diam. Dist."
"FONE",5,"Sapling Composition","Status","critical",5,"Probable Failure","Sapling Composition"
"FONE",6,"Seedling Composition","Status","critical",5,"Probable Failure","Seedling Composition"
"FONE",7,"Sorensen Sapling","Status","critical",5,"Probable Failure","Sorensen Sapling"
"FONE",8,"Sorensen Seedling","Status","acceptable",5,"Probable Failure","Sorensen Seedling"
"FONE",10,"Tree BA","Total","nonsign",5,"Probable Failure","Tree BA"
"FONE",11,"Tree Density","Total","signdec_bad",5,"Probable Failure","Tree Density"
"FONE",12,"Sapling BA","Total","signdec_bad",5,"Probable Failure","Sapling BA"
"FONE",13,"Sapling Density","Total","signdec_bad",5,"Probable Failure","Sapling Density"
"FONE",14,"Seedling Density","Total","signinc_good",5,"Probable Failure","Seedling Density"
"FONE",15,"Tree BA","Native Canopy","nonsign",5,"Probable Failure","Tree BA"
"FONE",16,"Tree Density","Native Canopy","signdec_bad",5,"Probable Failure","Tree Density"
"FONE",17,"Sapling BA","Native Canopy","signdec_bad",5,"Probable Failure","Sapling BA"
"FONE",18,"Sapling Density","Native Canopy","nonsign",5,"Probable Failure","Sapling Density"
"FONE",19,"Seedling Density","Native Canopy","signinc_good",5,"Probable Failure","Seedling Density"
"FONE",30,"Stocking Index","Native Canopy","nonsign",5,"Probable Failure","Stocking Index"
"FONE",20,"Tree BA","Native Subcan.","nonsign",5,"Probable Failure","Tree BA"
"FONE",21,"Tree Density","Native Subcan.","signdec_bad",5,"Probable Failure","Tree Density"
"FONE",22,"Sapling BA","Native Subcan.","nonsign",5,"Probable Failure","Sapling BA"
"FONE",23,"Sapling Density","Native Subcan.","nonsign",5,"Probable Failure","Sapling Density"
"FONE",24,"Seedling Density","Native Subcan.","signinc_good",5,"Probable Failure","Seedling Density"
"FONE",25,"Tree BA","Exotic","nonsign",5,"Probable Failure","Tree BA"
"FONE",26,"Tree Density","Exotic","nonsign",5,"Probable Failure","Tree Density"
"FONE",27,"Sapling BA","Exotic","nonsign",5,"Probable Failure","Sapling BA"
"FONE",28,"Sapling Density","Exotic","nonsign",5,"Probable Failure","Sapling Density"
"FONE",29,"Seedling Density","Exotic","signinc_bad",5,"Probable Failure","Seedling Density"
"FRHI",1,"Sapling Density","Status","critical",6,"Imminent Failure","Sapling Density"
"FRHI",2,"Seedling Density","Status","caution",6,"Imminent Failure","Seedling Density"
"FRHI",3,"% Stocked Plots","Status","critical",6,"Imminent Failure","% Stocked Plots"
"FRHI",4,"Stocking Index","Status","critical",6,"Imminent Failure","Stocking Index"
"FRHI",9,"Deer Browse Impacts","Status","caution",6,"Imminent Failure","Deer Browse Impacts"
"FRHI",10,"Flat Tree Diam. Dist.","Status","acceptable",6,"Imminent Failure","Flat Tree Diam. Dist."
"FRHI",5,"Sapling Composition","Status","critical",6,"Imminent Failure","Sapling Composition"
"FRHI",6,"Seedling Composition","Status","critical",6,"Imminent Failure","Seedling Composition"
"FRHI",7,"Sorensen Sapling","Status","critical",6,"Imminent Failure","Sorensen Sapling"
"FRHI",8,"Sorensen Seedling","Status","acceptable",6,"Imminent Failure","Sorensen Seedling"
"FRHI",10,"Tree BA","Total","signinc_good",6,"Imminent Failure","Tree BA"
"FRHI",11,"Tree Density","Total","signdec_bad",6,"Imminent Failure","Tree Density"
"FRHI",12,"Sapling BA","Total","nonsign",6,"Imminent Failure","Sapling BA"
"FRHI",13,"Sapling Density","Total","nonsign",6,"Imminent Failure","Sapling Density"
"FRHI",14,"Seedling Density","Total","signinc_good",6,"Imminent Failure","Seedling Density"
"FRHI",15,"Tree BA","Native Canopy","signinc_good",6,"Imminent Failure","Tree BA"
"FRHI",16,"Tree Density","Native Canopy","signdec_bad",6,"Imminent Failure","Tree Density"
"FRHI",17,"Sapling BA","Native Canopy","nonsign",6,"Imminent Failure","Sapling BA"
"FRHI",18,"Sapling Density","Native Canopy","nonsign",6,"Imminent Failure","Sapling Density"
"FRHI",19,"Seedling Density","Native Canopy","signinc_good",6,"Imminent Failure","Seedling Density"
"FRHI",30,"Stocking Index","Native Canopy","nonsign",6,"Imminent Failure","Stocking Index"
"FRHI",20,"Tree BA","Native Subcan.","signdec_bad",6,"Imminent Failure","Tree BA"
"FRHI",21,"Tree Density","Native Subcan.","signdec_bad",6,"Imminent Failure","Tree Density"
"FRHI",22,"Sapling BA","Native Subcan.","nonsign",6,"Imminent Failure","Sapling BA"
"FRHI",23,"Sapling Density","Native Subcan.","nonsign",6,"Imminent Failure","Sapling Density"
"FRHI",24,"Seedling Density","Native Subcan.","signinc_good",6,"Imminent Failure","Seedling Density"
"FRHI",25,"Tree BA","Exotic","nonsign",6,"Imminent Failure","Tree BA"
"FRHI",26,"Tree Density","Exotic","nonsign",6,"Imminent Failure","Tree Density"
"FRHI",27,"Sapling BA","Exotic","notmod",6,"Imminent Failure","Sapling BA"
"FRHI",28,"Sapling Density","Exotic","notmod",6,"Imminent Failure","Sapling Density"
"FRHI",29,"Seedling Density","Exotic","nonsign",6,"Imminent Failure","Seedling Density"
"FRSP",1,"Sapling Density","Status","critical",2,"Insecure","Sapling Density"
"FRSP",2,"Seedling Density","Status","caution",2,"Insecure","Seedling Density"
"FRSP",3,"% Stocked Plots","Status","critical",2,"Insecure","% Stocked Plots"
"FRSP",4,"Stocking Index","Status","caution",2,"Insecure","Stocking Index"
"FRSP",9,"Deer Browse Impacts","Status","caution",2,"Insecure","Deer Browse Impacts"
"FRSP",10,"Flat Tree Diam. Dist.","Status","acceptable",2,"Insecure","Flat Tree Diam. Dist."
"FRSP",5,"Sapling Composition","Status","caution",2,"Insecure","Sapling Composition"
"FRSP",6,"Seedling Composition","Status","caution",2,"Insecure","Seedling Composition"
"FRSP",7,"Sorensen Sapling","Status","acceptable",2,"Insecure","Sorensen Sapling"
"FRSP",8,"Sorensen Seedling","Status","acceptable",2,"Insecure","Sorensen Seedling"
"FRSP",10,"Tree BA","Total","signinc_good",2,"Insecure","Tree BA"
"FRSP",11,"Tree Density","Total","signdec_bad",2,"Insecure","Tree Density"
"FRSP",12,"Sapling BA","Total","nonsign",2,"Insecure","Sapling BA"
"FRSP",13,"Sapling Density","Total","signdec_bad",2,"Insecure","Sapling Density"
"FRSP",14,"Seedling Density","Total","nonsign",2,"Insecure","Seedling Density"
"FRSP",15,"Tree BA","Native Canopy","nonsign",2,"Insecure","Tree BA"
"FRSP",16,"Tree Density","Native Canopy","signdec_bad",2,"Insecure","Tree Density"
"FRSP",17,"Sapling BA","Native Canopy","signdec_bad",2,"Insecure","Sapling BA"
"FRSP",18,"Sapling Density","Native Canopy","signdec_bad",2,"Insecure","Sapling Density"
"FRSP",19,"Seedling Density","Native Canopy","nonsign",2,"Insecure","Seedling Density"
"FRSP",30,"Stocking Index","Native Canopy","signdec_bad",2,"Insecure","Stocking Index"
"FRSP",20,"Tree BA","Native Subcan.","signinc_good",2,"Insecure","Tree BA"
"FRSP",21,"Tree Density","Native Subcan.","nonsign",2,"Insecure","Tree Density"
"FRSP",22,"Sapling BA","Native Subcan.","nonsign",2,"Insecure","Sapling BA"
"FRSP",23,"Sapling Density","Native Subcan.","nonsign",2,"Insecure","Sapling Density"
"FRSP",24,"Seedling Density","Native Subcan.","nonsign",2,"Insecure","Seedling Density"
"FRSP",25,"Tree BA","Exotic","notmod",2,"Insecure","Tree BA"
"FRSP",26,"Tree Density","Exotic","notmod",2,"Insecure","Tree Density"
"FRSP",27,"Sapling BA","Exotic","notmod",2,"Insecure","Sapling BA"
"FRSP",28,"Sapling Density","Exotic","notmod",2,"Insecure","Sapling Density"
"FRSP",29,"Seedling Density","Exotic","notmod",2,"Insecure","Seedling Density"
"GARI",1,"Sapling Density","Status","critical",2,"Insecure","Sapling Density"
"GARI",2,"Seedling Density","Status","caution",2,"Insecure","Seedling Density"
"GARI",3,"% Stocked Plots","Status","critical",2,"Insecure","% Stocked Plots"
"GARI",4,"Stocking Index","Status","caution",2,"Insecure","Stocking Index"
"GARI",9,"Deer Browse Impacts","Status","acceptable",2,"Insecure","Deer Browse Impacts"
"GARI",10,"Flat Tree Diam. Dist.","Status","acceptable",2,"Insecure","Flat Tree Diam. Dist."
"GARI",5,"Sapling Composition","Status","caution",2,"Insecure","Sapling Composition"
"GARI",6,"Seedling Composition","Status","caution",2,"Insecure","Seedling Composition"
"GARI",7,"Sorensen Sapling","Status","acceptable",2,"Insecure","Sorensen Sapling"
"GARI",8,"Sorensen Seedling","Status","acceptable",2,"Insecure","Sorensen Seedling"
"GARI",10,"Tree BA","Total","nonsign",2,"Insecure","Tree BA"
"GARI",11,"Tree Density","Total","signdec_bad",2,"Insecure","Tree Density"
"GARI",12,"Sapling BA","Total","nonsign",2,"Insecure","Sapling BA"
"GARI",13,"Sapling Density","Total","signdec_bad",2,"Insecure","Sapling Density"
"GARI",14,"Seedling Density","Total","signinc_good",2,"Insecure","Seedling Density"
"GARI",15,"Tree BA","Native Canopy","nonsign",2,"Insecure","Tree BA"
"GARI",16,"Tree Density","Native Canopy","signdec_bad",2,"Insecure","Tree Density"
"GARI",17,"Sapling BA","Native Canopy","nonsign",2,"Insecure","Sapling BA"
"GARI",18,"Sapling Density","Native Canopy","signdec_bad",2,"Insecure","Sapling Density"
"GARI",19,"Seedling Density","Native Canopy","nonsign",2,"Insecure","Seedling Density"
"GARI",30,"Stocking Index","Native Canopy","nonsign",2,"Insecure","Stocking Index"
"GARI",20,"Tree BA","Native Subcan.","signdec_bad",2,"Insecure","Tree BA"
"GARI",21,"Tree Density","Native Subcan.","nonsign",2,"Insecure","Tree Density"
"GARI",22,"Sapling BA","Native Subcan.","nonsign",2,"Insecure","Sapling BA"
"GARI",23,"Sapling Density","Native Subcan.","nonsign",2,"Insecure","Sapling Density"
"GARI",24,"Seedling Density","Native Subcan.","signinc_good",2,"Insecure","Seedling Density"
"GARI",25,"Tree BA","Exotic","notmod",2,"Insecure","Tree BA"
"GARI",26,"Tree Density","Exotic","notmod",2,"Insecure","Tree Density"
"GARI",27,"Sapling BA","Exotic","notmod",2,"Insecure","Sapling BA"
"GARI",28,"Sapling Density","Exotic","notmod",2,"Insecure","Sapling Density"
"GARI",29,"Seedling Density","Exotic","notmod",2,"Insecure","Seedling Density"
"GETT",1,"Sapling Density","Status","critical",5,"Probable Failure","Sapling Density"
"GETT",2,"Seedling Density","Status","caution",5,"Probable Failure","Seedling Density"
"GETT",3,"% Stocked Plots","Status","critical",5,"Probable Failure","% Stocked Plots"
"GETT",4,"Stocking Index","Status","caution",5,"Probable Failure","Stocking Index"
"GETT",9,"Deer Browse Impacts","Status","caution",5,"Probable Failure","Deer Browse Impacts"
"GETT",10,"Flat Tree Diam. Dist.","Status","acceptable",5,"Probable Failure","Flat Tree Diam. Dist."
"GETT",5,"Sapling Composition","Status","critical",5,"Probable Failure","Sapling Composition"
"GETT",6,"Seedling Composition","Status","critical",5,"Probable Failure","Seedling Composition"
"GETT",7,"Sorensen Sapling","Status","acceptable",5,"Probable Failure","Sorensen Sapling"
"GETT",8,"Sorensen Seedling","Status","critical",5,"Probable Failure","Sorensen Seedling"
"GETT",10,"Tree BA","Total","nonsign",5,"Probable Failure","Tree BA"
"GETT",11,"Tree Density","Total","nonsign",5,"Probable Failure","Tree Density"
"GETT",12,"Sapling BA","Total","nonsign",5,"Probable Failure","Sapling BA"
"GETT",13,"Sapling Density","Total","signinc_good",5,"Probable Failure","Sapling Density"
"GETT",14,"Seedling Density","Total","nonsign",5,"Probable Failure","Seedling Density"
"GETT",15,"Tree BA","Native Canopy","nonsign",5,"Probable Failure","Tree BA"
"GETT",16,"Tree Density","Native Canopy","nonsign",5,"Probable Failure","Tree Density"
"GETT",17,"Sapling BA","Native Canopy","nonsign",5,"Probable Failure","Sapling BA"
"GETT",18,"Sapling Density","Native Canopy","nonsign",5,"Probable Failure","Sapling Density"
"GETT",19,"Seedling Density","Native Canopy","nonsign",5,"Probable Failure","Seedling Density"
"GETT",30,"Stocking Index","Native Canopy","nonsign",5,"Probable Failure","Stocking Index"
"GETT",20,"Tree BA","Native Subcan.","signdec_bad",5,"Probable Failure","Tree BA"
"GETT",21,"Tree Density","Native Subcan.","nonsign",5,"Probable Failure","Tree Density"
"GETT",22,"Sapling BA","Native Subcan.","signinc_good",5,"Probable Failure","Sapling BA"
"GETT",23,"Sapling Density","Native Subcan.","signinc_good",5,"Probable Failure","Sapling Density"
"GETT",24,"Seedling Density","Native Subcan.","signinc_good",5,"Probable Failure","Seedling Density"
"GETT",25,"Tree BA","Exotic","notmod",5,"Probable Failure","Tree BA"
"GETT",26,"Tree Density","Exotic","notmod",5,"Probable Failure","Tree Density"
"GETT",27,"Sapling BA","Exotic","signinc_bad",5,"Probable Failure","Sapling BA"
"GETT",28,"Sapling Density","Exotic","nonsign",5,"Probable Failure","Sapling Density"
"GETT",29,"Seedling Density","Exotic","nonsign",5,"Probable Failure","Seedling Density"
"GEWA",1,"Sapling Density","Status","critical",6,"Imminent Failure","Sapling Density"
"GEWA",2,"Seedling Density","Status","caution",6,"Imminent Failure","Seedling Density"
"GEWA",3,"% Stocked Plots","Status","critical",6,"Imminent Failure","% Stocked Plots"
"GEWA",4,"Stocking Index","Status","critical",6,"Imminent Failure","Stocking Index"
"GEWA",9,"Deer Browse Impacts","Status","critical",6,"Imminent Failure","Deer Browse Impacts"
"GEWA",10,"Flat Tree Diam. Dist.","Status","acceptable",6,"Imminent Failure","Flat Tree Diam. Dist."
"GEWA",5,"Sapling Composition","Status","critical",6,"Imminent Failure","Sapling Composition"
"GEWA",6,"Seedling Composition","Status","caution",6,"Imminent Failure","Seedling Composition"
"GEWA",7,"Sorensen Sapling","Status","acceptable",6,"Imminent Failure","Sorensen Sapling"
"GEWA",8,"Sorensen Seedling","Status","critical",6,"Imminent Failure","Sorensen Seedling"
"GEWA",10,"Tree BA","Total","signinc_good",6,"Imminent Failure","Tree BA"
"GEWA",11,"Tree Density","Total","nonsign",6,"Imminent Failure","Tree Density"
"GEWA",12,"Sapling BA","Total","nonsign",6,"Imminent Failure","Sapling BA"
"GEWA",13,"Sapling Density","Total","nonsign",6,"Imminent Failure","Sapling Density"
"GEWA",14,"Seedling Density","Total","nonsign",6,"Imminent Failure","Seedling Density"
"GEWA",15,"Tree BA","Native Canopy","signinc_good",6,"Imminent Failure","Tree BA"
"GEWA",16,"Tree Density","Native Canopy","signdec_bad",6,"Imminent Failure","Tree Density"
"GEWA",17,"Sapling BA","Native Canopy","nonsign",6,"Imminent Failure","Sapling BA"
"GEWA",18,"Sapling Density","Native Canopy","nonsign",6,"Imminent Failure","Sapling Density"
"GEWA",19,"Seedling Density","Native Canopy","signinc_good",6,"Imminent Failure","Seedling Density"
"GEWA",30,"Stocking Index","Native Canopy","signinc_good",6,"Imminent Failure","Stocking Index"
"GEWA",20,"Tree BA","Native Subcan.","signinc_good",6,"Imminent Failure","Tree BA"
"GEWA",21,"Tree Density","Native Subcan.","signinc_good",6,"Imminent Failure","Tree Density"
"GEWA",22,"Sapling BA","Native Subcan.","nonsign",6,"Imminent Failure","Sapling BA"
"GEWA",23,"Sapling Density","Native Subcan.","nonsign",6,"Imminent Failure","Sapling Density"
"GEWA",24,"Seedling Density","Native Subcan.","signdec_bad",6,"Imminent Failure","Seedling Density"
"GEWA",25,"Tree BA","Exotic","notmod",6,"Imminent Failure","Tree BA"
"GEWA",26,"Tree Density","Exotic","notmod",6,"Imminent Failure","Tree Density"
"GEWA",27,"Sapling BA","Exotic","notmod",6,"Imminent Failure","Sapling BA"
"GEWA",28,"Sapling Density","Exotic","notmod",6,"Imminent Failure","Sapling Density"
"GEWA",29,"Seedling Density","Exotic","notmod",6,"Imminent Failure","Seedling Density"
"GWMP",1,"Sapling Density","Status","critical",7,"Imminent Failure","Sapling Density"
"GWMP",2,"Seedling Density","Status","critical",7,"Imminent Failure","Seedling Density"
"GWMP",3,"% Stocked Plots","Status","critical",7,"Imminent Failure","% Stocked Plots"
"GWMP",4,"Stocking Index","Status","critical",7,"Imminent Failure","Stocking Index"
"GWMP",9,"Deer Browse Impacts","Status","caution",7,"Imminent Failure","Deer Browse Impacts"
"GWMP",10,"Flat Tree Diam. Dist.","Status","acceptable",7,"Imminent Failure","Flat Tree Diam. Dist."
"GWMP",5,"Sapling Composition","Status","critical",7,"Imminent Failure","Sapling Composition"
"GWMP",6,"Seedling Composition","Status","critical",7,"Imminent Failure","Seedling Composition"
"GWMP",7,"Sorensen Sapling","Status","acceptable",7,"Imminent Failure","Sorensen Sapling"
"GWMP",8,"Sorensen Seedling","Status","critical",7,"Imminent Failure","Sorensen Seedling"
"GWMP",10,"Tree BA","Total","nonsign",7,"Imminent Failure","Tree BA"
"GWMP",11,"Tree Density","Total","nonsign",7,"Imminent Failure","Tree Density"
"GWMP",12,"Sapling BA","Total","nonsign",7,"Imminent Failure","Sapling BA"
"GWMP",13,"Sapling Density","Total","nonsign",7,"Imminent Failure","Sapling Density"
"GWMP",14,"Seedling Density","Total","nonsign",7,"Imminent Failure","Seedling Density"
"GWMP",15,"Tree BA","Native Canopy","signinc_good",7,"Imminent Failure","Tree BA"
"GWMP",16,"Tree Density","Native Canopy","nonsign",7,"Imminent Failure","Tree Density"
"GWMP",17,"Sapling BA","Native Canopy","nonsign",7,"Imminent Failure","Sapling BA"
"GWMP",18,"Sapling Density","Native Canopy","signdec_bad",7,"Imminent Failure","Sapling Density"
"GWMP",19,"Seedling Density","Native Canopy","nonsign",7,"Imminent Failure","Seedling Density"
"GWMP",30,"Stocking Index","Native Canopy","nonsign",7,"Imminent Failure","Stocking Index"
"GWMP",20,"Tree BA","Native Subcan.","nonsign",7,"Imminent Failure","Tree BA"
"GWMP",21,"Tree Density","Native Subcan.","nonsign",7,"Imminent Failure","Tree Density"
"GWMP",22,"Sapling BA","Native Subcan.","nonsign",7,"Imminent Failure","Sapling BA"
"GWMP",23,"Sapling Density","Native Subcan.","nonsign",7,"Imminent Failure","Sapling Density"
"GWMP",24,"Seedling Density","Native Subcan.","nonsign",7,"Imminent Failure","Seedling Density"
"GWMP",25,"Tree BA","Exotic","nonsign",7,"Imminent Failure","Tree BA"
"GWMP",26,"Tree Density","Exotic","signdec_good",7,"Imminent Failure","Tree Density"
"GWMP",27,"Sapling BA","Exotic","notmod",7,"Imminent Failure","Sapling BA"
"GWMP",28,"Sapling Density","Exotic","notmod",7,"Imminent Failure","Sapling Density"
"GWMP",29,"Seedling Density","Exotic","nonsign",7,"Imminent Failure","Seedling Density"
"HAFE",1,"Sapling Density","Status","critical",8,"Imminent Failure","Sapling Density"
"HAFE",2,"Seedling Density","Status","critical",8,"Imminent Failure","Seedling Density"
"HAFE",3,"% Stocked Plots","Status","critical",8,"Imminent Failure","% Stocked Plots"
"HAFE",4,"Stocking Index","Status","critical",8,"Imminent Failure","Stocking Index"
"HAFE",9,"Deer Browse Impacts","Status","critical",8,"Imminent Failure","Deer Browse Impacts"
"HAFE",10,"Flat Tree Diam. Dist.","Status","acceptable",8,"Imminent Failure","Flat Tree Diam. Dist."
"HAFE",5,"Sapling Composition","Status","critical",8,"Imminent Failure","Sapling Composition"
"HAFE",6,"Seedling Composition","Status","critical",8,"Imminent Failure","Seedling Composition"
"HAFE",7,"Sorensen Sapling","Status","acceptable",8,"Imminent Failure","Sorensen Sapling"
"HAFE",8,"Sorensen Seedling","Status","critical",8,"Imminent Failure","Sorensen Seedling"
"HAFE",10,"Tree BA","Total","nonsign",8,"Imminent Failure","Tree BA"
"HAFE",11,"Tree Density","Total","nonsign",8,"Imminent Failure","Tree Density"
"HAFE",12,"Sapling BA","Total","nonsign",8,"Imminent Failure","Sapling BA"
"HAFE",13,"Sapling Density","Total","nonsign",8,"Imminent Failure","Sapling Density"
"HAFE",14,"Seedling Density","Total","nonsign",8,"Imminent Failure","Seedling Density"
"HAFE",15,"Tree BA","Native Canopy","nonsign",8,"Imminent Failure","Tree BA"
"HAFE",16,"Tree Density","Native Canopy","nonsign",8,"Imminent Failure","Tree Density"
"HAFE",17,"Sapling BA","Native Canopy","nonsign",8,"Imminent Failure","Sapling BA"
"HAFE",18,"Sapling Density","Native Canopy","signdec_bad",8,"Imminent Failure","Sapling Density"
"HAFE",19,"Seedling Density","Native Canopy","signdec_bad",8,"Imminent Failure","Seedling Density"
"HAFE",30,"Stocking Index","Native Canopy","signdec_bad",8,"Imminent Failure","Stocking Index"
"HAFE",20,"Tree BA","Native Subcan.","nonsign",8,"Imminent Failure","Tree BA"
"HAFE",21,"Tree Density","Native Subcan.","nonsign",8,"Imminent Failure","Tree Density"
"HAFE",22,"Sapling BA","Native Subcan.","nonsign",8,"Imminent Failure","Sapling BA"
"HAFE",23,"Sapling Density","Native Subcan.","nonsign",8,"Imminent Failure","Sapling Density"
"HAFE",24,"Seedling Density","Native Subcan.","nonsign",8,"Imminent Failure","Seedling Density"
"HAFE",25,"Tree BA","Exotic","nonsign",8,"Imminent Failure","Tree BA"
"HAFE",26,"Tree Density","Exotic","nonsign",8,"Imminent Failure","Tree Density"
"HAFE",27,"Sapling BA","Exotic","notmod",8,"Imminent Failure","Sapling BA"
"HAFE",28,"Sapling Density","Exotic","notmod",8,"Imminent Failure","Sapling Density"
"HAFE",29,"Seedling Density","Exotic","signinc_bad",8,"Imminent Failure","Seedling Density"
"HOFU",1,"Sapling Density","Status","critical",5,"Probable Failure","Sapling Density"
"HOFU",2,"Seedling Density","Status","caution",5,"Probable Failure","Seedling Density"
"HOFU",3,"% Stocked Plots","Status","critical",5,"Probable Failure","% Stocked Plots"
"HOFU",4,"Stocking Index","Status","caution",5,"Probable Failure","Stocking Index"
"HOFU",9,"Deer Browse Impacts","Status","critical",5,"Probable Failure","Deer Browse Impacts"
"HOFU",10,"Flat Tree Diam. Dist.","Status","acceptable",5,"Probable Failure","Flat Tree Diam. Dist."
"HOFU",5,"Sapling Composition","Status","critical",5,"Probable Failure","Sapling Composition"
"HOFU",6,"Seedling Composition","Status","caution",5,"Probable Failure","Seedling Composition"
"HOFU",7,"Sorensen Sapling","Status","critical",5,"Probable Failure","Sorensen Sapling"
"HOFU",8,"Sorensen Seedling","Status","acceptable",5,"Probable Failure","Sorensen Seedling"
"HOFU",10,"Tree BA","Total","nonsign",5,"Probable Failure","Tree BA"
"HOFU",11,"Tree Density","Total","signdec_bad",5,"Probable Failure","Tree Density"
"HOFU",12,"Sapling BA","Total","nonsign",5,"Probable Failure","Sapling BA"
"HOFU",13,"Sapling Density","Total","nonsign",5,"Probable Failure","Sapling Density"
"HOFU",14,"Seedling Density","Total","signinc_good",5,"Probable Failure","Seedling Density"
"HOFU",15,"Tree BA","Native Canopy","nonsign",5,"Probable Failure","Tree BA"
"HOFU",16,"Tree Density","Native Canopy","signdec_bad",5,"Probable Failure","Tree Density"
"HOFU",17,"Sapling BA","Native Canopy","nonsign",5,"Probable Failure","Sapling BA"
"HOFU",18,"Sapling Density","Native Canopy","nonsign",5,"Probable Failure","Sapling Density"
"HOFU",19,"Seedling Density","Native Canopy","signinc_good",5,"Probable Failure","Seedling Density"
"HOFU",30,"Stocking Index","Native Canopy","signinc_good",5,"Probable Failure","Stocking Index"
"HOFU",20,"Tree BA","Native Subcan.","nonsign",5,"Probable Failure","Tree BA"
"HOFU",21,"Tree Density","Native Subcan.","signdec_bad",5,"Probable Failure","Tree Density"
"HOFU",22,"Sapling BA","Native Subcan.","nonsign",5,"Probable Failure","Sapling BA"
"HOFU",23,"Sapling Density","Native Subcan.","nonsign",5,"Probable Failure","Sapling Density"
"HOFU",24,"Seedling Density","Native Subcan.","nonsign",5,"Probable Failure","Seedling Density"
"HOFU",25,"Tree BA","Exotic","notmod",5,"Probable Failure","Tree BA"
"HOFU",26,"Tree Density","Exotic","notmod",5,"Probable Failure","Tree Density"
"HOFU",27,"Sapling BA","Exotic","notmod",5,"Probable Failure","Sapling BA"
"HOFU",28,"Sapling Density","Exotic","notmod",5,"Probable Failure","Sapling Density"
"HOFU",29,"Seedling Density","Exotic","notmod",5,"Probable Failure","Seedling Density"
"JOFL",1,"Sapling Density","Status","critical",4,"Probable Failure","Sapling Density"
"JOFL",2,"Seedling Density","Status","caution",4,"Probable Failure","Seedling Density"
"JOFL",3,"% Stocked Plots","Status","critical",4,"Probable Failure","% Stocked Plots"
"JOFL",4,"Stocking Index","Status","critical",4,"Probable Failure","Stocking Index"
"JOFL",9,"Deer Browse Impacts","Status","caution",4,"Probable Failure","Deer Browse Impacts"
"JOFL",10,"Flat Tree Diam. Dist.","Status","acceptable",4,"Probable Failure","Flat Tree Diam. Dist."
"JOFL",5,"Sapling Composition","Status","caution",4,"Probable Failure","Sapling Composition"
"JOFL",6,"Seedling Composition","Status","critical",4,"Probable Failure","Seedling Composition"
"JOFL",7,"Sorensen Sapling","Status","acceptable",4,"Probable Failure","Sorensen Sapling"
"JOFL",8,"Sorensen Seedling","Status","acceptable",4,"Probable Failure","Sorensen Seedling"
"JOFL",10,"Tree BA","Total","signinc_good",4,"Probable Failure","Tree BA"
"JOFL",11,"Tree Density","Total","signdec_bad",4,"Probable Failure","Tree Density"
"JOFL",12,"Sapling BA","Total","nonsign",4,"Probable Failure","Sapling BA"
"JOFL",13,"Sapling Density","Total","signdec_bad",4,"Probable Failure","Sapling Density"
"JOFL",14,"Seedling Density","Total","nonsign",4,"Probable Failure","Seedling Density"
"JOFL",15,"Tree BA","Native Canopy","signinc_good",4,"Probable Failure","Tree BA"
"JOFL",16,"Tree Density","Native Canopy","nonsign",4,"Probable Failure","Tree Density"
"JOFL",17,"Sapling BA","Native Canopy","nonsign",4,"Probable Failure","Sapling BA"
"JOFL",18,"Sapling Density","Native Canopy","nonsign",4,"Probable Failure","Sapling Density"
"JOFL",19,"Seedling Density","Native Canopy","signdec_bad",4,"Probable Failure","Seedling Density"
"JOFL",30,"Stocking Index","Native Canopy","signdec_bad",4,"Probable Failure","Stocking Index"
"JOFL",20,"Tree BA","Native Subcan.","nonsign",4,"Probable Failure","Tree BA"
"JOFL",21,"Tree Density","Native Subcan.","signdec_bad",4,"Probable Failure","Tree Density"
"JOFL",22,"Sapling BA","Native Subcan.","nonsign",4,"Probable Failure","Sapling BA"
"JOFL",23,"Sapling Density","Native Subcan.","nonsign",4,"Probable Failure","Sapling Density"
"JOFL",24,"Seedling Density","Native Subcan.","nonsign",4,"Probable Failure","Seedling Density"
"JOFL",25,"Tree BA","Exotic","nonsign",4,"Probable Failure","Tree BA"
"JOFL",26,"Tree Density","Exotic","nonsign",4,"Probable Failure","Tree Density"
"JOFL",27,"Sapling BA","Exotic","nonsign",4,"Probable Failure","Sapling BA"
"JOFL",28,"Sapling Density","Exotic","nonsign",4,"Probable Failure","Sapling Density"
"JOFL",29,"Seedling Density","Exotic","nonsign",4,"Probable Failure","Seedling Density"
"MABI",1,"Sapling Density","Status","critical",4,"Probable Failure","Sapling Density"
"MABI",2,"Seedling Density","Status","caution",4,"Probable Failure","Seedling Density"
"MABI",3,"% Stocked Plots","Status","critical",4,"Probable Failure","% Stocked Plots"
"MABI",4,"Stocking Index","Status","caution",4,"Probable Failure","Stocking Index"
"MABI",9,"Deer Browse Impacts","Status","caution",4,"Probable Failure","Deer Browse Impacts"
"MABI",10,"Flat Tree Diam. Dist.","Status","acceptable",4,"Probable Failure","Flat Tree Diam. Dist."
"MABI",5,"Sapling Composition","Status","critical",4,"Probable Failure","Sapling Composition"
"MABI",6,"Seedling Composition","Status","critical",4,"Probable Failure","Seedling Composition"
"MABI",7,"Sorensen Sapling","Status","acceptable",4,"Probable Failure","Sorensen Sapling"
"MABI",8,"Sorensen Seedling","Status","acceptable",4,"Probable Failure","Sorensen Seedling"
