"term","estimate","lower95","upper95","num_boots","park","resp","Network","lat_rank","park_ord","network_ord","strp_col"
"c3_response",7.58749499561874,5.80424739805269,9.55709996641367,1000,"ALPO","tree_30cm_BA_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",0.5809969473113,0.264464685100105,1.02346539778557,1000,"ALPO","tree_30cm_BA_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",-0.0526977406740395,-0.197812168195315,0.0694352050822294,1000,"ALPO","tree_30cm_BA_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",0.528299206637261,0.266330005970764,0.855900955349555,1000,"ALPO","tree_30cm_BA_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",0.475601465963221,0.24331033079416,0.759786806891493,1000,"ALPO","tree_30cm_BA_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",0.422903725289182,0.162314670266471,0.757667275028511,1000,"ALPO","tree_30cm_BA_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",7.38086103060891,5.68880677721902,9.1216715973695,1000,"ALPO","tree_30cm_BA_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",0.209683981536572,-0.224095013357658,0.664638393859779,1000,"ALPO","tree_30cm_BA_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",7.59054501214548,6.02187464844382,9.23653473794285,1000,"ALPO","tree_30cm_BA_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",7.80022899368206,6.19635182418443,9.63086749831827,1000,"ALPO","tree_30cm_BA_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",8.00991297521863,6.28147603713761,9.92527443409634,1000,"ALPO","tree_30cm_BA_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",NA,NA,NA,NA,"ALPO","tree_30cm_Dens_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",NA,NA,NA,NA,"ALPO","tree_30cm_Dens_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",NA,NA,NA,NA,"ALPO","tree_30cm_Dens_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",NA,NA,NA,NA,"ALPO","tree_30cm_Dens_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",NA,NA,NA,NA,"ALPO","tree_30cm_Dens_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",73.1689921824754,54.0868937351287,94.3780263240331,1000,"ALPO","tree_30cm_Dens_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",1.85904576164313,-2.57140616913137,6.1790627527539,1000,"ALPO","tree_30cm_Dens_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",75.0280379441185,57.6324943142884,95.7200066423839,1000,"ALPO","tree_30cm_Dens_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",76.8870837057616,58.6975872928107,96.9355916860882,1000,"ALPO","tree_30cm_Dens_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",78.7461294674048,59.6486570112135,99.4920265251208,1000,"ALPO","tree_30cm_Dens_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",6.54980311050103,2.71736654348262,11.5497857320581,958,"ALPO","tree_30cm_Dens_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",-0.638747379482278,-2.20392938726154,0.659651822831265,958,"ALPO","tree_30cm_Dens_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",5.91105573101876,2.75070581368706,9.56562914301802,958,"ALPO","tree_30cm_Dens_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",5.27230835153648,2.56113731550019,8.2300641261621,958,"ALPO","tree_30cm_Dens_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",4.6335609720542,1.66888605011693,7.81256308932415,958,"ALPO","tree_30cm_Dens_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",79.7187563350283,61.5000793071468,98.6361219588132,1000,"ALPO","tree_30cm_Dens_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",1.22032760062124,-3.53677651315335,6.25841222249106,1000,"ALPO","tree_30cm_Dens_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",80.9390839356496,64.4156809792781,98.755901836618,1000,"ALPO","tree_30cm_Dens_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",82.1594115362708,65.2302937866143,99.8935750293729,1000,"ALPO","tree_30cm_Dens_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",83.379739136892,65.4354658983606,103.453974268362,1000,"ALPO","tree_30cm_Dens_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",NA,NA,NA,NA,"ALPO","tree_40cm_BA_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",NA,NA,NA,NA,"ALPO","tree_40cm_BA_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",NA,NA,NA,NA,"ALPO","tree_40cm_BA_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",NA,NA,NA,NA,"ALPO","tree_40cm_BA_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",NA,NA,NA,NA,"ALPO","tree_40cm_BA_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",10.9696428506624,7.80618685813775,14.4188453846974,1000,"ALPO","tree_40cm_BA_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",1.40573101300897,0.879425026652903,1.99255248475009,1000,"ALPO","tree_40cm_BA_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",12.3753738636713,9.09329535189312,15.8845217684233,1000,"ALPO","tree_40cm_BA_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",13.7811048766803,10.3491273148901,17.4137593023232,1000,"ALPO","tree_40cm_BA_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",15.1868358896893,11.3519697103429,19.1713283987607,1000,"ALPO","tree_40cm_BA_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",1.80833383720985,0.354104371849089,3.65040678265392,995,"ALPO","tree_40cm_BA_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",-0.339410963063049,-0.853227782250075,0.0333384237764783,995,"ALPO","tree_40cm_BA_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",1.4689228741468,0.245059261537464,3.13051868896215,995,"ALPO","tree_40cm_BA_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",1.12951191108375,0.17245112658692,2.72007890763576,995,"ALPO","tree_40cm_BA_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",0.790100948020704,-0.0257995651804264,2.32843149558514,995,"ALPO","tree_40cm_BA_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",12.7820782553339,8.79484423386546,16.5958110886977,999,"ALPO","tree_40cm_BA_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",1.0632438743495,0.254924483865816,1.73391353269675,999,"ALPO","tree_40cm_BA_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",13.8453221296834,10.0323024432356,17.4836773679708,999,"ALPO","tree_40cm_BA_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",14.9085660040329,11.0534367693814,18.566396130945,999,"ALPO","tree_40cm_BA_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",15.9718098783824,11.9864630142462,19.8580172710912,999,"ALPO","tree_40cm_BA_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",NA,NA,NA,NA,"ALPO","tree_40cm_Dens_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",NA,NA,NA,NA,"ALPO","tree_40cm_Dens_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",NA,NA,NA,NA,"ALPO","tree_40cm_Dens_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",NA,NA,NA,NA,"ALPO","tree_40cm_Dens_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",NA,NA,NA,NA,"ALPO","tree_40cm_Dens_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",56.9756955356895,41.2181915156696,72.7492701943361,999,"ALPO","tree_40cm_Dens_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",5.01471127580024,1.29918547182124,8.47908312048383,999,"ALPO","tree_40cm_Dens_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",61.9904068114897,45.6643435574186,78.0066989355056,999,"ALPO","tree_40cm_Dens_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",67.00511808729,49.9468066138076,84.0739717476889,999,"ALPO","tree_40cm_Dens_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",72.0198293630902,54.4999029286271,90.191461103975,999,"ALPO","tree_40cm_Dens_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",8.36693782142727,2.17927440629171,16.6195106264871,958,"ALPO","tree_40cm_Dens_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",-1.5595013485328,-3.51339770893796,-0.313007111469132,958,"ALPO","tree_40cm_Dens_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",6.80743647289447,1.77592039581658,14.5004064807468,958,"ALPO","tree_40cm_Dens_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",5.24793512436166,0.962881470747217,12.1848359406163,958,"ALPO","tree_40cm_Dens_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",3.68843377582886,0.0422807724743112,10.1534898163741,958,"ALPO","tree_40cm_Dens_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",65.351747046219,49.1111452960316,81.9921600479555,1000,"ALPO","tree_40cm_Dens_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",3.44837466044228,-0.290130080941987,7.19074708279318,1000,"ALPO","tree_40cm_Dens_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",68.8001217066613,52.8362504379262,85.968523693223,1000,"ALPO","tree_40cm_Dens_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",72.2484963671036,55.7222236727456,89.9504460773792,1000,"ALPO","tree_40cm_Dens_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",75.6968710275459,58.3774639168939,95.2015430821951,1000,"ALPO","tree_40cm_Dens_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",0.446782249569679,0.108744081450866,0.889864815927284,998,"ALPO","Tree_BA_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",-0.0670388381440354,-0.156289763575901,-0.00553673374898009,998,"ALPO","Tree_BA_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",0.379743411425644,0.0879288831560507,0.760843986687971,998,"ALPO","Tree_BA_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",0.312704573281608,0.0670769823020516,0.663379551812517,998,"ALPO","Tree_BA_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",0.245665735137573,0.0299451770460331,0.567180361859735,998,"ALPO","Tree_BA_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",26.1746702284356,21.6623940649702,30.4976588231542,1000,"ALPO","Tree_BA_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",1.19818897608527,0.686798623239915,1.66767553645985,1000,"ALPO","Tree_BA_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",27.3728592045208,22.6576891553512,31.978187378536,1000,"ALPO","Tree_BA_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",28.5710481806061,23.6439679487175,33.4265893357435,1000,"ALPO","Tree_BA_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",29.7692371566914,24.6323211396251,34.7614678195524,1000,"ALPO","Tree_BA_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",3.46016563738362,1.49771685470762,5.75216469577106,1000,"ALPO","Tree_BA_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",-0.47866569088563,-1.02831332453927,-0.00939959368301488,1000,"ALPO","Tree_BA_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",2.98149994649799,1.29499732469614,5.154935681402,1000,"ALPO","Tree_BA_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",2.50283425561236,1.02988142354531,4.69481196607,1000,"ALPO","Tree_BA_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",2.02416856472673,0.548309486607083,4.45241781062659,1000,"ALPO","Tree_BA_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",30.0884443431714,26.0024354421467,34.3547314297737,1000,"ALPO","Tree_BA_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",0.647364776217483,-0.20437765872501,1.36655861815917,1000,"ALPO","Tree_BA_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",30.7358091193889,26.7050887393756,34.8217187722309,1000,"ALPO","Tree_BA_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",31.3831738956064,27.2142220188348,35.4010287640546,1000,"ALPO","Tree_BA_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",32.0305386718239,27.7767684795786,36.3030509401519,1000,"ALPO","Tree_BA_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",19.6952893714718,5.57525858783544,40.1254269314107,996,"ALPO","Tree_Dens_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",-2.83484629671149,-5.77803044352244,-0.67024860494019,996,"ALPO","Tree_Dens_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",16.8604430747603,4.56662196592207,34.7834457186365,996,"ALPO","Tree_Dens_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",14.0255967780488,3.66424277274072,29.477364785534,996,"ALPO","Tree_Dens_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",11.1907504813373,2.13645256792748,24.7680035318833,996,"ALPO","Tree_Dens_Exotic","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",413.663639665082,343.61247841689,489.107554195282,1000,"ALPO","Tree_Dens_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",-12.1269428275788,-19.7086668161435,-4.46628620815811,1000,"ALPO","Tree_Dens_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",401.536696837503,335.68872426005,471.516375441273,1000,"ALPO","Tree_Dens_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",389.409754009924,328.525114140524,456.91197430708,1000,"ALPO","Tree_Dens_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",377.282811182346,319.964911090521,442.218710663061,1000,"ALPO","Tree_Dens_NatCan","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",60.2322634952485,32.7852184628175,97.7128670864749,1000,"ALPO","Tree_Dens_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",-8.62750698551888,-14.5827567410493,-2.94196205508812,1000,"ALPO","Tree_Dens_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",51.6047565097296,27.5318953991007,86.9264872993554,1000,"ALPO","Tree_Dens_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",42.9772495242107,21.4539193337467,76.3505057365665,1000,"ALPO","Tree_Dens_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",34.3497425386918,14.1561412776959,64.3802863092537,1000,"ALPO","Tree_Dens_NatOth","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",493.631781838449,420.698157562017,562.755705992543,1000,"ALPO","Tree_Dens_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Slope",-23.6197380897976,-33.0755301664482,-14.2192196460683,1000,"ALPO","Tree_Dens_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c1_response",470.012043748651,405.565420245032,532.995626281173,1000,"ALPO","Tree_Dens_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c2_response",446.392305658854,388.746101672632,506.439838658986,1000,"ALPO","Tree_Dens_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"c3_response",422.772567569056,369.498600476961,481.511040587095,1000,"ALPO","Tree_Dens_Total","ERMN",29,"ALPO","ERMN","#A5BDCD"
"Intercept",0.598083172339615,0.458314901982585,0.717297801275327,1000,"BLUE","Hor_sap","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Slope",-0.00526836978352367,-0.0475022669881554,0.0420867364712013,1000,"BLUE","Hor_sap","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c1_response",0.592814802556091,0.485158211501741,0.69066651863425,1000,"BLUE","Hor_sap","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c2_response",0.587546432772568,0.493924993738284,0.677281391186023,1000,"BLUE","Hor_sap","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c3_response",0.582278062989044,0.482363833489503,0.685356407517625,1000,"BLUE","Hor_sap","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Intercept",0.742567982983555,0.650725372820462,0.832271053837702,999,"BLUE","Hor_seed","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Slope",0.0203960839423505,-0.0139034188805492,0.0535865495421439,999,"BLUE","Hor_seed","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c1_response",0.762964066925906,0.689315486377474,0.829549869673374,999,"BLUE","Hor_seed","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c2_response",0.783360150868256,0.717512476678242,0.840849844888994,999,"BLUE","Hor_seed","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c3_response",0.803756234810607,0.724922596772094,0.87067453589395,999,"BLUE","Hor_seed","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Intercept",0.0197700578182792,NA,NA,NA,"BLUE","Sap_BA_Exotic","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Slope",-0.00598464246179251,NA,NA,NA,"BLUE","Sap_BA_Exotic","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c1_response",0.0137854153564867,NA,NA,NA,"BLUE","Sap_BA_Exotic","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c2_response",0.00780077289469423,NA,NA,NA,"BLUE","Sap_BA_Exotic","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c3_response",0.00181613043290172,NA,NA,NA,"BLUE","Sap_BA_Exotic","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Intercept",1.14835888817059,0.722012697379105,1.6811661790754,1000,"BLUE","Sap_BA_NatCan","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Slope",-0.103804688795248,-0.242336873349101,0.00388956047857686,1000,"BLUE","Sap_BA_NatCan","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c1_response",1.04455419937534,0.679981708389073,1.47084559959695,1000,"BLUE","Sap_BA_NatCan","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c2_response",0.940749510580097,0.616455433475774,1.31312896794972,1000,"BLUE","Sap_BA_NatCan","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c3_response",0.836944821784849,0.51704874280937,1.17043543705188,1000,"BLUE","Sap_BA_NatCan","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Intercept",0.165880370003313,0.0721804879531863,0.287555081395688,1000,"BLUE","Sap_BA_NatOth","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Slope",0.00453452251039822,-0.0468137329708646,0.054111872687902,1000,"BLUE","Sap_BA_NatOth","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c1_response",0.170414892513711,0.0895796111423761,0.263167099397302,1000,"BLUE","Sap_BA_NatOth","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c2_response",0.174949415024109,0.0914899775349904,0.279021234275203,1000,"BLUE","Sap_BA_NatOth","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c3_response",0.179483937534507,0.0815431729046358,0.311880808577108,1000,"BLUE","Sap_BA_NatOth","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Intercept",1.33382548864924,0.913450313955454,1.82041059399669,1000,"BLUE","Sap_BA_Total","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Slope",-0.105009735031682,-0.22888000558597,0.0173512934201073,1000,"BLUE","Sap_BA_Total","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c1_response",1.22881575361756,0.886526659934574,1.63366752094513,1000,"BLUE","Sap_BA_Total","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c2_response",1.12380601858588,0.811679408798991,1.47614278186914,1000,"BLUE","Sap_BA_Total","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c3_response",1.0187962835542,0.70726105628003,1.36300110194126,1000,"BLUE","Sap_BA_Total","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Intercept",0.000832130927369973,NA,NA,NA,"BLUE","Sap_Dens_Exotic","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Slope",-0.000251896384294102,NA,NA,NA,"BLUE","Sap_Dens_Exotic","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c1_response",0.00058023454307587,NA,NA,NA,"BLUE","Sap_Dens_Exotic","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c2_response",0.000328338158781768,NA,NA,NA,"BLUE","Sap_Dens_Exotic","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c3_response",0.0000764417744876654,NA,NA,NA,"BLUE","Sap_Dens_Exotic","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Intercept",0.0518611630588762,0.0329396149155715,0.0705434232579635,1000,"BLUE","Sap_Dens_NatCan","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Slope",-0.00444753952965418,-0.00930719053543297,0.00194046784782198,1000,"BLUE","Sap_Dens_NatCan","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c1_response",0.047413623529222,0.0338062703050407,0.0627996929361026,1000,"BLUE","Sap_Dens_NatCan","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c2_response",0.0429660839995678,0.0313665593716795,0.0552830122730669,1000,"BLUE","Sap_Dens_NatCan","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c3_response",0.0385185444699136,0.0276302767392524,0.0507994422293676,1000,"BLUE","Sap_Dens_NatCan","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Intercept",0.0204737746865082,0.00792582880117866,0.0379813190593664,1000,"BLUE","Sap_Dens_NatOth","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Slope",0.000264759145717645,-0.00262268895521247,0.00348631907125432,1000,"BLUE","Sap_Dens_NatOth","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c1_response",0.0207385338322259,0.00787790955497399,0.0392222079235374,1000,"BLUE","Sap_Dens_NatOth","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c2_response",0.0210032929779435,0.00765189028941461,0.0412763462631669,1000,"BLUE","Sap_Dens_NatOth","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c3_response",0.0212680521236611,0.006753581008921,0.0437757200684771,1000,"BLUE","Sap_Dens_NatOth","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Intercept",0.0732220748174884,0.0459358692244661,0.101820001817237,1000,"BLUE","Sap_Dens_Total","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Slope",-0.0044940333734836,-0.00994431185361998,0.00213889166851621,1000,"BLUE","Sap_Dens_Total","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c1_response",0.0687280414440048,0.0466683682163141,0.0952874929662937,1000,"BLUE","Sap_Dens_Total","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c2_response",0.0642340080705212,0.0446131968766948,0.0884097637442315,1000,"BLUE","Sap_Dens_Total","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c3_response",0.0597399746970376,0.0405239038676213,0.0832112562242084,1000,"BLUE","Sap_Dens_Total","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Intercept",0.00181385790297904,-0.0145674846378778,0.0194853052206747,997,"BLUE","Seed_Dens_Exotic","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Slope",0.00449057829637371,-0.00127247689100779,0.013371966168896,997,"BLUE","Seed_Dens_Exotic","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c1_response",0.00630443619935275,-0.00186759027494808,0.0203009488328773,997,"BLUE","Seed_Dens_Exotic","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c2_response",0.0107950144957265,0.00216564583947903,0.0244316107258537,997,"BLUE","Seed_Dens_Exotic","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c3_response",0.0152855927921002,0.00248259873513014,0.0334550224347493,997,"BLUE","Seed_Dens_Exotic","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Intercept",0.124260918415873,0.0368739417978491,0.213935241115979,1000,"BLUE","Seed_Dens_NatCan","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Slope",0.13073155481936,0.0676858645310699,0.208073302005291,1000,"BLUE","Seed_Dens_NatCan","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c1_response",0.254992473235234,0.165336907992657,0.360527306116829,1000,"BLUE","Seed_Dens_NatCan","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c2_response",0.385724028054594,0.253846380292252,0.533438070061283,1000,"BLUE","Seed_Dens_NatCan","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c3_response",0.516455582873954,0.329563826795293,0.72882356937997,1000,"BLUE","Seed_Dens_NatCan","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Intercept",0.0763840922111288,-0.134556439610755,0.272121808276337,1000,"BLUE","Seed_Dens_NatOth","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Slope",0.417974347706297,0.249221958135345,0.627467714191145,1000,"BLUE","Seed_Dens_NatOth","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c1_response",0.494358439917426,0.254830989986679,0.819155576897328,1000,"BLUE","Seed_Dens_NatOth","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c2_response",0.912332787623723,0.545322955861074,1.39650414480949,1000,"BLUE","Seed_Dens_NatOth","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c3_response",1.33030713533002,0.814863895977183,1.9743200553139,1000,"BLUE","Seed_Dens_NatOth","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Intercept",0.202710172192245,-0.0349396357131362,0.438311128775229,1000,"BLUE","Seed_Dens_Total","ERMN",6,"BLUE","ERMN","#A5BDCD"
"Slope",0.553161171374725,0.335654039823519,0.795165911062523,1000,"BLUE","Seed_Dens_Total","ERMN",6,"BLUE","ERMN","#A5BDCD"
"c1_response",0.75587134356697,0.475902987449287,1.11354963208575,1000,"BLUE","Seed_Dens_Total","ERMN",6,"BLUE","ERMN","#A5BDCD"
